"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40740",3.8286413964891,3.68887945411394,3.68887945411394,3.63758615972639,3.71357206670431,3.49650756146648,3.13549421592915,1.94591014905531,2.19722457733622,2.99573227355399,2.94443897916644,2.63905732961526,0.357085289929321,6.14988692928639,4.85663418548935,0.0002259728267102,0.535832960644488,0.481147415113389
"2","GB42984",6.77536609093639,6.54678541076052,5.92958914338989,6.43615036836943,5.68017260901707,6.00635315960173,3.49650756146648,4.12713438504509,3.13549421592915,3.04452243772342,6.11809719804135,5.32787616878958,0.621400851322313,6.77159707562974,4.5697169085073,0.000394091415036397,0.535832960644488,0.238371972250615
"3","GB44645",1.09861228866811,0.693147180559945,1.09861228866811,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1.33640603361177,3.99813014533387,5.09779071632725,0.000142659256990084,0.535832960644488,-3.31410025680135
"4","GB47672",0.693147180559945,0.693147180559945,1.09861228866811,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1.2642890196098,3.96295947308504,4.87168042804997,0.000219534710248109,0.535832960644488,-3.39143780866727
"5","GB48213",2.56494935746154,2.19722457733622,2.484906649788,2.83321334405622,2.30258509299405,2.30258509299405,0.693147180559945,1.79175946922805,0,0,0.693147180559945,1.09861228866811,1.50330600750716,5.11025899772215,4.96913021326365,0.000182174414808392,0.535832960644488,-2.47721667519713
"6","GB48805",1.38629436111989,1.38629436111989,0.693147180559945,1.79175946922805,1.09861228866811,1.38629436111989,0,0,0,0.693147180559945,0,0,1.54181674472786,4.31119314571656,4.97308330288065,0.000180805451565458,0.535832960644488,-3.2029879266539
"7","GB49853",5.85220247977447,5.47646355193151,5.40267738187228,5.54517744447956,5.25749537202778,4.99721227376411,3.63758615972639,3.85014760171006,3.58351893845611,4.04305126783455,4.9416424226093,4.70953020131233,0.375274274438805,6.6834334848275,4.58542650402684,0.000382180978344979,0.535832960644488,0.264336852223433
"8","GB51930",1.09861228866811,1.09861228866811,0.693147180559945,1.09861228866811,1.6094379124341,1.38629436111989,0,0,0,0,0.693147180559945,0,1.44277970225896,4.26143760402985,4.6321472474537,0.000348899035308204,0.535832960644488,-3.3232745144558
"9","GB54593",6.52649485957079,6.16331480403464,5.77765232322266,6.44888939414686,5.63835466933375,6.02586597382531,3.73766961828337,4.38202663467388,2.70805020110221,2.99573227355399,5.68017260901707,5.24174701505964,0.607809248300995,6.74434060434325,4.60759439395815,0.000366000402798101,0.535832960644488,0.319088733667639
"10","GB55262",4.35670882668959,3.98898404656427,4.12713438504509,4.91265488573605,3.85014760171006,4.27666611901606,2.99573227355399,2.19722457733622,2.484906649788,3.13549421592915,3.97029191355212,3.2188758248682,0.425805934885692,6.31723904532393,4.38888661073018,0.000562097112466961,0.68783823652582,-0.076978569349702
