"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40511",4.84418708645859,4.69134788222914,5.73657229747919,4.47733681447821,3.97029191355212,5.56452040732269,6.12468339089421,6.28226674689601,6.90173720665657,4.91998092582813,5.8111409929767,5.89440283426485,-0.217567676080905,6.85552369498593,-3.89221299292048,0.00147898856872374,0.998423889169237,-0.993269315731867
"2","GB41297",6.53524127101366,6.19644412779452,5.65599181081985,5.20948615284142,6.07304453410041,5.01063529409626,3.89182029811063,4.55387689160054,5.15905529921453,5.67675380226828,4.93447393313069,4.69134788222914,0.31492361834482,6.82456920145202,3.76577732535111,0.0019114761263543,0.998423889169237,-1.20399568844388
"3","GB42453",0.693147180559945,1.38629436111989,1.38629436111989,1.09861228866811,0.693147180559945,1.6094379124341,0.693147180559945,0,0,0,0.693147180559945,0,1.31059880039848,4.35072582868875,3.87586447759765,0.00152879766216636,0.998423889169237,-4.40604799688311
"4","GB43518",3.52636052461616,2.39789527279837,1.38629436111989,2.484906649788,1.38629436111989,2.19722457733622,3.87120101090789,2.99573227355399,3.80666248977032,3.36729582998647,3.93182563272433,3.93182563272433,-0.639875355882072,6.02307570815716,-4.1931766873074,0.000806246659865138,0.998423889169237,-2.89187709642539
"5","GB43582",2.39789527279837,1.79175946922805,2.19722457733622,2.07944154167984,1.79175946922805,2.94443897916644,3.36729582998647,3.17805383034795,3.87120101090789,2.07944154167984,3.29583686600433,3.36729582998647,-0.431495111090498,5.94305441385537,-3.52040804006787,0.0031499997108749,0.998423889169237,-3.29724649359129
"6","GB44163",6.44888939414686,6.35957386867238,5.73657229747919,5.35185813347607,6.02344759296103,4.90527477843843,4.79579054559674,4.18965474202643,5.37989735354046,5.48479693349065,5.41164605185504,5.10594547390058,0.240287897403735,6.86094368532408,3.25224259579222,0.00544186169776506,0.998423889169237,-2.03712023731051
"7","GB44227",2.63905732961526,2.83321334405622,3.04452243772342,1.79175946922805,1.38629436111989,2.484906649788,3.04452243772342,3.43398720448515,4.23410650459726,2.94443897916644,3.40119738166216,3.63758615972639,-0.409090978314428,6.02908476187541,-3.60477991719797,0.00265237713960801,0.998423889169237,-3.08243842828877
"8","GB44570",5.89989735358249,5.31811999384422,6.5366915975913,5.03695260241363,4.86753445045558,5.73334127689775,6.32076829425058,5.92692602597041,6.25575004175337,5.61677109766657,6.53524127101366,6.56667242980324,-0.0988109902325363,6.96918919365181,-3.68106734437775,0.00227079091156069,0.998423889169237,-1.31266854722861
"9","GB44662",4.71849887129509,4.34380542185368,5.19849703126583,4.29045944114839,4.24849524204936,4.89783979995091,5.17614973257383,5.10594547390058,5.65948221575962,4.75359019110636,5.70711026474888,5.15905529921453,-0.127292151667999,6.73813945474067,-3.95784268075231,0.00129503941728683,0.998423889169237,-0.931428246642961
"10","GB44722",3.68887945411394,2.99573227355399,4.24849524204936,3.09104245335832,3.09104245335832,4.18965474202643,4.34380542185368,4.35670882668959,4.89034912822175,3.87120101090789,4.15888308335967,4.36944785246702,-0.201246393113307,6.43841839813186,-3.34897465896477,0.00446813822061729,0.998423889169237,-2.26616571656755
"11","GB44871",6.54821910276237,5.94017125272043,7.55538194424027,6.40357419793482,5.87493073085203,7.57660976697304,4.78749174278205,4.51085950651685,5.11799381241676,6.15060276844628,6.5694814204143,5.26785815906333,0.342388915286236,6.99112242669043,4.15541243436426,0.00086971254926132,0.998423889169237,-0.540846466916981
"12","GB44893",5.44673737166631,5.40267738187228,6.04973345523196,4.92725368515721,4.54329478227,5.43372200355424,6.40357419793482,6.29156913955832,6.72623340235875,5.10594547390058,6.27852142416584,6.15697898558556,-0.149032096618935,6.93169933425902,-4.13222434574576,0.000911183694678366,0.998423889169237,-0.573098382396688
"13","GB45218",2.89037175789616,2.56494935746154,3.40119738166216,2.70805020110221,2.56494935746154,2.77258872223978,3.76120011569356,3.36729582998647,3.49650756146648,2.83321334405622,3.80666248977032,3.76120011569356,-0.228286307873383,6.16084316272705,-3.57025087769329,0.00284569935275092,0.998423889169237,-2.68145661835069
"14","GB45395",4.40671924726425,4.24849524204936,5.45958551414416,3.73766961828337,4.11087386417331,4.60517018598809,5.27299955856375,5.59471137960184,5.92958914338989,4.29045944114839,5.20948615284142,5.23110861685459,-0.169041901171097,6.70637414583745,-3.34856755873843,0.00447184840542182,0.998423889169237,-1.92462943077088
"15","GB45849",1.79175946922805,1.09861228866811,2.07944154167984,1.09861228866811,1.09861228866811,1.94591014905531,2.484906649788,2.70805020110221,2.70805020110221,2.07944154167984,2.30258509299405,2.07944154167984,-0.467769953794807,5.55426120658136,-3.20469694909879,0.00599511098886597,0.998423889169237,-3.99953045260347
"16","GB46191",4.46590811865458,4.14313472639153,4.43081679884331,3.68887945411394,3.58351893845611,3.95124371858143,4.70048036579242,4.74493212836325,5.18178355029209,3.91202300542815,4.65396035015752,4.62497281328427,-0.133928069507854,6.56874846825578,-3.28604725421268,0.0050796594336914,0.998423889169237,-2.12873432630918
"17","GB46236",7.09174211509515,4.89783979995091,7.99496952269788,4.60517018598809,6.53233429222235,6.50279004591562,4.46590811865458,4.40671924726425,3.68887945411394,6.21060007702465,5.79605775076537,4.40671924726425,0.418592505140135,6.86593149229672,3.45524923635846,0.0035975742791685,0.998423889169237,-1.71507443980471
"18","GB46640",4.29045944114839,3.89182029811063,4.62497281328427,3.85014760171006,3.73766961828337,4.94875989037817,5.14749447681345,4.85203026391962,5.19295685089021,4.40671924726425,4.78749174278205,4.91265488573605,-0.146479476782559,6.63068152685063,-3.27636465999132,0.00518088121806516,0.998423889169237,-2.08310584140226
"19","GB46703",4.59511985013459,4.58496747867057,5.27299955856375,4.12713438504509,4.06044301054642,4.8283137373023,5.77455154554441,5.28826703069454,5.93224518744801,4.24849524204936,5.48479693349065,5.2040066870768,-0.151479106202594,6.73759965566244,-3.38182049317046,0.00417869356993397,0.998423889169237,-1.85195462470238
"20","GB47090",2.83321334405622,3.46573590279973,2.94443897916644,2.89037175789616,2.30258509299405,1.79175946922805,3.95124371858143,3.13549421592915,3.76120011569356,3.13549421592915,3.87120101090789,3.76120011569356,-0.344403619160669,6.14561024211952,-3.45581394180146,0.00359343386569258,0.998423889169237,-2.85200160406774
"21","GB47270",4.97673374242057,6.30261897574491,4.43081679884331,4.76217393479776,3.55534806148941,4.23410650459726,5.65248918026865,5.95583736946483,5.98896141688986,6.34738920965601,5.77765232322266,6.03548143252476,-0.298285838559571,6.8273731440924,-3.30322824207155,0.00490487009869304,0.998423889169237,-1.96883801167367
"22","GB47318",10.447612546703,9.16691081404885,11.074529024027,8.98594603876032,9.86843016072073,10.2553057214135,7.89394513823596,8.50592999913753,7.73805229768932,9.71998529899401,9.17730051789798,9.18789024313859,0.228002269577525,7.59140368710774,3.20744526289263,0.00596166293358369,0.998423889169237,-2.20232185712385
"23","GB47496",5.59471137960184,5.08140436498446,5.89715386763674,4.80402104473326,4.52178857704904,4.85203026391962,5.50938833662798,5.64544689764324,6.10479323241498,5.15905529921453,5.97888576490112,5.83773044716594,-0.0948820450660586,6.85969554694567,-3.34409231194688,0.00451283750710545,0.998423889169237,-1.88260624717126
"24","GB47546",9.47500967011889,7.49776170062257,9.69449342432634,8.05484022110102,8.4042484324001,9.02232262263735,6.47389069635227,6.92755790627832,5.98645200528444,8.63141433550626,7.85554467791566,6.40357419793482,0.325535631683586,7.35068428677754,3.29521801796485,0.00498560370481156,0.998423889169237,-2.00485198088201
