"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40161",13,7,16,10,10,5,25,6,12,7,10,15,-0.70424177557073,0.741551766327874,-2.62423014538127,0.0204660165820595,0.999986642756826,-4.47664056681244
"2","GB40378",20,11,20,11,15,7,13,3,7,5,3,3,0.892424015564712,0.403737187156287,2.46570698948243,0.0277319729052847,0.999986642756826,-4.50270814753751
"3","GB41115",36,23,64,27,70,27,20,6,17,11,19,32,0.749807579826016,1.92956459241905,2.51243008055782,0.0253654594983687,0.999986642756826,-4.43210127545624
"4","GB42549",62,61,47,35,46,35,3,18,27,6,29,24,1.28416632200443,1.99925208310223,2.49231157945763,0.0263596549905002,0.999986642756826,-4.43434868658422
"5","GB42692",200,257,244,218,224,123,140,81,95,91,96,107,0.588069142246569,4.47626633357344,2.92081461467094,0.011511013297754,0.999986642756826,-4.1101270193889
"6","GB42797",210,45,222,96,212,80,427,86,199,109,78,290,-0.87845254694033,4.45187820058367,-2.57707706189677,0.0224093215582965,0.999986642756826,-4.19379231350157
"7","GB42907",77,56,117,89,39,24,180,45,75,73,51,119,-0.917682186905039,3.4235398088475,-3.14824160225737,0.0073782122320631,0.999986642756826,-4.19624827904301
"8","GB43298",29,27,40,40,34,37,21,21,19,15,7,6,0.920662410807738,1.75489676702337,2.46991420847539,0.027510484774337,0.999986642756826,-4.44688081382607
"9","GB43455",543,426,783,429,428,487,542,330,516,383,443,645,-0.362851392015114,6.22568877962247,-2.40097890417875,0.0313623991665015,0.999986642756826,-4.23553240197562
"10","GB43513",12,5,20,3,6,8,40,14,29,14,11,13,-1.65297221535254,0.912604894262416,-3.87249878586255,0.00179463118353825,0.999986642756826,-4.38311200538836
"11","GB44631",23,16,32,19,15,13,25,10,27,15,16,31,-0.523554505333629,1.59300554857876,-2.44799168418788,0.0286834809302568,0.999986642756826,-4.45311249490038
"12","GB44672",117,81,188,158,131,110,158,80,165,76,85,205,-0.401946994435285,4.24710513209643,-2.91837225321754,0.0115659956565644,0.999986642756826,-4.12329954064986
"13","GB44957",8,10,18,14,8,7,9,2,3,4,1,8,0.874943555966754,0.0366154892828836,2.45736532007722,0.0281761831283113,0.999986642756826,-4.51284521597028
"14","GB46057",60,63,55,127,40,44,8,16,8,13,33,83,1.20500930465009,2.38451319866741,2.34288397361267,0.0350031009942853,0.999986642756826,-4.43078706238509
"15","GB46226",1577,1012,2918,1905,1669,1054,2673,903,1287,1609,1450,2065,-0.483912334054343,7.92842955648177,-2.44636380962966,0.0287724675613143,0.999986642756826,-4.34320477500413
"16","GB47337",528,341,489,611,374,303,420,307,464,325,310,697,-0.383070318497581,6.00303822445276,-2.5088625559482,0.0255390856055527,0.999986642756826,-4.18867615810241
"17","GB47415",566,430,1254,613,603,478,888,467,890,460,459,650,-0.479600170461043,6.56386381995681,-2.95145192975025,0.0108428240211126,0.999986642756826,-4.11556715733333
"18","GB47564",25,6,54,20,21,9,73,33,70,15,12,31,-1.22819309192997,1.90264132541296,-2.78419875522511,0.0150183657420736,0.999986642756826,-4.40017556051227
"19","GB47565",2793,2373,6727,2728,2321,1160,5808,2459,5917,1589,2183,3758,-0.771580862021146,8.81096930079226,-2.609141613044,0.0210693869547192,0.999986642756826,-4.36008598217101
"20","GB47882",260,160,315,253,266,184,209,76,183,110,109,179,0.295639677209183,4.78674941901708,2.31364390336118,0.0369840672952999,0.999986642756826,-4.25021949114008
"21","GB47954",26,11,23,33,36,10,1,9,27,5,6,2,1.58645324613004,0.769050710809776,2.53341208852647,0.0243670559225668,0.999986642756826,-4.48766014829774
"22","GB47993",9,10,6,8,1,3,10,8,6,7,8,10,-1.09691057180299,0.0888010580123425,-2.3565439361455,0.0341125629236025,0.999986642756826,-4.51739660660901
"23","GB48476",19,22,23,21,22,12,14,10,6,7,4,10,0.774512596666894,0.999328858291736,2.70686901218409,0.0174474246488137,0.999986642756826,-4.46123909408755
"24","GB48480",2,2,7,4,11,5,14,4,3,5,10,18,-1.18605700320175,-0.0601345314049896,-2.57652576716772,0.022433064943678,0.999986642756826,-4.50848370713581
"25","GB48623",264,224,445,296,284,209,237,154,185,119,112,211,0.295091703014989,5.04565813624483,2.30915620155756,0.0372973471767391,0.999986642756826,-4.24095431306929
"26","GB48794",1203,714,1333,1291,941,261,2474,790,937,716,846,1741,-0.891458371756656,7.23049231594072,-2.90387576279342,0.0118977080469178,0.999986642756826,-4.19900477028746
"27","GB48844",52,33,42,25,20,9,102,47,45,33,44,73,-1.47676918767092,2.55370939621151,-4.68303826682804,0.000385582795603448,0.999986642756826,-4.13373550074525
"28","GB49219",341,117,54,553,144,86,63,1,33,2,1,91,3.15081862329619,2.62691835036187,3.07074714214625,0.00858716360156967,0.999986642756826,-4.3619291028721
"29","GB49302",11,4,20,15,13,11,6,3,5,4,6,6,0.702335290258166,0.291664363602752,2.32664243657523,0.0360906625313376,0.999986642756826,-4.51469557097794
"30","GB49386",98,66,1049,122,89,394,44,69,25,21,25,41,1.91938802119487,3.59802018517997,2.76844327658439,0.0154848276928291,0.999986642756826,-4.27759171248014
"31","GB49440",266,65,574,169,82,185,60,86,75,37,58,63,1.08499301997541,3.99352817483178,2.46637784276027,0.0276965417692272,0.999986642756826,-4.28517538000107
"32","GB50337",92,57,143,108,116,114,62,31,59,50,53,85,0.420653210220998,3.52836579123239,2.32591254463292,0.0361402820704654,0.999986642756826,-4.34885422282787
"33","GB50492",22,9,19,21,22,11,28,9,19,16,16,36,-0.689342168020115,1.48249600964496,-2.89082616912087,0.0122043165045118,0.999986642756826,-4.41478814788186
"34","GB50922",13,6,21,6,6,6,34,9,37,11,6,8,-1.11322706952802,0.796491936795315,-2.36046952404638,0.0338606500370735,0.999986642756826,-4.49566547108609
"35","GB51003",12,6,8,9,11,11,10,13,8,11,12,20,-0.798301211307978,0.763725418942827,-2.448855214479,0.0286363836627407,0.999986642756826,-4.48944056460989
"36","GB51044",1308,539,1094,1071,925,395,1306,571,955,669,677,1293,-0.565472594709743,7.02406871778724,-2.8428632443648,0.0133994966714306,0.999986642756826,-4.19156711860653
"37","GB51095",224,225,413,242,386,208,395,200,272,233,215,276,-0.403984887639639,5.35939066893209,-2.47972689613298,0.0270004718639296,0.999986642756826,-4.17474485230424
"38","GB51420",9,7,4,2,3,4,5,7,9,8,4,9,-1.07315005684594,-0.131518904278742,-2.48360883229942,0.0268012238599052,0.999986642756826,-4.51565688624257
"39","GB51830",43,27,46,35,32,22,42,33,31,28,32,46,-0.516457412374372,2.41273863947405,-2.74027105269782,0.0163544611444058,0.999986642756826,-4.36617809173607
"40","GB51967",24,26,65,24,35,20,31,8,14,10,7,19,0.669724851246386,1.64030443346075,2.381230433443,0.0325575361062012,0.999986642756826,-4.46101033875621
"41","GB52184",99,16,6,17,90,433,311,16,242,160,205,276,-2.49001346232646,3.65155130264472,-2.70084352365027,0.017652028995232,0.999986642756826,-4.2738030435022
"42","GB52710",85,65,146,72,123,59,47,25,35,38,53,66,0.589752339758914,3.23357895200877,2.73456003430971,0.0165364786747906,0.999986642756826,-4.29786453982714
"43","GB53625",1249,634,1283,924,616,389,1486,659,787,825,834,957,-0.703912973784121,7.01231601665348,-3.04365326361533,0.00905470490887782,0.999986642756826,-4.14502198809669
"44","GB53832",170,193,400,151,251,100,471,184,531,297,242,225,-1.13132781535308,5.21837171539785,-4.10722058083476,0.00114210861818472,0.999986642756826,-3.72747522269071
"45","GB54294",1621,1223,3674,699,3471,1893,5207,2260,3855,1604,1896,3162,-1.08273774884586,8.42543745373253,-3.05622015739409,0.0088347862211141,0.999986642756826,-4.2672288070786
"46","GB54905",11,3,5,3,6,1,13,3,7,6,5,9,-1.1464105163853,-0.213475463027409,-2.90219800833707,0.0119366988863103,0.999986642756826,-4.49493286321189
"47","GB55204",1937,7183,5881,9373,2051,1295,6807,16395,2560,18142,2883,19263,-1.71464713811679,9.69976755963413,-2.57119340396845,0.022663979415485,0.999986642756826,-4.40733553424579
"48","GB55405",7,7,19,1,8,4,18,8,9,6,6,17,-1.1847641905988,0.307899738582574,-2.48925943550624,0.0265137163483913,0.999986642756826,-4.50262832887819
"49","GB55710",333,273,527,423,378,299,263,104,182,204,149,224,0.541924560899942,5.30719210958272,3.65363209399457,0.00274508693217172,0.999986642756826,-3.85498411463963
"50","GB55986",11,13,12,15,27,10,6,5,3,6,6,7,0.84823712379365,0.500286026779997,2.39369618329587,0.0317981833267498,0.999986642756826,-4.50446193081862
