"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40253",3710,3607,3186,1687,2370,3366,2195,1709,656,1128,2102,1058,0.719816239686296,8.25525889468978,3.03208811896708,0.00925006090832922,0.999538808245767,-4.2507483540026
"2","GB40745",101,156,96,129,125,166,137,116,112,120,179,171,-0.558194144439699,4.34982068554595,-2.72230830201814,0.0169172880578283,0.999538808245767,-4.14736643842238
"3","GB40771",53,145,82,33,69,77,24,59,23,16,68,26,0.725489173385793,2.86387827199512,2.71527993488246,0.0171492034693241,0.999538808245767,-4.33069307123172
"4","GB41202",89,154,73,60,117,111,89,67,17,25,54,35,0.781535544612574,3.29247994560215,3.00278356747912,0.00979590660298446,0.999538808245767,-4.23621262321259
"5","GB41306",2510,5721,3834,922,1639,2486,1020,1411,593,871,1149,861,0.931355536469544,7.8769495921195,3.71044948731917,0.00245249814617882,0.999538808245767,-4.10354383188682
"6","GB41368",132,186,136,68,188,204,157,135,132,119,188,215,-0.481669726441468,4.52819512210622,-3.02514768359369,0.00937655055075627,0.999538808245767,-4.03907923005387
"7","GB41728",51,75,54,27,50,29,40,31,14,10,17,13,0.86386298927834,2.17876330302255,2.74262457088829,0.0162639799663499,0.999538808245767,-4.38532586815989
"8","GB41742",27,62,31,10,34,35,14,17,9,8,18,18,0.747538768218529,1.6495692462267,3.19467989575589,0.00672679619622973,0.999538808245767,-4.37495735331729
"9","GB41847",186,356,227,94,235,226,132,140,90,88,154,141,0.371427000077543,4.61348418743225,2.95401372012797,0.0107758313191103,0.999538808245767,-4.06349564016163
"10","GB42343",50,57,22,13,39,13,5,22,7,5,17,7,1.17300079982507,1.32009565502033,2.83242036312282,0.013659926124654,0.999538808245767,-4.43474298443199
"11","GB42523",54,90,81,19,46,58,28,14,12,15,40,31,0.893209559898175,2.38299954061926,3.28631394047837,0.00562062897392457,0.999538808245767,-4.29964981532057
"12","GB42539",24,25,29,16,66,30,17,4,10,14,13,1,1.52174298081138,1.23065045858309,2.81615123859914,0.0140993172787246,0.999538808245767,-4.4437184964928
"13","GB42739",941,2009,1459,653,1012,992,601,725,386,424,1028,623,0.508521979185084,6.97344969964028,3.04514594705807,0.00901664842827362,0.999538808245767,-4.12676837267644
"14","GB42764",134,643,430,77,271,296,95,155,48,60,156,97,0.991011104151801,4.55637758250474,2.99677415910234,0.00991172102033679,0.999538808245767,-4.08619485159173
"15","GB42801",58,90,35,43,40,21,12,32,6,19,9,14,1.25575138099454,1.93043728032768,2.90424380727746,0.0118755764444259,0.999538808245767,-4.38922730609148
"16","GB42873",3,3,4,2,5,22,7,9,10,15,10,32,-1.68106725511084,0.304343472448714,-3.15517075186947,0.0072684704385795,0.999538808245767,-4.46083523901016
"17","GB43039",71,65,72,28,56,57,25,36,23,28,41,12,0.703736857975692,2.5682203149682,2.69999567011248,0.0176642857292698,0.999538808245767,-4.35878923566709
"18","GB43119",814,1036,969,513,1090,941,527,396,215,248,921,222,0.893854964524727,6.44073278672475,3.59144831839412,0.00309295043771826,0.999538808245767,-3.94125900491321
"19","GB43143",493,1068,636,280,331,389,330,349,136,163,277,167,0.705905073962477,5.65655608046934,2.83124715376432,0.0136911572100799,0.999538808245767,-4.07377881754279
"20","GB43238",1567,2522,1679,797,1632,1342,1113,1075,569,600,1296,723,0.430265010210993,7.45203178940282,2.6916397669702,0.0179522198332335,0.999538808245767,-4.25168495515259
