"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41649",58,23,52,63,65,84,50,284,124,141,72,160,-1.08051825293933,3.63849485221353,-3.61986609861071,0.00293849145792711,0.559447113808975,-2.25172729676652
"2","GB41694",38,15,35,22,45,43,47,105,65,39,31,75,-0.726258366762885,2.69461844570742,-3.78848603992414,0.00211722222682274,0.559447113808975,-2.44287796825522
"3","GB42011",103,46,110,53,106,59,63,65,58,46,40,55,0.658072496959115,3.30297472684311,3.88141538154956,0.0017686531181831,0.559447113808975,-2.10679039174379
"4","GB42460",3,40,32,274,4,21,221,721,625,88,80,106,-3.40217027074021,3.38773319705863,-3.55436142420429,0.00333887336954143,0.559447113808975,-2.5621328872561
"5","GB42698",450,254,525,310,599,421,276,369,265,225,239,426,0.617527693348378,5.74154707748924,4.08174394862006,0.00120284415585545,0.559447113808975,-1.37337564831385
"6","GB42798",371,191,736,348,332,152,575,2134,1022,1080,269,1200,-1.28922436559868,6.33361605360048,-3.88616325839965,0.00175250149178429,0.559447113808975,-1.75050740029045
"7","GB42870",11,4,15,8,11,12,9,6,4,3,3,6,1.08421511128247,0.167855248849944,3.5315089498967,0.00349118013348014,0.559447113808975,-3.49678134594463
"8","GB42891",29,19,22,11,12,7,37,215,83,72,13,40,-1.83427215228348,2.17093147325532,-3.7141016919861,0.00244612229592862,0.559447113808975,-2.75295411050331
"9","GB43096",12,2,7,7,12,12,10,34,21,14,17,33,-1.17724054080584,0.977166219013806,-3.58745062268787,0.00313015962710743,0.559447113808975,-3.23451525371014
"10","GB43165",214,128,213,124,207,157,140,175,127,110,100,136,0.538516701388434,4.51990028565216,3.95070413084119,0.00154728913519572,0.559447113808975,-1.59393340994379
"11","GB44252",18,8,28,16,13,32,20,132,49,57,20,51,-1.28672883430607,2.12966769570301,-3.59752427246485,0.00306927742444854,0.559447113808975,-2.82229994550978
"12","GB44302",97,41,109,52,86,67,38,58,42,28,27,72,0.917511403430381,3.08348367475996,5.38290877344173,0.000109302137443046,0.559447113808975,-1.08697208932942
"13","GB44536",202,69,99,59,101,87,187,237,244,115,103,242,-0.779892300545044,4.329188633238,-3.51694644270183,0.00359187851619764,0.559447113808975,-2.15390877447105
"14","GB44899",241,132,328,160,334,267,367,931,555,374,181,433,-0.710917561924441,5.59121772694496,-4.27019748735216,0.000839688262071464,0.559447113808975,-1.1655431864649
"15","GB44980",91,74,117,63,74,51,105,347,147,216,90,140,-0.954756046158153,4.07858590818955,-4.06687616973715,0.00123761434779192,0.559447113808975,-1.64010287215352
"16","GB45118",3,1,3,1,8,3,8,12,12,8,9,15,-1.66132158036202,-0.164794047442182,-5.05103167479263,0.000197517341604241,0.559447113808975,-3.07311248954657
