"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40138",19,48,18,12,25,43,5,15,8,32,4,16,1.13105972836767,1.1556413603357,2.71448352375349,0.017203799853734,0.99981402068326,-4.44055992596626
"2","GB40409",76,111,165,71,95,94,34,51,30,140,20,45,1.11014494036239,3.14416484922239,2.9687347846819,0.0104918873652248,0.99981402068326,-4.25604749414599
"3","GB40421",23,33,18,16,29,24,24,41,3,7,4,6,1.17950388449567,1.01851359158024,2.57629634411844,0.0224561792313948,0.99981402068326,-4.46039239468836
"4","GB40427",84,77,52,45,82,98,66,146,52,93,61,174,-0.436483946224353,3.4220100164834,-2.60554293172291,0.021228702379254,0.99981402068326,-4.29273428414328
"5","GB40745",101,96,121,66,88,193,137,156,129,116,188,230,-0.599916116135724,4.10491275890187,-2.67624941536197,0.0185237241061461,0.99981402068326,-4.21370318298647
"6","GB40968",11,11,19,13,15,11,9,2,5,5,9,2,1.42765192079003,0.158305959930955,2.74612586922005,0.0161811717085886,0.99981402068326,-4.47899366550858
"7","GB41063",274,323,230,143,266,427,359,508,213,244,303,488,-0.435986907386358,5.32125115861501,-2.67455099510696,0.0185845883365387,0.99981402068326,-4.15117491676492
"8","GB41440",16,15,18,11,14,16,21,26,14,24,18,29,-0.575942223507922,1.30240654125563,-2.73481045488526,0.0165398623944347,0.99981402068326,-4.42871715894065
"9","GB42050",21,16,16,30,13,25,7,13,6,8,14,14,0.858773301776832,0.942889249015563,2.86795656507231,0.0127704862898401,0.99981402068326,-4.43702268366341
"10","GB42321",115,119,102,81,141,186,153,246,71,142,165,187,-0.40994837023334,4.1823418043034,-2.63570927471319,0.020030766893396,0.99981402068326,-4.21376719987056
"11","GB42410",1346,1357,5212,173,3535,3381,223,1617,509,359,371,569,1.62327542368316,6.91771630899597,2.64033168720051,0.0198530967495169,0.99981402068326,-4.25037220575227
"12","GB42499",22,20,22,12,19,26,28,36,16,22,22,44,-0.493130870172847,1.65007587851316,-2.63609121709871,0.0200160280230777,0.99981402068326,-4.41896867436146
"13","GB42593",23,19,12,7,10,15,4,5,3,2,15,12,1.17079881884666,0.280822407660523,2.83853272902273,0.0135231819027126,0.99981402068326,-4.46939432334902
"14","GB42637",182,77,288,34,96,156,43,54,22,22,61,42,1.54548390177414,3.14783079408994,3.57778159750959,0.00318703025718327,0.99981402068326,-4.16169634820032
"15","GB42643",14,3,0,6,21,8,19,12,14,16,14,62,-1.83639080923704,0.484235599986891,-2.59237230782515,0.0217732193948234,0.99981402068326,-4.48246926838479
"16","GB42753",301,395,380,161,412,473,427,735,294,365,348,578,-0.471771487432503,5.68512406005085,-2.69117890372436,0.0179969924894004,0.99981402068326,-4.15624510362733
"17","GB42899",451,304,303,258,302,414,154,364,195,195,187,352,0.464902195275747,5.21299270173186,2.98944565218282,0.0100759391079193,0.99981402068326,-4.06634922452614
"18","GB45153",61,94,53,25,65,70,113,144,53,51,103,109,-0.68309303984854,3.27210537316642,-2.63258175152732,0.0201518523907139,0.99981402068326,-4.30236876019398
"19","GB45184",369,350,340,193,403,478,484,1018,286,478,341,541,-0.579669954472756,5.77491966127089,-3.48957123055428,0.00378614366556944,0.99981402068326,-3.95234935726014
"20","GB45833",115,43,73,50,62,91,39,85,27,27,32,47,0.712387046115537,2.81554681374351,2.87116858768192,0.0126908551948295,0.99981402068326,-4.30247311655046
"21","GB46166",85,84,72,56,104,89,62,74,33,52,41,72,0.514715171587437,3.15051300943372,3.08308776730974,0.00839010949518481,0.99981402068326,-4.23131248238106
"22","GB46429",879,895,833,616,672,1190,386,1161,294,481,529,590,0.584058231602448,6.46572053075082,3.52929838870396,0.00350339110146873,0.99981402068326,-4.01122936763309
"23","GB46835",5,8,2,4,3,11,7,23,6,7,7,18,-1.07461368390663,-0.0141047231452918,-3.09548196094118,0.00818906724036337,0.99981402068326,-4.46499958014332
"24","GB47302",89,83,81,33,72,108,79,173,82,85,102,193,-0.660912351590611,3.60927019126517,-3.61407724914876,0.00296923604188075,0.99981402068326,-4.07793363213151
"25","GB47382",413,334,502,282,453,616,226,417,158,328,280,375,0.471324398703572,5.53692900247973,3.23857300235328,0.00618801626021588,0.99981402068326,-4.00675176321475
"26","GB47824",14,18,14,24,11,17,7,15,4,2,4,6,1.36525701975673,0.391016671713424,3.64376358885157,0.0028023430868945,0.99981402068326,-4.41271408393619
"27","GB47939",30,102,49,15,49,53,52,142,38,65,44,129,-0.78997038523173,2.87519450227254,-2.57404102386435,0.0225536336050838,0.99981402068326,-4.34593963348831
"28","GB48240",128,105,100,75,144,79,52,69,46,76,58,65,0.718419153866034,3.40945291142938,2.97826942028392,0.0102983302625831,0.99981402068326,-4.22109882365762
"29","GB48695",12,7,9,18,15,15,7,6,1,1,10,11,1.2450137236241,0.0737983454090467,2.65975809141859,0.019122990639186,0.99981402068326,-4.48701076140345
"30","GB49801",329,536,751,311,386,601,229,539,132,308,138,530,0.697324866433244,5.56439276566025,2.82768980184034,0.0138114030217643,0.99981402068326,-4.12141741419076
"31","GB49968",97,72,84,53,88,68,66,39,30,42,48,49,0.738864211865469,2.9749674620657,2.78270352869606,0.0150729142496932,0.99981402068326,-4.3022581176509
"32","GB50037",28,26,39,34,34,44,21,21,11,5,27,33,0.894949380388809,1.70968922626334,2.60338778893327,0.0213168921246134,0.99981402068326,-4.42090245323907
"33","GB50226",61097,31852,71051,28309,88772,99378,18897,69102,26740,21885,16926,33759,0.946692834818249,12.3812253294904,2.80571679635722,0.0144140797038704,0.99981402068326,-4.43168162050698
"34","GB50705",6,8,6,3,6,11,8,20,5,11,8,22,-0.855266061817349,0.23357903313186,-3.34091037823861,0.00506418654303068,0.99981402068326,-4.43933343534839
"35","GB51431",49,74,39,28,63,98,52,145,47,95,64,129,-0.660409705236884,3.16219153456787,-3.17483580474598,0.00701075961066139,0.99981402068326,-4.21481312449856
"36","GB52105",42,57,37,47,40,36,20,43,27,23,8,26,0.858141828679802,2.06758186456729,2.6605347891296,0.0190943487360378,0.99981402068326,-4.39197526544273
"37","GB52166",7,8,10,6,13,5,8,31,7,13,7,26,-0.845333159253662,0.494890564743731,-2.55453301078855,0.0234138135238915,0.99981402068326,-4.48202473977501
"38","GB52429",841,797,977,723,840,1736,370,1280,303,490,253,1153,0.786028225808799,6.56150713892023,3.21390205752474,0.00649437156146354,0.99981402068326,-4.09116981293733
"39","GB52729",585,484,615,354,662,763,596,927,512,602,654,919,-0.399342473396999,6.38217365062476,-2.71405521304616,0.0172180656746638,0.99981402068326,-4.19031907890212
"40","GB52919",108,132,52,66,84,80,38,37,39,25,48,79,0.942646903373798,2.99777136116011,3.19329978214317,0.00676178065981247,0.99981402068326,-4.23323987949089
"41","GB53284",58,100,46,63,62,89,56,58,17,39,39,61,0.59386270228866,2.84539065307143,2.59424173961947,0.0216951159363378,0.99981402068326,-4.34496687694315
"42","GB53566",227,304,229,84,325,397,294,612,175,328,289,561,-0.620839966729841,5.26390243920118,-2.80502991549325,0.014433329239057,0.99981402068326,-4.11565259159516
"43","GB53730",468,354,461,458,494,651,266,401,255,306,312,443,0.456804705205623,5.72087986498946,2.76331106969561,0.0156509012786479,0.99981402068326,-4.14098198189084
"44","GB53798",5843,8321,15733,4912,20268,26440,1552,6443,4887,7203,1701,2329,1.60494673052142,9.68784525758396,3.07380632100166,0.0085438648621601,0.99981402068326,-4.3146717136412
"45","GB53865",796,1449,1163,893,566,1128,418,1225,343,444,276,774,0.856267835153043,6.54876659806555,3.31853611589435,0.0052909867672847,0.99981402068326,-4.06770129612714
"46","GB54661",147,176,168,100,198,212,148,416,118,177,158,306,-0.381388746051399,4.60008199558228,-2.65528253935777,0.0192888484313074,0.99981402068326,-4.17605571136656
"47","GB54753",2475,2974,3282,838,2667,4305,4251,4978,2473,2483,4438,5320,-0.743198909859737,8.69269135092523,-2.58980196198649,0.02188105074708,0.99981402068326,-4.34246521584454
"48","GB55438",26,33,33,11,41,29,31,96,16,49,31,58,-0.693316897268749,2.16736673176544,-2.60878141281471,0.0210968457008855,0.99981402068326,-4.39055370283607
"49","GB55964",128,405,184,102,273,468,564,807,237,680,186,447,-1.01961544427504,5.38071051271363,-2.79722731355101,0.0146537697772081,0.99981402068326,-4.12554683196832
"50","GB55965",433,673,429,360,612,911,984,995,561,970,414,889,-0.617940161767866,6.43439272817859,-2.58489584693007,0.0220883080629908,0.99981402068326,-4.22693045879817
