"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40138",19,5,15,4,12,16,48,8,32,18,25,43,-1.40647796819655,1.1556413603357,-3.88884560087904,0.00174055527226973,0.927520092640415,-4.30613713961753
"2","GB40284",288,238,1102,177,103,364,991,269,1354,1106,733,496,-1.50019818139489,5.92874534576264,-3.75657462929141,0.00224898789890584,0.927520092640415,-3.83863070655326
"3","GB40511",126,108,309,95,95,274,456,87,534,535,292,305,-1.2145469784723,4.86746483463816,-3.81033127116312,0.00202624192827631,0.927520092640415,-3.79966226583896
"4","GB41767",124,114,129,49,102,237,211,107,154,243,258,216,-0.866703476773833,4.31139591450367,-3.77178524726838,0.00218354586190285,0.927520092640415,-3.85470864420373
"5","GB45565",851,524,1103,271,327,461,2322,377,2631,3343,1225,1011,-1.5950768961391,6.87457068787025,-3.82461649608783,0.00197091722039471,0.927520092640415,-3.91719598592269
"6","GB46426",215,154,221,146,116,292,225,114,344,366,294,371,-0.683969977836565,4.89024084594222,-3.83868019983743,0.0019179525039111,0.927520092640415,-3.76748031763234
"7","GB46557",143,11,0,0,4,92,218,132,536,589,900,196,-5.66243939916834,2.76589907176625,-4.8271891172488,0.00029603639548004,0.927520092640415,-4.19196606414043
"8","GB47406",14,10,26,17,11,24,55,12,47,62,24,99,-1.50955747771635,1.81224543908456,-4.36296799840566,0.000702934675259542,0.927520092640415,-4.19226924471168
"9","GB48066",362,148,488,194,132,442,433,330,596,406,387,489,-0.883122844668959,5.49303390224958,-4.10808659175226,0.00114153271856479,0.927520092640415,-3.70273719586549
"10","GB48738",19,18,25,14,5,15,138,13,30,70,40,42,-1.70495541531163,1.78358119278854,-3.82828672104826,0.00195695292814902,0.927520092640415,-4.25076113875539
"11","GB49796",126,43,79,40,76,97,345,106,369,534,238,135,-1.95754822534686,4.16316967172048,-4.88316301695215,0.000267192714143363,0.927520092640415,-3.72231267410792
"12","GB49940",408,246,717,247,358,834,944,265,1247,1594,906,999,-1.18867180086841,6.34776600341064,-4.21325799168053,0.000933815902223836,0.927520092640415,-3.76981902165298
"13","GB50114",191,161,22,23,70,454,566,207,712,1044,238,708,-2.61741076174503,4.82677983657128,-3.85648338648138,0.00185297790720547,0.927520092640415,-3.88768980256049
"14","GB51107",1795,653,1695,445,1139,1391,4015,1145,4736,4157,1535,2407,-1.45604069271696,7.81196419891227,-4.00928917702371,0.00137983985568906,0.927520092640415,-3.97986793899244
"15","GB51114",214,138,379,123,117,306,393,135,446,454,299,328,-0.860445774282478,5.05885567964532,-4.02700781295228,0.00133362703630772,0.927520092640415,-3.71882695663572
"16","GB51724",176,132,545,177,139,333,820,173,686,893,434,338,-1.28233873914949,5.44749071231437,-3.94881694293432,0.00155026357838644,0.927520092640415,-3.75552022051973
"17","GB51814",772,754,807,630,454,631,2514,1229,1082,2388,789,1402,-1.24484341165821,7.03813938641479,-4.11194934988554,0.001133122087339,0.927520092640415,-3.8766147471206
"18","GB52006",14,8,17,6,7,18,29,8,22,20,25,25,-1.00678091275252,1.02764978115464,-4.29093799250411,0.000805630421985087,0.927520092640415,-4.28481498993564
"19","GB52489",124,139,351,62,34,160,490,126,378,596,942,178,-1.76752448648588,4.77366060899694,-3.78256632238321,0.00213833696052229,0.927520092640415,-3.84975924191293
"20","GB52857",2204,1537,3199,1427,1426,3424,11548,2262,8823,10315,3130,4214,-1.58847351570022,8.83695696852993,-4.7916327204292,0.000316020207583418,0.927520092640415,-3.97120014180887
