"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB52186",11196,27322,13056,3734,8535,8116,957,1109,1299,1613,1154,2900,2.62802543690925,8.97860408037653,5.72833517668724,6.06255481039093e-05,0.600071675132494,-3.99563640218677
"2","GB40392",144,262,221,88,184,277,98,112,133,42,73,131,0.801938116804399,4.12784375660573,3.22708751553229,0.00635237936546706,0.999954368588803,-4.08863715253633
"3","GB40536",26,66,30,25,21,27,10,17,16,10,7,14,1.07837407044804,1.38275823133949,2.90225544809952,0.011978985766999,0.999954368588803,-4.41238669517224
"4","GB40689",8,5,5,8,9,8,13,20,32,7,6,13,-1.07145331181581,0.433510797986968,-3.10314056905596,0.00809448823769081,0.999954368588803,-4.44575413235714
"5","GB41337",15,21,29,7,27,42,7,11,14,4,11,9,1.03743479557646,0.905543211925754,3.19107680089268,0.00681588812356634,0.999954368588803,-4.41507189366713
"6","GB41760",4483,11243,9492,2739,3973,4042,714,2761,5442,1086,971,3502,1.35587819432427,8.71153556380008,2.78115007504433,0.0151569698483898,0.999954368588803,-4.30960611026977
"7","GB41987",108,82,95,95,138,134,53,106,64,44,83,85,0.422450084656735,3.54237957478296,2.74495275792737,0.0162579472954046,0.999954368588803,-4.254657332961
"8","GB42310",2268,1231,892,797,1314,4074,83,1122,498,575,254,1291,1.51476268857359,6.78800695340525,2.66288952979615,0.0190509892380785,0.999954368588803,-4.23553133111792
"9","GB42427",3331,8375,2265,1410,2229,6137,1446,1703,414,478,700,2836,1.530639452521,7.92298026642728,3.16029781333146,0.00723872275525122,0.999954368588803,-4.20132959487136
"10","GB42822",432,675,112,275,352,490,109,115,89,91,124,154,1.46009722687002,4.71742404977772,3.83672185631309,0.00193727214801292,0.999954368588803,-3.92201831639949
"11","GB43145",79,100,49,36,83,127,89,233,192,58,54,111,-0.749849378107498,3.56802973477033,-2.74645011120262,0.0162108920658826,0.999954368588803,-4.2520070672858
"12","GB43516",93,175,406,310,252,515,84,97,23,41,68,154,1.75574193076225,4.1267507654223,3.6826764467896,0.00261120373634044,0.999954368588803,-4.03374610619775
"13","GB44024",2490,6263,1736,4773,2858,11028,137,4887,2347,322,20,170,3.40916877782628,7.31025847447741,2.93269572953004,0.0112894299199797,0.999954368588803,-4.2201725296091
"14","GB44501",1946,1051,1641,714,1730,2308,1827,2525,2867,1203,2239,1723,-0.660477658993822,7.83906842979047,-3.18212902537397,0.00693620392572217,0.999954368588803,-4.19134997717595
"15","GB45153",61,51,53,25,70,109,113,144,94,53,103,65,-0.824110933491902,3.27210537316642,-3.61987168260786,0.0029503459028764,0.999954368588803,-4.13084524719977
"16","GB46047",221,191,173,152,203,237,90,179,70,86,78,226,0.632459265346613,4.298355674877,2.72515567457543,0.0168927639062767,0.999954368588803,-4.18658903408709
"17","GB46952",288,294,246,208,283,412,127,305,207,86,167,257,0.471003603750856,4.90939190083246,3.21167898894431,0.00654672456576281,0.999954368588803,-4.01518367276226
"18","GB47303",3668,8019,2059,1810,3605,6726,1332,2701,1468,973,1739,2113,0.991642203143305,8.37371466504685,3.36257604915713,0.00487388573318609,0.999954368588803,-4.19508484240428
"19","GB47567",203,221,272,143,293,385,120,201,161,103,166,221,0.439253162186238,4.71214500503459,2.78897666899337,0.0149286896775642,0.999954368588803,-4.13632378913879
"20","GB47803",3541,2535,2006,2280,2961,4020,1404,2635,1558,1203,1375,2457,0.534935280757308,8.19603140918252,3.04745194071106,0.00902488778670625,0.999954368588803,-4.23578147464841
"21","GB47840",113,217,420,62,172,149,33,69,135,51,44,74,1.20339561109236,3.73767729396718,2.81275251814345,0.0142556751575228,0.999954368588803,-4.23069881452236
"22","GB48085",111,89,134,91,127,181,46,112,56,35,88,111,0.5876269437974,3.60311281273162,3.00050414845497,0.00989114793141075,0.999954368588803,-4.19742630891639
"23","GB48129",24,19,34,17,55,75,28,113,60,24,44,54,-0.7347818063417,2.40696622055132,-2.72097419273653,0.0170299102085484,0.999954368588803,-4.36035312537055
"24","GB48621",52,23,32,16,30,48,57,58,46,25,57,38,-0.684417882159411,2.34849059686488,-2.70474830317462,0.0175724519096505,0.999954368588803,-4.3668902614961
"25","GB48656",434,598,347,161,351,549,168,142,296,43,140,203,1.16730264772007,4.96746058557097,3.52248959624348,0.00356667608460509,0.999954368588803,-3.9625620139339
