"","ID","N.1","N.2","N.3","P.1","P.2","P.3","logFC","AveExpr","t","pVal","adjPVal","B"
"22","14779",52,50,53,348,557,299,-3.09147931846536,4.35722744401412,-13.3892737516857,4.39630763259119e-08,6.6971398557611e-05,9.17470093560238
"23","32049",119,108,100,733,1279,561,-3.07029842300639,5.42030252925306,-13.330737535667,4.59858206311186e-08,6.6971398557611e-05,9.19434750684602
"24","37166",196,224,169,1216,2549,1046,-3.09880012329666,6.27752667795992,-13.1003418938365,5.49880437599469e-08,7.60530468569866e-05,9.02294070745361
"25","52173",69,58,30,425,552,738,-3.63094354819475,4.58775481006668,-12.9136968777325,6.36891895204871e-08,8.45639582777219e-05,8.82018607222697
"26","42204",369,413,325,97,86,95,1.81067717027281,4.73704346995098,12.7976536656946,6.98465232182304e-08,8.9172518911767e-05,8.78266244163748
"27","30249",369,287,246,1504,2854,1277,-2.74763260684037,6.70511274905167,-12.5746453829583,8.35755597661731e-08,9.44054090680327e-05,8.60500977188107
"28","40202",242,208,174,970,1657,763,-2.55102180842045,6.08364588084,-12.5684837269109,8.39943134305225e-08,9.44054090680327e-05,8.60110718796168
"29","52181",472,566,352,105,75,90,2.17530000787455,4.86435292852189,12.5491732570378,8.53215120817311e-08,9.44054090680327e-05,8.58613280330054
"30","53925",115,105,66,587,1097,501,-3.04328734762692,5.18864541098541,-12.6190402933602,8.06246437192462e-08,9.44054090680327e-05,8.64215769972926
"31","32050",142,116,109,619,1169,553,-2.77690179198161,5.43467551373048,-12.4704676997195,9.09714508110049e-08,9.74098818780805e-05,8.52512828890268
"32","17432",53,81,48,218,300,262,-2.28977979857005,4.16069631489756,-12.4173302862361,9.50152122230624e-08,9.85604673291354e-05,8.4607034137237
"33","32143",104,101,59,560,1122,502,-3.14935631029245,5.1231247558125,-12.2155697290274,1.12243943185743e-07,0.000107370362654272,8.31639323264912
"34","41954",148,138,93,357,435,302,-1.70861412104229,4.93321017716082,-12.2052492830643,1.13212107395901e-07,0.000107370362654272,8.30782308842085
"35","49789",102,62,82,513,686,373,-2.85017398700053,4.86984550857811,-12.2407083403255,1.09923105585067e-07,0.000107370362654272,8.33593407066242
"36","12690",49,69,38,439,818,362,-3.47984538005758,4.53477750396977,-12.0409357489175,1.29913048225347e-07,0.000113482466389268,8.14835603209306
"37","32052",121,83,85,727,1474,592,-3.35509231930162,5.36750664056825,-12.0726743003626,1.26489467701219e-07,0.000113482466389268,8.19959711074164
"38","33474",242,311,281,31,37,41,2.74511959234535,3.8597073485537,12.0671168143659,1.27081796916027e-07,0.000113482466389268,8.11838907693311
"39","39461",116,120,100,497,957,463,-2.61176336838287,5.2302366227888,-11.9509116324809,1.40183356717523e-07,0.000119314008791833,8.09663515779021
"40","11243",498,491,462,124,96,122,1.91965600912632,5.08001490138032,11.5719143625088,1.94188695962789e-07,0.000144760459282533,7.77136627200412
"41","16429",400,664,452,47,26,51,3.46796623107577,4.34383667292226,11.5006338015171,2.0667537912136e-07,0.000144760459282533,7.67935361146258
"42","21005",1945,1778,940,307,205,202,2.48529521071815,6.40734259717315,11.6202271910843,1.86192200219633e-07,0.000144760459282533,7.80121379574513
"43","30244",268,195,194,1070,2155,942,-2.75769944940817,6.25613996663329,-11.6564361075074,1.80433547433011e-07,0.000144760459282533,7.83368374066678
"44","37478",199,203,139,426,667,466,-1.6916438450032,5.44219935081058,-11.486082332589,2.09330061021919e-07,0.000144760459282533,7.68470469127574
"45","40505",1543,1522,863,292,243,300,2.0109273143758,6.41745770816713,11.6845919721872,1.7608928330651e-07,0.000144760459282533,7.85574889428734
"46","46199",908,910,1043,93,52,119,3.35693366849973,5.34704420428434,11.5511158554057,1.97745283164082e-07,0.000144760459282533,7.75854239074567
"47","51632",302,301,216,79,72,51,1.83767928335944,4.27491782584534,11.5162132285135,2.03873609173568e-07,0.000144760459282533,7.72692141839048
"48","52786",47,33,31,330,668,316,-3.6629575057081,4.15129371118646,-11.6043313187753,1.88783028012618e-07,0.000144760459282533,7.75281679580184
"49","55925",93,59,40,424,728,348,-3.12379641780248,4.61669477022782,-11.3578349345717,2.34393552413025e-07,0.000158784889363223,7.58880932104084
"50","30245",91,72,84,649,1218,460,-3.30959609195236,5.12880126760741,-11.296050586612,2.47614967215205e-07,0.000160959866824332,7.53592991764766
