"","ID","N.1","N.2","N.3","P.1","P.2","P.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","21853",750,708,521,114,139,107,2.26399516199186,5.33225989006247,18.1367917615907,1.86858047488583e-09,3.10128301416802e-05,12.2281332976414
"2","24862",140,137,86,1298,1677,2291,-4.01634415910626,6.02072198670178,-18.4552274387856,1.55578407984183e-09,3.10128301416802e-05,12.3831337688718
"3","52628",64,55,41,980,1549,2011,-4.94795762769553,5.3208141798875,-16.9404730929819,3.82497136182902e-09,4.23220331281842e-05,11.3710846957053
"4","13738",2635,2571,1207,39,15,12,6.50252937035733,4.84451363015743,15.7209035613911,8.34913234886734e-09,4.64899962856226e-05,10.1054531023175
"5","23446",1657,1459,992,136,128,200,2.96845231327711,6.02366678381699,14.8622945966105,1.49695907515756e-08,4.64899962856226e-05,10.2924860958407
"6","2363",55,51,36,311,484,287,-3.0705596417452,4.21279765841415,-14.697262870378,1.68066504617543e-08,4.64899962856226e-05,10.0323549549018
"7","37162",117,127,107,938,1845,845,-3.45930638804113,5.71698646305009,-15.1619054133751,1.21684263637397e-08,4.64899962856226e-05,10.4778676946041
"8","38199",1529,1551,1067,5702,6112,4056,-2.11258990566988,8.58574063589768,-14.9257441431976,1.43224672370583e-08,4.64899962856226e-05,10.3412539034368
"9","38962",291,447,318,3162,3255,5402,-3.64169945953125,7.37305929846673,-15.3547076547398,1.06706892709512e-08,4.64899962856226e-05,10.6292496655372
"10","45293",473,557,334,2877,4351,2179,-2.93488765552654,7.38312923950183,-15.7513131049072,8.18269429360904e-09,4.64899962856226e-05,10.8858788645255
"11","7061",56,48,39,508,784,383,-3.66474071752646,4.52464576081812,-14.7397227507499,1.63116607150536e-08,4.64899962856226e-05,10.0627628499379
"12","7794",92,75,53,1065,1606,2440,-4.6503988564284,5.61773666828185,-15.2314203393351,1.16035680512664e-08,4.64899962856226e-05,10.4630788320187
"13","29276",1714,1593,1171,155,169,256,2.78909863932205,6.24993493737523,14.162264009397,2.46638738846917e-08,4.88494246005937e-05,9.81218316497345
"14","37161",146,150,122,951,1925,868,-3.24732960088698,5.86127656779444,-14.4016256643975,2.07413755328628e-08,4.88494246005937e-05,9.97468456306934
"15","40200",314,256,213,1637,3069,1388,-3.0646980536882,6.66223128892349,-14.3778388412847,2.10990065284393e-08,4.88494246005937e-05,9.96680717573432
"16","40201",194,189,139,936,1545,739,-2.74232681601427,5.92073113316459,-14.1427368919468,2.50177808703408e-08,4.88494246005937e-05,9.79751529277401
"17","41345",980,845,476,88,76,94,2.91938770670188,5.17996477155159,14.1856892544354,2.4246485552368e-08,4.88494246005937e-05,9.7987413091921
"18","30246",169,111,116,1135,2127,908,-3.50256978435718,5.88946854383767,-13.8083565789846,3.20198547307827e-08,5.90481698852e-05,9.55091056614607
"19","39744",280,302,237,58,52,58,2.09881827472028,4.15909876610379,13.6982369813212,3.47717090008146e-08,6.07480057143704e-05,9.40439467812753
"20","36758",376,331,285,29,31,51,3.01876828871696,3.97805453233218,13.588868065246,3.7761205967565e-08,6.26722735443677e-05,9.22359548194487
"21","12963",742,818,525,151,98,102,2.39576445942073,5.33842072039333,13.3189786157179,4.6404234705822e-08,6.6971398557611e-05,9.18706929345571
