"","ID","N.1","N.2","N.3","P.1","P.2","P.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","11095",7,3,4,14,12,11,-1.30597826825377,0.190792550644749,-3.09942530056635,0.0164097043315402,0.999966822724548,-4.54295286179556
"2","11846",72,54,57,101,97,78,-0.542438390554352,3.4326760148939,-3.42643929637417,0.0103222512562826,0.999966822724548,-4.25111111007748
"3","11944",11,13,11,0,7,0,3.32248923036838,-0.842652057718873,3.53596806318016,0.00886634022685522,0.999966822724548,-4.55880915742157
"4","12173",13,13,11,27,31,22,-1.03269515025676,1.41983588958982,-3.42780328224686,0.0103026196450169,0.999966822724548,-4.47577971796307
"5","12928",28,25,19,15,8,10,1.15740895618724,1.2433132988692,3.44821692570405,0.0100135396946285,0.999966822724548,-4.48716568744411
"6","13901",101,81,65,70,48,41,0.681389554002667,3.23286272378122,3.36029590691425,0.0113239909659864,0.999966822724548,-4.28577474573606
"7","15295",107,70,74,65,48,58,0.596720915537991,3.30763315492652,3.06261341197056,0.017303477235657,0.999966822724548,-4.30531117327607
"8","17423",16,10,15,8,4,1,1.8258569054672,0.0780739732897743,3.15548604605737,0.0151412571929124,0.999966822724548,-4.54740857116121
"9","18489",103,79,88,80,64,51,0.519551710925548,3.45630096123142,3.19327051282608,0.0143452895308832,0.999966822724548,-4.27135386198458
"10","19446",398,306,263,274,167,123,0.874931831072595,5.10201180484237,4.00779053051042,0.00469804254104768,0.999966822724548,-4.04242712849652
"11","19555",25,25,20,49,39,53,-0.93485754867621,2.26869878116995,-3.34407223564451,0.011585252167766,0.999966822724548,-4.40713202874277
"12","19594",71,50,50,10,40,8,1.94437950649287,2.08851836883274,3.97152921336123,0.00492729219448228,0.999966822724548,-4.41573793454558
"13","19721",42,35,29,26,18,19,0.78582060477989,1.98329046464323,3.1495996661101,0.0152694216867932,0.999966822724548,-4.44087429790248
"14","20530",78,74,57,58,34,37,0.750670161203548,2.96702880515939,3.27264766844082,0.012814412661154,0.999966822724548,-4.32935281066302
"15","20754",144,111,109,178,170,169,-0.465933546498544,4.38072465700209,-3.09083094966941,0.0166139071968924,0.999966822724548,-4.18807136662673
"16","21387",24,20,23,38,46,45,-0.865796572834613,2.17929605603555,-3.10839685376742,0.0161993708810097,0.999966822724548,-4.42847539514315
"17","2156",29,18,18,13,7,8,1.23413025916331,1.04766272724047,3.54393272466588,0.00876943241405657,0.999966822724548,-4.49669919452214
"18","23710",302,303,205,247,142,117,0.769211562260178,4.89785733941402,3.19099524876184,0.014391940183932,0.999966822724548,-4.15345245885828
"19","25242",6,3,6,14,14,12,-1.32178521606355,0.300539697028401,-3.15631854114345,0.0151232235447507,0.999966822724548,-4.53859279744742
"20","26975",63,62,60,48,40,22,0.822362897179995,2.75668896565184,3.28854611225303,0.0125292553566932,0.999966822724548,-4.35511557271182
"21","27462",28,25,27,14,17,13,0.897629542370583,1.54400203794961,3.14409656995327,0.0153902819997664,0.999966822724548,-4.47550531835835
"22","2773",89,61,93,127,192,121,-0.796052684657208,3.9527151603898,-3.09193276270489,0.0165875783601531,0.999966822724548,-4.23262102598832
"23","29487",85,65,79,0,80,1,4.40261977863642,1.31920391572404,3.36345495948686,0.0112738547650151,0.999966822724548,-4.5315386779788
"24","3084",3,2,5,11,12,9,-1.56993927235765,-0.126792343556944,-3.17004999276263,0.014829036102224,0.999966822724548,-4.55109874485168
"25","30876",11,11,7,1,3,3,2.01664690122914,-0.43518791727339,3.31304598544643,0.0121029884326045,0.999966822724548,-4.55721769863054
"26","31123",83,73,60,152,120,171,-0.975078041907314,3.88750750887313,-4.14652061983537,0.00392232449821836,0.999966822724548,-4.12961914262357
"27","3203",33,22,25,10,12,13,1.23159538125004,1.37610239787944,3.8693847463919,0.00564094210435412,0.999966822724548,-4.46640337048807
"28","32779",115,40,43,145,121,96,-0.936134586304981,3.59531217795538,-3.08418305547961,0.0167737059366544,0.999966822724548,-4.27822241532367
"29","32786",107,39,38,132,106,99,-0.94365962089595,3.49585476208038,-3.11232770407145,0.0161081152771925,0.999966822724548,-4.28684491588705
"30","34921",1,0,3,9,9,19,-3.02456127885886,-0.765206614611845,-3.50288469021472,0.0092813627196689,0.999966822724548,-4.5591506504516
"31","36184",93,83,79,131,147,112,-0.560046395460252,3.92265644603422,-3.35305595890844,0.0114397946322234,0.999966822724548,-4.1958772359578
"32","36744",3,2,6,12,12,10,-1.58107331095342,-0.0425103031308305,-3.13338071024676,0.0156285466653383,0.999966822724548,-4.54966139879314
"33","38196",37,32,31,23,10,20,1.02403108577361,1.79468505831658,3.01656329955383,0.018494573864711,0.999966822724548,-4.46492468219006
"34","38828",27,44,50,16,11,7,1.78318129967013,1.60422282367793,3.5710403547573,0.00844804758418219,0.999966822724548,-4.46931460492761
"35","40487",31,31,35,70,72,74,-1.10082582790726,2.81302026219686,-4.56104454524689,0.00232702593750928,0.999966822724548,-4.27872434056226
"36","40574",20,22,22,42,52,38,-0.980923092622708,2.16114447259615,-3.56079855141904,0.00856795944650427,0.999966822724548,-4.40660643634724
"37","41113",23,16,25,38,44,50,-0.97127964608426,2.15122090187024,-3.05538319160104,0.0174849934862334,0.999966822724548,-4.435548440777
"38","42521",127,80,91,89,64,56,0.55325198448788,3.56522963202683,3.12029544616692,0.015924808546792,0.999966822724548,-4.26656426280657
"39","42924",17,12,12,6,5,6,1.25375092155758,0.418748682535774,3.27485429031452,0.0127744242986221,0.999966822724548,-4.53127487351329
"40","44217",153,106,137,119,91,71,0.546150400266695,3.98528598347533,3.20657588023838,0.014075681984872,0.999966822724548,-4.2062442660653
