"","ID","N.1","N.2","N.3","P.1","P.2","P.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","11672",26,20,20,42,40,35,-0.744259528426307,2.09619969435452,-3.10026633910257,0.0166217786756351,0.999986292006839,-4.43638875730624
"2","16184",65,43,51,108,72,86,-0.676568073620307,3.29569020307771,-3.77086296449003,0.00657041420235775,0.999986292006839,-4.24624543199109
"3","18554",78,60,89,141,125,177,-0.910549272688763,3.92006040306765,-3.92494837704951,0.00535715143843627,0.999986292006839,-4.14742906177884
"4","19095",8,9,6,2,0,3,2.3576097406445,-0.933283544403211,3.22075274248291,0.0140054167856832,0.999986292006839,-4.56464218419499
"5","19338",25,14,14,38,33,30,-0.86735370975097,1.81453100745716,-3.16214393645771,0.0152187146317422,0.999986292006839,-4.45730440787285
"6","20135",159,155,133,137,97,103,0.476878048646998,4.21636167317412,3.12275151115641,0.0160966746009308,0.999986292006839,-4.19750129479207
"7","20894",283,285,178,128,73,197,1.03954869660059,4.64175391753827,3.23178804535471,0.0137887163959009,0.999986292006839,-4.16548971250052
"8","2112",273,144,201,384,336,321,-0.732796177311647,5.24502029792034,-3.65792891218791,0.00764790108930155,0.999986292006839,-4.09100488578174
"9","21455",9,2,3,19,12,17,-1.78684691440138,0.278489599961873,-3.55526315962694,0.00879420635143219,0.999986292006839,-4.53591224146747
"10","22624",394,273,420,601,548,914,-0.847801795791814,6.13983904069832,-3.18210413373802,0.0147934058175806,0.999986292006839,-4.1859110327151
"11","22691",29,8,8,37,37,42,-1.45543710886428,1.69329711546546,-3.43975604651722,0.0103091209942904,0.999986292006839,-4.46457926450043
"12","22842",216,146,154,302,216,264,-0.542520305292253,4.9176278666428,-3.88012710448269,0.00568283759103588,0.999986292006839,-4.06010131735996
"13","23294",23,22,22,13,7,13,1.07391120938098,1.19835771467887,3.27723879317339,0.0129331595609605,0.999986292006839,-4.49514680536146
"14","235",74,61,48,111,80,87,-0.540659946106542,3.42996823360942,-3.2072180122991,0.0142761628492686,0.999986292006839,-4.27843703292824
"15","24255",6,3,7,28,24,16,-1.96485025128455,0.690310809541061,-4.13712571899976,0.00406790760465584,0.999986292006839,-4.51286102781008
"16","28455",257,213,209,188,146,183,0.458113274467268,4.82755446328755,3.45466971519126,0.0100986532858279,0.999986292006839,-4.11391746396876
"17","2974",348,280,291,275,161,240,0.534677977215212,5.2251002450856,3.29239228760721,0.0126606504766511,0.999986292006839,-4.1381317229153
"18","29891",1050,682,571,545,246,549,0.889003109907085,6.33069931802437,3.13370920181297,0.0158471810845171,0.999986292006839,-4.19999688746126
"19","30233",763,281,555,1164,1137,1033,-1.11551690409289,6.73612877194611,-3.48013183181315,0.00974990827428613,0.999986292006839,-4.16741813056612
"20","31529",60,41,112,186,210,184,-1.52332169491764,4.02184245883689,-4.17776325304024,0.00386194517232298,0.999986292006839,-4.13913543702511
"21","32038",424,189,337,688,709,509,-1.00739795559831,5.97008569530407,-3.41332183118255,0.0106938234144147,0.999986292006839,-4.14729010790621
"22","33643",174,130,124,113,93,117,0.462022590558089,4.15335611539865,3.16548745236361,0.0151465747723976,0.999986292006839,-4.19669219894931
"23","34488",120,76,87,147,129,139,-0.503510995229883,4.03369577972011,-3.1294400650119,0.0159438926720418,0.999986292006839,-4.21611904770543
"24","35209",120,69,120,167,225,261,-1.03591987625912,4.40259557230527,-3.37839071394553,0.0112259594982513,0.999986292006839,-4.16320082104777
"25","35586",50,48,41,90,101,87,-0.924022612574536,3.24745705269788,-4.23185475241108,0.00360526529021453,0.999986292006839,-4.22707767577554
"26","35662",296,216,172,176,104,179,0.638599243335451,4.71574554065235,3.18751673438813,0.0146802663359713,0.999986292006839,-4.15985047196118
"27","36372",113,93,91,146,147,182,-0.608794263518029,4.1725681802837,-3.35463802312027,0.0116039642833962,0.999986292006839,-4.17360724281348
"28","37004",25,13,18,45,31,31,-0.871741104927059,1.88905105679387,-3.11974091742513,0.0161659498129602,0.999986292006839,-4.45343956715022
"29","37669",484,304,439,651,570,723,-0.621974587104347,6.19801832060902,-3.09981486355843,0.0166325063574274,0.999986292006839,-4.19998450833244
"30","3805",137,109,130,195,162,194,-0.491245990943928,4.4500189264322,-3.16609978600154,0.0151334024557921,0.999986292006839,-4.17565907479808
"31","39649",66,59,45,43,33,28,0.769841599571582,2.67250053054664,3.46656758811636,0.00993405370587205,0.999986292006839,-4.35356387693383
"32","39942",396,305,340,548,469,558,-0.537963330971977,5.93877414764597,-3.64586936280301,0.00777378579126171,0.999986292006839,-4.11417101691406
"33","40020",55,56,44,35,24,39,0.725891552740095,2.56562526922157,3.10986855513868,0.0163953456288843,0.999986292006839,-4.39048117674028
"34","40112",16,9,8,25,27,25,-1.14201660473992,1.29019675255346,-3.40948354582447,0.0107509507883826,0.999986292006839,-4.48778202717176
"35","43615",116,106,81,157,131,152,-0.482355026665196,4.12893366717363,-3.14512688590076,0.0155915763138879,0.999986292006839,-4.20424364446276
"36","44603",92,141,65,188,205,181,-0.953834077487818,4.28164823060542,-3.27967676812094,0.0128888975383146,0.999986292006839,-4.18323477988844
"37","45471",63,50,53,103,70,82,-0.548397096844095,3.30381822064497,-3.28057818537595,0.0128725730571759,0.999986292006839,-4.2870272835592
"38","45811",14,22,18,39,33,37,-0.982887925393402,1.89886028833628,-3.19972230284811,0.014428498388205,0.999986292006839,-4.44954714486873
"39","46321",66,44,42,28,27,35,0.812381908578528,2.48993154893335,3.44881109188859,0.0101807773448496,0.999986292006839,-4.37622186662111
"40","4737",9,13,8,3,2,4,1.63690057091708,-0.22922141349243,3.12667382477004,0.0160068924867049,0.999986292006839,-4.55424808344981
"41","487",8,2,8,27,30,16,-1.99319984643657,0.748088431939132,-3.41889759798312,0.0106114151568213,0.999986292006839,-4.52346206092781
"42","50313",61,23,51,85,122,192,-1.49518319822978,3.3936657695786,-3.1653836282315,0.0151488094105245,0.999986292006839,-4.31309470234788
"43","577",31,14,19,45,48,37,-0.970651832305963,2.11539582569537,-3.1495434946644,0.0154938804007849,0.999986292006839,-4.43502609437477
"44","6590",167,140,123,122,86,112,0.489468099163696,4.14850730646797,3.44606755851369,0.0102194813824655,0.999986292006839,-4.15946779361503
"45","6910",5,7,7,20,13,17,-1.30366070558936,0.625020162896934,-3.31189584146143,0.0123189044149682,0.999986292006839,-4.52393181347215
"46","7092",22,23,21,46,34,42,-0.81498516800156,2.12749442508901,-3.47235910116063,0.00985497633108949,0.999986292006839,-4.41404633944948
"47","7153",48,55,57,100,106,96,-0.862893960208227,3.4088704586592,-3.68388451895912,0.0073843651656865,0.999986292006839,-4.24118949603209
"48","8749",28,5,26,96,88,67,-2.27365658327568,2.39871765259465,-4.39514334640863,0.00293712780294959,0.999986292006839,-4.38599581504831
"49","9127",92,140,104,198,209,199,-0.822516282132256,4.43206652061392,-3.22764341988011,0.0138696826386066,0.999986292006839,-4.17494896660069
"50","9337",4,5,7,22,11,15,-1.47788478322807,0.456840703710407,-3.26812272997507,0.013100106637653,0.999986292006839,-4.53210838647292
