"","ID","S1.1","S1.2","S1.3","S3.1","S3.2","S3.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","15516",0.589143754195302,0.589143754195302,0.589143754195302,1.18909937512542,1.22400387229226,1.41575507942515,-0.694462128939433,3.7841997063996,-10.545456608856,5.21062491518625e-05,0.153129549787022,2.307806800229
"2","19703",0.589143754195302,0.589143754195302,0.589143754195302,1.26095841560305,1.37886617684437,1.15109514296531,-0.685679727780287,3.77915238249974,-10.5084292494169,5.31363016878977e-05,0.153129549787022,2.25914257529201
"3","20277",0.589143754195302,0.589143754195302,0.589143754195302,1.22756064541753,1.22400387229226,1.49460501620889,-0.724625492153711,3.79931172314063,-10.823081635637,4.50819862170451e-05,0.153129549787022,2.51872435195506
"4","21932",0.589143754195302,0.589143754195302,0.589143754195302,1.26095841560305,1.22400387229226,1.25835353184799,-0.675525014244331,3.7736028175104,-11.6253282158617,3.02191582391504e-05,0.153129549787022,2.59065298674324
"5","28735",0.589143754195302,0.589143754195302,0.589143754195302,1.22756064541753,1.47348920113332,1.29870890774358,-0.737904822478372,3.8069524322853,-11.9212458901654,2.6241958829887e-05,0.153129549787022,2.96848398443733
"6","30606",0.589143754195302,0.589143754195302,0.589143754195302,1.29046963193273,1.22400387229226,1.33349969023048,-0.703686624339765,3.787661495037,-12.4918634910673,2.01707178763541e-05,0.153129549787022,2.96742568526216
"7","3119",0.589143754195302,0.589143754195302,0.589143754195302,1.18909937512542,1.31314427385561,1.18245282591012,-0.656985776219129,3.76509697882849,-10.2067268879915,6.24738899130488e-05,0.153129549787022,2.0547012827202
"8","31594",0.589143754195302,0.589143754195302,0.589143754195302,1.29046963193273,1.43075801825042,1.46798593796888,-0.78774505322013,3.83191553464947,-15.2602977369787,6.48654915813546e-06,0.153129549787022,4.18240978796232
"9","3194",0.589143754195302,0.589143754195302,0.589143754195302,1.22756064541753,1.37886617684437,1.23548328875734,-0.6992028675847,3.78653400458741,-11.5280329001258,3.16774052582098e-05,0.153129549787022,2.66647881436525
"10","33973",0.589143754195302,0.589143754195302,0.589143754195302,1.18909937512542,1.22400387229226,1.25835353184799,-0.654406772688401,3.76358504553648,-10.5840708298238,5.10567252381675e-05,0.153129549787022,2.17907074957109
"11","34903",0.589143754195302,0.589143754195302,0.589143754195302,1.26095841560305,1.22400387229226,1.27933344049695,-0.681102888672396,3.77645477183764,-11.7957746928422,2.78488500747045e-05,0.153129549787022,2.66554791501143
"12","38111",0.589143754195302,0.589143754195302,0.589143754195302,1.18909937512542,1.22400387229226,1.34924108028724,-0.678001249125963,3.7757030707628,-10.7493669304036,4.68333552979458e-05,0.153129549787022,2.32157598337155
"13","38440",0.589143754195302,0.589143754195302,0.589143754195302,1.18909937512542,1.5097039853523,1.31670440936241,-0.739119144086123,3.80830480221938,-10.8528785726561,4.43957753613579e-05,0.153129549787022,2.59385523397859
