"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40074",83,34,67,109,101,121,124,128,277,301,234,171,-1.20140988439434,3.99460870322739,-5.59754002752952,7.17580431992297e-05,0.0364625787039755,1.89933955615216
"2","GB40095",83,58,104,112,154,149,127,177,452,430,314,326,-1.35359503618155,4.44533604878731,-7.21833217637375,5.07472049728331e-06,0.0364625787039755,4.3510575824185
"3","GB41310",4121,5004,3198,6358,5405,7346,4351,7140,13714,14972,10376,12522,-0.880963910151664,9.80519291711667,-5.22227174346744,0.000139516778173358,0.0364625787039755,1.24683459554501
"4","GB41625",534,531,464,638,898,1308,443,1681,2220,3430,2270,2532,-1.32077643546177,7.1392741547401,-6.02190983010752,3.46325078121112e-05,0.0364625787039755,2.57906905742739
"5","GB41730",29,10,8,45,26,49,36,50,108,171,83,153,-1.84481457620285,2.52439810877263,-5.60669366787092,7.06206584621194e-05,0.0364625787039755,1.76549007729687
"6","GB41786",259,121,277,208,232,273,193,465,761,812,781,606,-1.25452800401143,5.47176525295778,-5.84500859913452,4.67791066203717e-05,0.0364625787039755,2.30991295658342
"7","GB42111",219,252,167,203,270,315,71,116,146,182,202,159,0.796691789474517,4.52447406297502,6.0444412070208,3.33418372266553e-05,0.0364625787039755,2.62804454549566
"8","GB42150",722,354,609,684,814,912,719,1389,1161,2431,1499,1377,-0.986114805331258,6.90557293282895,-5.68438051676553,6.1694209508712e-05,0.0364625787039755,2.04565616981852
"9","GB42535",5,1,2,4,5,7,7,10,14,18,11,12,-1.52924446293853,-0.181294912178727,-5.18132556132805,0.000150187434886779,0.0364625787039755,0.478982866206142
"10","GB44118",69,39,124,78,85,75,68,158,199,239,206,232,-1.20714860973591,3.85191796895753,-5.33783894424004,0.00011345289571669,0.0364625787039755,1.47224448539801
"11","GB44214",251,251,136,361,385,348,252,347,668,894,808,606,-0.92576168940672,5.62308909318339,-5.38523037327213,0.00010428282719787,0.0364625787039755,1.54691918122323
"12","GB45151",1117,813,888,1394,1685,2214,873,2609,2867,4568,2838,3422,-0.959867940184177,7.85245226436685,-5.69619661753483,6.04435376938309e-05,0.0364625787039755,2.05093407983217
"13","GB45732",187,148,225,178,306,364,170,368,623,898,469,518,-0.960210824390815,5.34559415569649,-5.50989192825783,8.36691105731354e-05,0.0364625787039755,1.75670741984673
"14","GB46144",28,19,25,48,35,51,32,63,120,199,80,92,-1.35961308726658,2.75343285614193,-5.68582640269218,6.15397273153107e-05,0.0364625787039755,1.93557605615101
