"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40392",221,88,184,277,188,261,73,131,26,56,195,101,0.993109755405183,3.99521331833307,3.5526203775224,0.00323957349813694,0.999659991142464,-3.99736868714736
"2","GB40536",30,25,21,27,27,37,7,14,2,6,18,13,1.37082235956057,0.996698076857036,4.15711018976944,0.000992334389747936,0.999659991142464,-4.33407136835747
"3","GB40671",20,9,33,35,11,76,41,53,26,50,32,81,-0.979484278215149,2.07198592067018,-2.94611131924593,0.0107424982675685,0.999659991142464,-4.34154071150952
"4","GB40996",36,21,26,63,45,74,23,122,37,113,71,130,-1.01119257321366,2.76515500136162,-2.87503987976571,0.0123547233084288,0.999659991142464,-4.28561946685121
"5","GB41336",8,4,11,18,8,35,1,9,1,8,1,9,1.51520518248801,-0.253862533801633,2.91628146482625,0.0113922751997084,0.999659991142464,-4.47809258058356
"6","GB41863",132,95,286,348,185,371,266,196,165,435,356,448,-0.651774172290415,4.98294370083365,-3.14767556189273,0.00721598244130745,0.999659991142464,-3.98024837825389
"7","GB42359",38,18,33,35,16,49,13,25,7,22,10,20,0.775486532192612,1.44413200151168,2.73087718430969,0.0163874521974409,0.999659991142464,-4.41508097680744
"8","GB42653",224,280,454,506,294,610,450,362,180,739,670,810,-0.563060768016483,5.74950247401941,-2.86787721988104,0.012529831578868,0.999659991142464,-4.06764466614687
"9","GB43516",406,310,252,515,170,454,68,154,17,27,294,199,1.70597785334773,4.39063594240451,3.52799177572889,0.00340101140295508,0.999659991142464,-3.99078117380175
"10","GB43657",7,4,14,10,8,17,20,12,8,23,12,19,-0.829433005863436,0.625367439004669,-2.81985147238531,0.0137684548218836,0.999659991142464,-4.45211585250174
"11","GB44014",48,42,78,89,36,82,47,166,37,102,104,105,-0.709742414517053,3.168142438562,-3.0830571820632,0.00819909083494615,0.999659991142464,-4.19951390810551
"12","GB44041",24,7,9,10,16,37,15,40,31,46,20,75,-1.35569492800542,1.5191109230474,-3.01512514463389,0.00937598533692503,0.999659991142464,-4.38088151423298
"13","GB44222",624,238,910,1110,683,1121,1169,818,438,1149,1099,1286,-0.651963225927269,6.69261340002947,-2.81048669096798,0.0140235893137112,0.999659991142464,-4.13786505753857
"14","GB44384",88,99,76,113,91,106,57,106,11,40,36,50,0.914301214111653,3.0098378941508,2.78651600632857,0.0146979041090859,0.999659991142464,-4.28002239886472
"15","GB44501",1641,714,1730,2308,1548,3366,2239,1723,1044,3450,2889,3304,-0.617968243250259,7.97007637157697,-2.9346880190074,0.0109868995699786,0.999659991142464,-4.17445963128177
"16","GB44560",1327,637,1573,1851,1421,2809,1802,1310,1292,2291,2434,2410,-0.566704427112492,7.71969849668283,-2.79477111044752,0.0144621775161062,0.999659991142464,-4.19538910726532
"17","GB44647",203,158,273,360,201,453,209,316,160,507,322,469,-0.453780717988991,5.16438338956069,-2.90408667797877,0.0116689157187207,0.999659991142464,-4.0461974266804
"18","GB45141",1012,967,1377,1255,1189,2663,911,1538,1101,3509,2137,3057,-0.652411676275785,7.62902848432842,-2.73688711269308,0.0161961993072817,0.999659991142464,-4.20517805411699
"19","GB45211",4790,5074,9633,9039,5653,8217,9666,7657,4712,11005,10367,11659,-0.57881951323869,9.94889782915138,-3.38870653482049,0.00447905565921113,0.999659991142464,-4.18700818845613
