"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40038",1,2,3,0,5,12,6,14,12,14,17,10,-1.66046577335112,-0.234232057053456,-3.35522846773637,0.00480030921242918,0.659978336470815,-4.22440202837051
"2","GB40151",147,332,317,128,134,254,305,645,383,413,335,274,-0.430088865598684,5.34214885854289,-3.57969225372618,0.00308194709877867,0.659978336470815,-2.82873317316948
"3","GB40639",54,98,262,67,58,168,435,522,447,527,329,110,-1.32507455562863,4.77972025097511,-4.06671079838952,0.00118808030963436,0.659978336470815,-2.68545344462137
"4","GB40945",393,615,968,251,390,667,817,1372,1076,1122,1179,812,-0.617497283808041,6.72783045921831,-3.91947636297324,0.00158225063174346,0.659978336470815,-2.78506766859348
"5","GB41061",10,27,26,8,14,25,33,89,51,40,34,31,-0.884319029796717,1.99761252488914,-4.06125671847983,0.00120071949144438,0.659978336470815,-3.64089624341445
"6","GB41064",6,27,18,20,20,13,69,298,89,67,60,36,-1.96046609848032,2.41340961037817,-4.46124590087925,0.000556673835209418,0.659978336470815,-3.44976733280932
"7","GB41065",224,562,456,391,380,351,1173,3310,1413,1027,906,671,-1.19887832164,6.64894990243153,-4.73659489534762,0.000331191328275736,0.659978336470815,-2.35163797696165
"8","GB41757",83,175,86,78,75,202,63,90,41,116,89,43,1.08455773252421,3.65940020006327,3.87537228321457,0.00172459324262535,0.659978336470815,-3.07673337480774
"9","GB42738",60,218,158,86,67,202,248,585,260,258,257,224,-0.798619623300759,4.74754375018571,-4.27441549776597,0.000795586492617233,0.659978336470815,-2.49764294565368
"10","GB43204",36,49,42,42,37,100,34,32,39,41,35,27,0.912365331518072,2.58737303055463,3.47628787166784,0.00377928993943331,0.659978336470815,-3.62414420365997
"11","GB43716",425,1842,2311,676,785,1504,1646,8999,3629,2677,2831,1538,-1.0060487992406,8.01725707824771,-3.6828307009601,0.00251562653387821,0.659978336470815,-3.20664912779843
"12","GB44143",98,313,657,137,170,359,559,1491,651,522,802,434,-1.03423037512442,5.87756908444761,-4.17253920176975,0.000968042381701688,0.659978336470815,-2.51030737488649
"13","GB44601",29,37,38,32,26,32,13,29,28,33,19,20,0.881178006385403,2.01001599934888,3.77422335109604,0.0021023290500406,0.659978336470815,-3.69408570343998
"14","GB44888",100,264,187,123,151,125,251,518,313,324,302,231,-0.62062045695138,4.99370846615937,-3.52098516610679,0.00346019314674083,0.659978336470815,-2.90940764135837
"15","GB45210",71,194,220,83,125,226,145,141,168,120,89,104,0.665426680270023,4.27889782313966,3.5467609719295,0.00328866913338907,0.659978336470815,-3.02056479918427
"16","GB45213",24,50,42,26,22,54,23,35,28,28,29,22,0.793560694421087,2.18372549460529,4.73433771851725,0.000332592164250899,0.659978336470815,-3.37120200335666
"17","GB46294",0,84,14,1,3,16,24,116,72,57,42,46,-2.38306661696808,1.4115200418256,-3.52844421926482,0.00340964970167122,0.659978336470815,-4.00689315482722
"18","GB46785",145,244,388,153,162,368,170,266,240,215,247,175,0.521097641963805,5.01514506082908,3.97241737075368,0.00142708343729017,0.659978336470815,-2.55320213818044
"19","GB46914",1073,1424,1068,919,1053,1394,938,1440,1009,1331,1008,741,0.615174912990136,7.33032340400718,3.35351059013925,0.00481663483041593,0.659978336470815,-3.24709970864908
"20","GB48086",90,243,278,158,143,267,97,175,140,177,220,136,0.733844085772428,4.61848109259495,4.43687703988438,0.000583094228478973,0.659978336470815,-2.36907556016337
"21","GB48124",121,511,464,210,177,315,471,1159,673,569,506,354,-0.650743704850091,5.84392972600772,-3.61808883264055,0.00285741948508765,0.659978336470815,-2.83342657132688
"22","GB48317",53,128,151,53,66,109,148,296,190,169,196,133,-0.606110970772692,4.20297526265665,-4.74657976032428,0.000325067415939592,0.659978336470815,-2.42618493231626
"23","GB48433",14,29,46,25,15,41,17,23,23,25,20,22,0.756205314872515,1.81929656282566,3.42401170815976,0.00419029201164669,0.659978336470815,-3.84665797001776
"24","GB48926",108,248,291,141,132,242,282,489,322,326,310,258,-0.373721397034503,5.15550110793738,-3.50100480232292,0.00359933541372598,0.659978336470815,-2.89247447475891
"25","GB49016",9,11,34,18,23,23,28,127,69,50,59,56,-1.30528950088566,2.27565511490589,-3.98592835444513,0.00139003028118243,0.659978336470815,-3.58908404386525
"26","GB49017",22,60,152,79,126,111,207,389,344,225,246,342,-1.40547404990366,4.45526472515172,-4.45179481992589,0.000566771068744342,0.659978336470815,-2.57059636244673
"27","GB49166",11,48,64,16,32,45,138,119,119,115,74,35,-1.04970591516395,2.96960189508602,-3.37420968778959,0.00462357564858835,0.659978336470815,-3.58383413466827
"28","GB49838",6,14,13,7,10,16,3,6,5,9,13,5,1.1667566367419,0.323017241470325,3.83091721864704,0.00188128535556965,0.659978336470815,-4.08149442629269
"29","GB49928",21,25,33,21,14,18,37,81,49,40,55,50,-0.81481767048452,2.2873069058974,-3.39017812696948,0.00447995928618463,0.659978336470815,-3.7566266509177
"30","GB50700",188,314,972,372,496,611,1225,3051,1784,1263,893,640,-1.10316447915451,6.78241839009414,-3.56329130105455,0.00318320886740488,0.659978336470815,-3.03154139302894
"31","GB51480",282,499,587,319,321,595,329,423,453,449,325,211,0.692800051701081,5.81329481756174,5.31960591656192,0.00011375635050021,0.659978336470815,-1.75044429112472
"32","GB51597",168,302,434,234,195,497,197,281,293,292,294,243,0.556793509360804,5.32629708378633,3.6404052732086,0.00273459533388585,0.659978336470815,-2.75436646472025
"33","GB52464",353,465,390,326,280,463,309,459,372,405,350,204,0.612573826206793,5.70983557164159,3.72880199106006,0.00229833890212385,0.659978336470815,-2.69673514557585
"34","GB52466",1956,2899,3522,1839,2457,3903,2120,3465,2621,2988,2504,1447,0.605509189488698,8.54554628622784,3.95423751586404,0.00147853696041591,0.659978336470815,-3.17951063311295
"35","GB52467",5302,7168,6007,4191,5046,7015,4187,7192,5542,7048,4801,3323,0.637019434664548,9.63535530655781,3.4240773565396,0.00418974865524673,0.659978336470815,-3.60721626033561
"36","GB53412",281,1045,792,274,300,610,927,2924,1580,1148,1162,518,-0.86489190670686,6.79474030216777,-3.72888738985067,0.00229795348704041,0.659978336470815,-2.92281366395137
"37","GB53539",159,279,329,213,167,342,173,241,322,244,263,164,0.509813482548625,5.09743877315539,3.54193715361788,0.00332010364956001,0.659978336470815,-2.84331602020374
"38","GB53708",262,622,572,250,273,389,639,1445,617,807,679,503,-0.530495961813386,6.25571228625955,-3.47605478126586,0.00378102941344173,0.659978336470815,-2.97559789577808
"39","GB53711",47,148,116,53,52,79,144,436,170,139,204,112,-0.795970846702954,4.09825258130546,-3.45381352015961,0.00395077005712544,0.659978336470815,-3.17533473087037
"40","GB53847",19,57,99,31,38,43,78,162,111,81,89,91,-0.730890847390036,3.25270090235722,-3.43333253609772,0.00411385011047728,0.659978336470815,-3.45595370047654
"41","GB53875",1,8,8,3,5,2,10,27,14,15,19,11,-1.46180210116422,0.244437090577243,-4.19348614244468,0.000929693799047274,0.659978336470815,-4.05241750874372
"42","GB54261",368,631,636,264,416,595,383,542,564,592,427,220,0.56466817866388,6.03681108735313,3.45837634445325,0.00391533333356061,0.659978336470815,-2.9267413521582
"43","GB54625",493,1303,1401,609,579,788,585,869,1011,982,606,467,0.594949119765613,6.79867693318624,3.7606430836964,0.00215908621350238,0.659978336470815,-2.87803121895059
"44","GB54676",343,905,891,403,540,685,848,2049,1237,1246,1030,814,-0.492147719760005,6.91315392209655,-3.7872877699722,0.00204915753819906,0.659978336470815,-2.90348375019942
"45","GB54684",136,291,266,127,154,235,277,697,337,328,377,325,-0.498046319506355,5.29175479085282,-3.56875663471104,0.00314909727491986,0.659978336470815,-2.84249011661301
