"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB53017",209,461,586,737,544,636,312,176,148,245,214,190,1.00035787692969,5.55831037628693,7.80214007302257,2.18587058649918e-06,0.0220816646648147,5.07867294920944
"2","GB42111",71,116,146,182,202,159,279,131,132,233,248,197,-0.751803317973899,4.59709524903894,-7.01343949931114,7.11298153871899e-06,0.0225462070410773,4.00198353749696
"3","GB48161",254,549,710,1370,533,621,263,184,145,204,267,109,1.42871121948966,5.61530036139945,6.86747937282387,8.92742310080272e-06,0.0225462070410773,3.80926666648396
"4","GB50171",91,383,354,409,319,400,127,76,69,79,90,42,1.73392552790327,4.4661750333491,6.9117972738917,8.32981642948758e-06,0.0225462070410773,3.78483000424086
"5","GB41723",99,229,282,277,272,296,136,71,86,84,97,51,1.23007328808139,4.35093477755362,6.5175166289417,1.5573133287992e-05,0.0264184051181803,3.24862450078959
"6","GB48967",227,286,823,737,834,854,306,142,134,227,266,182,1.18997572660039,5.61027146350354,6.41774063593594,1.83061607431461e-05,0.0264184051181803,3.16326162506872
"7","GB50439",297,1015,917,1960,1000,1386,337,272,249,323,310,163,1.55219675073567,6.21648516364336,6.50335439457378,1.59333522648538e-05,0.0264184051181803,3.27338317541651
"8","GB45732",170,368,623,898,469,518,300,126,117,200,254,107,1.13838012574463,5.34963993195018,6.26675573845936,2.34417121405044e-05,0.0296010220054219,2.93625895018808
"9","GB45808",44,42,78,85,61,78,133,69,62,110,119,95,-0.875780128881423,3.50301466841494,-6.08031588242102,3.19513055356862e-05,0.035863565391278,2.51456732854088
"10","GB44155",49,137,151,416,184,186,61,44,39,69,74,52,1.31924282866702,3.7760589475305,5.8069823689574,5.07532930143548e-05,0.0394392127716163,2.13556229164787
"11","GB45151",873,2609,2867,4568,2838,3422,1361,950,562,936,949,662,1.2716339542443,7.7781704235583,5.86543746655073,4.59308320378808e-05,0.0394392127716163,2.24816583584063
"12","GB49567",514,1006,1450,1560,993,1039,714,335,289,587,593,259,1.0223648490792,6.61163987351364,5.80921588472071,5.05596074226125e-05,0.0394392127716163,2.21700460463954
"13","GB53706",59,94,118,153,137,138,183,84,95,181,205,144,-0.611543008459388,4.20620353574863,-5.83671833937714,4.82371190863615e-05,0.0394392127716163,2.24617681668779
"14","GB47502",1400,2401,2888,4636,3717,3215,2315,948,1157,1986,1875,1176,0.677879153499389,8.24415886224436,5.60122452936237,7.23980027976798e-05,0.0487576416174774,1.81886115567777
"15","GB48060",67,92,202,140,105,116,57,32,30,52,51,31,1.19533217139617,3.32967763584935,5.63637657204379,6.81069974953665e-05,0.0487576416174774,1.81452386935782
"16","GB41625",443,1681,2220,3430,2270,2532,916,524,384,566,636,310,1.46216371726515,7.15118233503729,5.47781982499125,8.98391658349613e-05,0.0567222033290487,1.67522038367435
"17","GB40134",3847,6328,9907,11786,7673,8522,5576,2618,2934,4538,4131,2775,0.805610558899136,9.58388417695094,5.43755208278828,9.64384038168002e-05,0.0573071032563127,1.46749746499063
"18","GB40703",195,443,581,999,539,549,344,220,158,275,227,161,0.906210417767837,5.6093456123668,5.26982154341469,0.000129870626004958,0.062473955423909,1.34982983221358
"19","GB44118",68,158,199,239,206,232,123,61,77,60,55,44,1.17385946847267,3.97061875838735,5.29315848719421,0.000124573943407089,0.062473955423909,1.36100308722444
"20","GB45152",1800,4934,5006,6714,4952,5604,2655,1746,1128,1411,1994,1058,1.22960926157058,8.61329130705792,5.31324673770562,0.000120195018483004,0.062473955423909,1.34997715549253
"21","GB51063",827,2616,2627,3420,2692,2757,1296,669,720,812,985,383,1.31207777982611,7.59778535398675,5.32035053038699,0.000118685176641985,0.062473955423909,1.40933745215707
"22","GB41786",193,465,761,812,781,606,388,176,177,171,275,120,1.17946844444662,5.60998948996203,5.15778889366907,0.000158769378773216,0.0641555305746812,1.16175494636985
"23","GB45312",189,388,388,387,545,432,727,347,364,603,758,493,-0.743029088232196,6.01783605754778,-5.19751736162486,0.00014782269025551,0.0641555305746812,1.22832548167871
"24","GB54977",39,39,62,60,70,74,100,58,59,101,108,71,-0.81152320120575,3.30364543358465,-5.16415826532797,0.000156959096695005,0.0641555305746812,1.10659965661615
"25","GB55378",2443,3209,6415,10679,5223,5476,3444,1540,1662,2929,3386,1725,0.848152410496201,8.96047076134755,5.20277650304575,0.000146433643015219,0.0641555305746812,1.15890437019158
"26","GB40095",127,177,452,430,314,326,153,105,144,145,118,96,0.949023653459724,4.7749622038402,4.80168963855415,0.000303988887672407,0.0662141634736673,0.555613945035681
"27","GB40694",80,110,202,218,121,196,80,69,53,80,57,38,1.02915923908551,3.79330225575182,4.7841858744089,0.000313981741897515,0.0662141634736673,0.520907919565884
"28","GB40758",1100,2142,2654,4677,2594,3213,1480,1073,999,1467,1242,963,0.787531579990906,7.98259310838567,4.89888501378118,0.000254191691428538,0.0662141634736673,0.712207385482621
"29","GB41203",6055,6928,10769,11998,8399,8114,4364,3777,2353,2860,3769,2077,1.19984261979008,9.55316969675453,4.76183611039318,0.000327238101093716,0.0662141634736673,0.429338842005063
"30","GB41240",272,558,628,1856,633,470,343,162,241,323,289,175,1.05123076850749,5.83328750279449,4.79999426519791,0.000304942190687048,0.0662141634736673,0.548431636777926
"31","GB41308",6847,11341,20588,27334,15730,21941,11778,3744,5153,8835,9127,3409,1.06412039038237,10.5131128387643,4.76037772984535,0.000328123015515516,0.0662141634736673,0.366594785194761
"32","GB41735",248,377,479,1065,600,552,438,173,135,246,206,106,1.09869840121901,5.52311140452881,4.98433816659918,0.000217410987521531,0.0662141634736673,0.866518652921868
"33","GB43143",193,409,495,1436,586,716,331,136,163,389,277,167,0.956732682640082,5.67618637977963,4.90113024991921,0.000253146927240802,0.0662141634736673,0.722837184311857
"34","GB43712",168,378,548,897,533,484,368,147,158,169,139,148,1.10634516868679,5.36845033809636,4.99159592007128,0.000214553232552991,0.0662141634736673,0.879171674748967
