"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40472",5,13,12,12,5,24,1,13,10,0,12,1,1.49038220955718,-0.13941810577936,2.53031895468868,0.0241970522267047,0.999898936895639,-4.50671160030222
"2","GB40681",4,6,13,3,7,5,18,12,13,12,43,50,-1.77429168244561,0.745163436281531,-3.36214786731615,0.0047235943092893,0.999898936895639,-4.41453143809251
"3","GB41665",17,31,34,18,18,47,16,12,25,5,18,15,0.785323901406155,1.49811919449628,2.5671738622002,0.0225347731797011,0.999898936895639,-4.4324902838374
"4","GB42217",347,2058,1029,1982,625,1630,2944,3907,2813,981,2967,944,-1.01798663398556,7.78584497833095,-3.07783762453115,0.00828815858991707,0.999898936895639,-4.11748248347669
"5","GB42218",1405,7315,5859,6904,2650,5128,9471,11965,9151,3216,10163,3000,-0.725643216927729,9.62323507655438,-2.45132499965054,0.0281658024555651,0.999898936895639,-4.36348841977265
"6","GB42728",149,455,638,348,120,255,80,242,369,74,192,141,0.771392974558997,4.93779073419468,2.95625886517627,0.0105345717634854,0.999898936895639,-3.99196629084858
"7","GB42729",13,41,40,36,12,28,10,25,27,7,17,18,0.645028234362822,1.5848250672548,2.7509038606915,0.015764368126328,0.999898936895639,-4.40527014778672
"8","GB43661",22,41,38,44,22,18,14,23,48,9,7,6,0.965341786007232,1.58069026073898,2.3998427123524,0.031079719726817,0.999898936895639,-4.44788866377471
"9","GB44227",8,21,69,68,18,37,6,28,31,3,29,11,1.01956668436113,1.5569138368691,2.39318517867254,0.0314768820265327,0.999898936895639,-4.44991731733993
"10","GB44476",28,73,117,142,42,83,61,52,62,21,68,23,0.684595478198078,3.02902052430195,2.81273405750036,0.0139673975903539,0.999898936895639,-4.26417645207547
"11","GB44495",5,10,10,6,5,10,14,23,19,8,15,5,-0.823213404239909,0.565428475923302,-2.68413271312918,0.0179581300145937,0.999898936895639,-4.4697722242023
"12","GB45314",69,87,217,169,104,149,128,179,211,99,218,161,-0.42324384997775,4.368569381414,-2.39938748252786,0.0311067242870264,0.999898936895639,-4.20997514789923
