"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40288",87,125,178,98,125,157,525,396,336,438,137,156,-0.788666012307092,4.81817403042151,-3.42291067791773,0.00410970005205268,0.863700690074511,-3.85458702639368
"2","GB40346",12,12,10,10,26,17,11,5,8,8,5,8,1.32804231006535,0.618682338756954,4.27128934566372,0.000771989978697139,0.863700690074511,-4.35002948701672
"3","GB41756",48,81,99,96,131,85,40,20,101,35,64,101,1.29203961616646,3.30111383554957,3.27166357878914,0.00555412945581233,0.863700690074511,-4.1272330948558
"4","GB42038",115,136,147,141,197,178,139,143,135,130,100,176,0.623736704800098,4.39189230573125,3.24311332010681,0.00587904500136286,0.863700690074511,-3.93205737818999
"5","GB42085",36,72,79,36,84,55,189,128,114,157,69,99,-0.584102719139038,3.61026801701614,-3.9114399328521,0.00156032788491875,0.863700690074511,-3.9465774583616
"6","GB42306",101,156,141,156,211,187,199,147,143,158,93,110,0.628622138074407,4.42566460002807,3.55963445471816,0.00313099967394974,0.863700690074511,-3.83478047263187
"7","GB42984",399,354,739,453,623,405,180,87,774,20,205,292,2.16348971363665,5.33180942195894,3.3045781256533,0.0052017327609524,0.863700690074511,-3.87507263631459
"8","GB43245",398,448,728,516,571,380,504,325,705,248,276,441,0.831948158665925,6.01093579810481,3.42148481565833,0.00412138252620509,0.863700690074511,-3.814024423383
"9","GB43293",651,516,688,550,639,519,615,247,856,329,300,386,1.02548438428103,6.18105427345697,3.57156266220841,0.00305764867692771,0.863700690074511,-3.78838019228564
"10","GB43516",17,170,27,53,139,134,454,294,199,770,114,346,-1.74379721019385,4.38226805772186,-3.5025094318246,0.00350763524206058,0.863700690074511,-3.95713728955706
"11","GB44166",19,24,30,22,43,36,6,11,29,7,25,28,1.50233423581658,1.6053454065241,3.28416891756489,0.0054175173861193,0.863700690074511,-4.33860078688594
"12","GB44227",8,6,21,3,29,11,69,28,31,68,18,37,-1.31456186530929,1.5569138368691,-3.58775858982805,0.00296081943766404,0.863700690074511,-4.32402977416549
"13","GB44310",9,16,17,12,34,26,26,13,15,8,9,10,0.941286364618788,1.15470345390292,3.27071000241268,0.00556468666486823,0.863700690074511,-4.37633990913057
"14","GB45139",110,90,169,91,121,131,111,57,132,78,72,104,0.856999168449206,3.90335603029012,3.6517622295132,0.00260749706796475,0.863700690074511,-3.92262342873395
"15","GB46159",51,42,24,34,72,94,48,7,23,17,26,7,1.89789745048626,2.0980489405355,3.66850380085086,0.00252231980057645,0.863700690074511,-4.24937178246084
"16","GB46842",3,49,15,12,39,13,158,106,86,156,37,90,-2.05856478650492,2.53163468721156,-5.42189570755806,8.93357888961569e-05,0.863700690074511,-4.04356877686475
"17","GB47270",92,147,127,34,322,68,552,400,240,398,570,417,-1.46959826057936,4.93544792759646,-3.73974180206721,0.00219022303461394,0.863700690074511,-3.809301836354
"18","GB47505",175,214,118,159,367,322,106,126,136,74,204,146,1.29001614810637,4.57926992546279,3.44458078174623,0.00393618823864865,0.863700690074511,-3.85505671642046
"19","GB48241",379,522,620,436,619,402,451,319,827,293,283,389,0.781985958580821,6.01189738157568,3.38440501166439,0.00443717021653284,0.863700690074511,-3.82535583238927
"20","GB48289",415,3332,2387,665,1970,1224,4459,6327,5216,8456,2036,2658,-1.28594321738735,8.45882423649042,-3.42677138018678,0.00407823484268754,0.863700690074511,-4.10056719457488
"21","GB48603",70,50,53,39,58,59,44,17,51,27,21,51,1.16387027139387,2.6319715562092,3.74865504474476,0.00215191343030988,0.863700690074511,-4.15369785953135
"22","GB49248",193,176,257,214,265,202,150,94,248,57,95,162,1.31964999615079,4.56977710986555,4.43549750667021,0.000562158455268153,0.863700690074511,-3.60338894309862
"23","GB49623",145,282,355,193,408,393,370,248,264,225,179,260,0.628385048159658,5.27905271302938,4.25887614055965,0.000790809774121493,0.863700690074511,-3.53256349778586
"24","GB49768",1,3,5,5,4,2,13,9,13,12,7,9,-1.12936182647488,-0.154230481302827,-3.57560425256083,0.00303319046419432,0.863700690074511,-4.44053172828912
"25","GB49887",3,220,36,14,89,28,344,217,135,412,55,159,-1.94200632689687,3.48514869653998,-3.28423297468819,0.00541682631654225,0.863700690074511,-4.14488651140288
"26","GB49920",26,22,24,26,54,52,38,10,19,11,33,6,1.46943900441061,1.75577119919932,3.26333615573065,0.00564700300827125,0.863700690074511,-4.32716261849978
"27","GB50074",173,157,288,225,397,272,162,75,303,58,141,264,1.28339975903487,4.76104652934283,3.30679731141054,0.00517879350241518,0.863700690074511,-3.87291570468352
"28","GB50159",5,10,18,13,8,6,9,5,7,3,2,9,1.20045211350222,0.115439698171963,3.29447455223214,0.00530746168611441,0.863700690074511,-4.44294667438376
"29","GB50178",97,85,87,214,341,224,109,75,56,51,119,82,1.45616601980836,4.00203542859463,3.36787178338373,0.00458568779553571,0.863700690074511,-3.98482121995433
"30","GB50192",71,68,86,76,85,50,49,33,108,39,32,51,1.03717990370595,3.10712110587186,3.56674184882171,0.00308708271503513,0.863700690074511,-4.1028253975063
"31","GB50477",7306,14936,12834,5762,11929,16029,35792,31478,31374,24618,20405,17251,-0.81080711235249,11.2606302398624,-3.25684391978313,0.00572048305166293,0.863700690074511,-4.3181603648275
"32","GB50537",107,215,221,128,256,102,555,600,438,714,185,273,-0.900036601354874,5.25035019024786,-3.99611002593643,0.00132099499916548,0.863700690074511,-3.66366195269571
"33","GB50637",65,94,126,95,141,130,119,102,103,78,66,109,0.636062363463269,3.87641665235463,3.97969844926858,0.00136426945515095,0.863700690074511,-3.8532019277429
"34","GB50735",89,80,45,57,189,40,13,22,45,21,64,22,1.97662875557352,2.71230211534252,3.78884138053908,0.00198744908301743,0.863700690074511,-4.14460876670433
"35","GB50965",19,32,31,21,42,44,31,24,24,29,21,25,0.735039856166291,2.04785795719569,3.4413543182619,0.00396154864765217,0.863700690074511,-4.26996163264892
"36","GB51187",15,17,11,15,21,15,14,12,8,11,8,5,1.14481470891932,0.865939896028973,3.55328885579358,0.00317074143169522,0.863700690074511,-4.37656710335583
"37","GB51195",18,16,6,11,62,66,5,7,4,3,12,6,2.33657647444314,0.748053131366335,3.36068183843447,0.00465181921742147,0.863700690074511,-4.40724842248597
"38","GB52048",12,18,25,9,11,10,7,6,16,4,4,14,1.27780892920267,0.610743406013373,3.40062911156583,0.00429611724936351,0.863700690074511,-4.40698010978884
"39","GB52666",3,12,3,2,10,2,21,15,17,26,12,21,-1.49753674842723,0.449362398241923,-3.93844663411869,0.00147953694059612,0.863700690074511,-4.39049879374506
"40","GB52836",955,2215,3086,1790,2209,1487,7835,4709,4013,19633,6117,5390,-1.43888623814151,9.01610049891733,-4.26338969925226,0.000783912884735799,0.863700690074511,-4.02027677739829
"41","GB53047",546,930,1187,673,2230,1681,2836,4919,3805,9234,1212,2397,-1.17344515255595,8.12213823360908,-3.5693702281372,0.00307099959054665,0.863700690074511,-4.03798589224607
"42","GB54303",376,531,632,369,476,321,393,259,695,243,267,336,0.855146021310881,5.82724734491193,3.36278730196536,0.00463235535747434,0.863700690074511,-3.81822112907427
"43","GB54426",151,200,208,165,359,292,283,218,213,190,137,195,0.599503063764536,4.94849452197929,3.75671257903473,0.00211786637257551,0.863700690074511,-3.69890357997185
"44","GB54593",267,216,505,292,631,413,91,108,532,19,188,280,2.02005375846411,5.00743776377625,3.28408130858031,0.00541846268359407,0.863700690074511,-3.8899897428479
"45","GB54756",107,265,266,103,235,109,393,391,414,431,174,363,-0.589928142235377,5.13590514040452,-3.29601012435812,0.0052912553577759,0.863700690074511,-3.85831356108624
"46","GB54758",102,95,131,101,183,93,99,67,151,44,74,94,0.956187734151373,3.83593973123769,3.50002889515625,0.00352498614032975,0.863700690074511,-3.97386445029737
"47","GB54777",31,95,114,49,87,70,273,196,188,332,100,151,-0.993972531008473,4.07895789322411,-4.89424710275098,0.00023541012055887,0.863700690074511,-3.67559419954315
"48","GB55774",31,55,38,45,62,62,17,15,45,8,17,39,1.71840903821899,2.19828914711304,4.39298479841103,0.000610110357689197,0.863700690074511,-4.1530303598605
"49","GB55811",176,266,366,158,351,232,492,567,472,485,247,508,-0.394680370913483,5.60809659421928,-3.30820438920665,0.005164301246091,0.863700690074511,-3.83884123884411
"50","GB55831",11,24,38,36,33,10,14,7,24,7,9,13,1.45847371826597,1.26103335086969,3.69026125958434,0.00241581214907828,0.863700690074511,-4.33262107872672
