"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40225",9,20,38,31,29,79,62,132,134,47,38,59,-1.01760506112844,2.72112089560762,-2.90685022209929,0.0116264389679497,0.999910941602202,-4.28199790136153
"2","GB40531",18,44,75,59,33,68,108,206,86,34,81,62,-0.656652430762515,3.1734640459337,-2.9398051563164,0.0108968079539076,0.999910941602202,-4.21646465610462
"3","GB41608",9,17,28,44,16,46,69,73,47,18,44,42,-0.67312590123115,2.25352144299964,-2.70130119519554,0.0173868014345523,0.999910941602202,-4.3567419189484
"4","GB41747",5,6,11,16,10,21,27,51,30,10,20,18,-0.924085899803858,1.22451280102975,-3.28644115449832,0.00549702292167406,0.999910941602202,-4.37702249439925
"5","GB41861",84,51,136,77,40,209,288,374,276,71,163,123,-0.912246498258441,4.2158760065691,-3.05079471442931,0.00875628880842319,0.999910941602202,-4.04384304818211
"6","GB41962",6,10,8,8,6,7,17,27,19,9,14,8,-0.747680470858741,0.6711877573091,-2.84117413983386,0.0132266627380802,0.999910941602202,-4.45048713289275
"7","GB41999",14,9,17,18,13,32,49,82,52,21,23,28,-1.0292678291313,1.87794931918823,-3.42729025905268,0.00416121460131062,0.999910941602202,-4.30231328607219
"8","GB42563",5,6,13,8,4,11,13,23,17,11,20,23,-0.897972990288014,0.779999539351335,-3.28681539008516,0.00549295723502807,0.999910941602202,-4.41051397791742
"9","GB42657",5,8,11,11,8,22,22,28,28,10,19,23,-0.779729100689755,1.11275829824543,-3.02436591789753,0.00922483045806378,0.999910941602202,-4.40845426814216
"10","GB43141",46,51,81,54,68,179,203,290,280,74,126,100,-0.965018266618235,3.96288480584029,-3.30815645420512,0.00526601713263632,0.999910941602202,-4.01735126749146
"11","GB43541",18,18,19,22,24,40,56,65,65,25,31,37,-0.754991816793741,2.22550787219106,-2.81867296221045,0.0138231230730302,0.999910941602202,-4.34192605144492
"12","GB43624",7,4,8,11,9,10,17,35,26,16,13,9,-0.93291170107441,0.847672392328715,-2.85344222029406,0.0129121642490218,0.999910941602202,-4.44067303053455
"13","GB44183",91,156,230,190,98,288,261,570,340,138,227,235,-0.465350205101497,4.93613342866022,-2.85049228586983,0.0129871108877722,0.999910941602202,-4.0137378165718
"14","GB44479",22,14,34,36,17,18,24,26,12,5,17,10,0.841707006277738,1.39535514065743,2.7904940184692,0.0146073270288269,0.999910941602202,-4.4101279199193
"15","GB44555",20,22,27,28,14,50,48,59,67,22,47,58,-0.672338176793787,2.35610754872435,-2.81157743769641,0.0140166164854046,0.999910941602202,-4.33076364603234
"16","GB44889",16,15,28,36,17,36,42,93,61,22,42,27,-0.666635998013523,2.22596998977978,-3.01666411661826,0.00936598087846901,0.999910941602202,-4.3131892677009
"17","GB44961",24,16,16,26,16,32,59,100,62,26,21,46,-0.95535702222267,2.20775015672418,-2.77472574771901,0.0150649600149655,0.999910941602202,-4.35151816579691
"18","GB45040",515,1053,1417,1187,758,676,638,1643,1006,474,383,425,0.70689841718097,6.80625129613703,2.75198892082161,0.015749577951062,0.999910941602202,-4.11046877557777
"19","GB45158",45,82,103,98,52,85,55,51,68,49,88,62,0.591788721054849,3.31277268722137,2.69236567162084,0.0176921079814414,0.999910941602202,-4.24673593686098
"20","GB46262",27,28,72,43,24,96,88,287,108,46,71,74,-0.918729805075289,3.21240553691915,-3.03270937537965,0.0090742945768607,0.999910941602202,-4.19603979484862
"21","GB46282",50,39,158,157,80,217,275,350,252,81,226,141,-0.766264251885736,4.35926864641851,-2.79855138206115,0.0143787575153433,0.999910941602202,-4.09443616219201
"22","GB46925",115,111,273,230,146,409,343,430,369,210,373,407,-0.61267798820028,5.24131103561186,-2.77437479772154,0.0150753031359773,0.999910941602202,-4.02945160755873
"23","GB47139",11,18,26,33,13,43,70,127,63,13,58,26,-0.94261454043017,2.24920348070373,-3.00103877876764,0.00965893934143136,0.999910941602202,-4.31560130241285
"24","GB47295",16,25,43,36,14,72,80,107,70,27,47,44,-0.674510488601521,2.60190925712598,-2.85693705637726,0.012823922672661,0.999910941602202,-4.29933872216749
"25","GB47452",28,31,73,74,55,178,127,406,160,74,86,138,-0.955917250009975,3.75403866374436,-2.70201242230872,0.0173627217492346,0.999910941602202,-4.20016689271246
"26","GB47541",194,376,218,1162,215,294,208,206,262,235,203,93,1.04845262899107,5.19863052129425,2.91389979133837,0.0114664227324483,0.999910941602202,-3.98022003368212
"27","GB47696",48,51,141,115,72,96,169,153,150,104,163,214,-0.647220769634421,4.04593385105264,-2.70478771617874,0.0172690697634022,0.999910941602202,-4.15743183106831
"28","GB47954",5,20,19,33,5,36,8,7,15,6,2,10,1.49072520223683,0.66423248704428,3.21846154527287,0.00628772922425319,0.999910941602202,-4.4226121138898
"29","GB48269",12,15,28,33,19,37,59,92,38,30,40,37,-0.776927670155943,2.24945567174921,-3.38573199211058,0.00451735416173827,0.999910941602202,-4.26232342234043
"30","GB48354",8,10,13,14,9,16,13,4,4,6,5,6,1.21799601207915,0.344153550456287,3.38781210339945,0.00449882153081936,0.999910941602202,-4.42994854371005
"31","GB49152",12,11,15,18,18,55,39,95,47,25,49,33,-1.05005846261553,2.07864142018875,-3.28703443982833,0.00549057887917724,0.999910941602202,-4.29735285726464
"32","GB49368",14,29,37,52,26,89,73,139,64,42,67,72,-0.730865622011421,2.89053205592974,-2.89688731480393,0.0118563360689696,0.999910941602202,-4.26109957577529
"33","GB49873",7,14,30,20,6,34,37,94,48,15,37,27,-0.97709577102714,1.83394145254446,-3.45328122191122,0.00395296282591561,0.999910941602202,-4.3046503381521
"34","GB50621",26,24,32,18,18,38,63,94,59,25,43,32,-0.763218640676533,2.36866638001627,-3.07551258857649,0.00833944382978786,0.999910941602202,-4.29023038636745
"35","GB50805",12,19,38,25,16,34,56,103,51,19,40,30,-0.741883673975501,2.21394737710276,-3.32292814041767,0.00511445429513444,0.999910941602202,-4.27384232295171
"36","GB51041",25,23,65,67,30,101,111,201,89,38,83,85,-0.762142817777578,3.22757039601155,-2.9041589852771,0.0116881042829824,0.999910941602202,-4.21811556589794
"37","GB51344",79,112,151,205,109,238,235,389,260,121,215,187,-0.419534118578398,4.68771621322329,-2.80805573953907,0.0141136343801736,0.999910941602202,-4.04623987634846
"38","GB51405",6,5,23,33,5,39,49,137,54,19,33,30,-1.40784472068466,1.84305357477211,-3.40907613468952,0.00431369401417614,0.999910941602202,-4.31563078652209
"39","GB51998",32,29,51,49,35,102,110,227,119,58,68,96,-0.949538569760001,3.32660540185993,-3.58747433337534,0.00303339289004395,0.999910941602202,-4.07194600047134
"40","GB53269",75,124,171,165,97,195,254,397,242,95,186,151,-0.382384052652459,4.57592883932514,-2.71089007949699,0.0170648711110882,0.999910941602202,-4.08765361243617
"41","GB53517",45,64,165,155,84,173,259,259,208,90,210,113,-0.525894009701187,4.2989275700339,-2.71789863257927,0.0168332475810846,0.999910941602202,-4.11970940265993
"42","GB54430",70,142,210,205,78,140,91,181,172,60,140,48,0.574651637407415,4.0847576430271,2.908339204201,0.0115924589933114,0.999910941602202,-4.08646693641364
"43","GB54690",6,4,12,7,11,24,28,39,23,10,16,22,-0.971453082348137,1.08075260075091,-2.76212466347121,0.0154407140795687,0.999910941602202,-4.43562295207443
"44","GB54699",7,10,19,14,4,17,27,33,21,13,27,15,-0.713510697951753,1.19131500724247,-3.15313434940292,0.00715425312886617,0.999910941602202,-4.39073843810982
"45","GB54925",9,8,19,21,15,35,36,66,43,21,41,18,-0.866410215671183,1.80330270428695,-3.17769993934789,0.00681526808853491,0.999910941602202,-4.33662205272956
"46","GB54995",87,144,202,193,96,240,277,457,279,110,234,187,-0.398743845349196,4.78908735376794,-2.99826630039568,0.00971185831824176,0.999910941602202,-3.9743483934696
"47","GB55331",3,2,5,6,6,21,19,27,12,7,18,13,-1.13277747335211,0.482294338626234,-2.86014749236198,0.0127433835197852,0.999910941602202,-4.46067581952645
"48","GB55352",30,48,86,54,42,116,138,183,131,53,88,90,-0.650822043275446,3.51483994134112,-3.25726958945328,0.00582337728435665,0.999910941602202,-4.0995226744485
"49","GB55442",3,6,5,4,4,9,11,15,12,6,15,8,-0.832533268201876,0.184045062712235,-2.96100527453651,0.0104514734367183,0.999910941602202,-4.46615573043548
"50","GB55502",3,12,7,8,3,19,21,63,21,9,16,14,-1.18481096661786,0.859971847091892,-3.19035162142095,0.00664697396798228,0.999910941602202,-4.41413747923938
