"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42876",0,0,0,0,0,0,1.09861228866811,1.38629436111989,1.38629436111989,1.09861228866811,1.38629436111989,1.09861228866811,-1.74155936266497,4.18980080529051,-6.88774011660002,4.89167688207993e-06,0.059668674607611,-3.41435054304276
"2","GB40306",5.00394630594546,5.3890717298165,5.5834963087817,5.72358510195238,4.84418708645859,5.04985600724954,4.65396035015752,5.01727983681492,5.09375020080676,4.66343909411207,4.9416424226093,4.4188406077966,0.175609027682924,6.756350515586,5.25986028406443,9.29508576673208e-05,0.566907280912989,1.60573207821986
"3","GB40904",5.35658627467201,5.65948221575962,5.8111409929767,5.96614673912369,5.07517381523383,5.20948615284142,5.08140436498446,5.37063802812766,5.73334127689775,5.38449506278909,5.59842195899838,4.9416424226093,0.092131776513007,6.85834055979359,3.46810941620695,0.00339666652111088,0.639248515062284,-1.90987383351294
"4","GB40972",6.74170069465205,6.15060276844628,6.45047042214418,6.10031895202006,5.24702407216049,5.57215403217776,5.41610040220442,5.66988092298052,6.14418563412565,5.93489419561959,5.41164605185504,4.98360662170834,0.157390958841204,6.9467959489776,4.18120124439974,0.000786525385283891,0.639248515062284,-0.521569911981411
"5","GB41671",6.48920493132532,6.57646956904822,6.81673588059497,7.08673793451058,6.07534603108868,6.25190388316589,5.61677109766657,6.67329796776765,6.44730586254121,6.20859002609663,6.2841341610708,6.06145691892802,0.126236353920837,7.07247792139979,4.35088828551138,0.000557737596913349,0.639248515062284,-0.194979095342712
"6","GB41786",5.56068163101553,5.62762111369064,5.4510384535657,5.96357934361845,5.17614973257383,5.18178355029209,4.80402104473326,5.34233425196481,5.61312810638807,5.14749447681345,5.62040086571715,4.79579054559674,0.118440098164474,6.83947072572521,3.50631595641846,0.00313939719091002,0.639248515062284,-1.82265861817016
"7","GB42053",10.4928008293509,9.62436871074483,9.67677514040736,11.0252953988074,8.63870260881343,8.9838161125025,8.10198073185319,9.56254534044346,9.17201525765451,9.71709773156622,9.6973240212566,8.68118104152169,0.138629552361953,7.60177085904303,3.53706805274512,0.00294656107427971,0.639248515062284,-1.71695005034272
"8","GB42264",6.31173480915291,7.13966033596492,6.84374994900622,7.44190672805162,6.0591231955818,6.38519439899773,6.02344759296103,6.48768401848461,6.46302945692067,6.30444880242198,6.54391184556479,6.00141487796115,0.134654280624049,7.09656594951124,3.76046697088477,0.00186003473823291,0.639248515062284,-1.36457219556959
"9","GB43004",7.91242312147371,7.73718007783463,7.88795933659994,7.83913164827433,7.74413662762799,7.60589000105312,6.59850902861452,7.68109900153636,7.45182223652793,7.41095187558364,7.743269700829,7.19893124068817,0.139189131932353,7.30237794041436,3.75403659111756,0.00188479415645482,0.639248515062284,-1.34580120513021
"10","GB43258",6.08677472691231,6.10702288774225,6.10479323241498,6.45047042214418,5.82600010738045,5.86078622346587,5.31811999384422,6.13988455222626,6.06145691892802,5.77765232322266,6.00635315960173,5.53338948872752,0.115875936503522,6.97716254639597,3.76951717137298,0.00182574259635066,0.639248515062284,-1.34642486427491
