"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40084",64,122,74,51,80,108,60,52,26,37,63,104,0.453911282556056,3.05896983344891,2.65764878187623,0.0195518498961901,0.998689039453429,-4.23838677831121
"2","GB40169",204,190,201,58,201,189,79,64,57,139,63,207,0.743670226623691,3.95420106263641,2.84968505827845,0.0135235096189355,0.998689039453429,-4.0729797796766
"3","GB40274",54,89,48,16,67,62,45,72,45,69,63,125,-0.454489859427349,2.89077654658852,-2.65747527759725,0.0195583357995347,0.998689039453429,-4.25767634013717
"4","GB40340",11,21,15,12,21,15,9,10,5,6,10,14,0.659820161185217,0.621208241401712,2.75160144182531,0.0163310758911569,0.998689039453429,-4.44289705805706
"5","GB40425",76,70,22,31,83,102,31,21,18,26,38,57,0.81237857709106,2.40484963556981,2.83656768349277,0.0138695257152092,0.998689039453429,-4.28294555478651
"6","GB40607",9,15,6,4,12,16,16,16,7,12,15,26,-0.687251535682534,0.629844547625089,-3.18148142033595,0.00712178202179853,0.998689039453429,-4.4046597349813
"7","GB40712",141,217,149,63,170,193,114,93,63,98,147,126,0.415736423802888,3.98268144023061,2.65662950211317,0.0195899824171593,0.998689039453429,-4.12149830708756
"8","GB42263",158,209,150,84,193,180,91,108,60,125,147,197,0.324205013518336,4.1016142615903,2.95927938790153,0.0109462668371102,0.998689039453429,-4.01227187983666
"9","GB42332",99,174,77,57,129,132,93,127,78,133,156,181,-0.336917968851848,3.86984435268891,-2.78280360899531,0.0153809787033665,0.998689039453429,-4.09431091233554
"10","GB42514",10,22,0,9,24,7,9,153,39,172,27,116,-2.96131860654553,1.41827032658457,-3.07019084752001,0.00883360014016833,0.998689039453429,-4.38195865922443
"11","GB43378",18,53,30,13,28,22,11,11,4,16,15,29,0.806152930029612,1.21127621873485,2.92972628471733,0.0115891287997052,0.998689039453429,-4.38590724196916
"12","GB43519",33,28,22,14,42,39,12,16,3,15,28,30,0.740663013573977,1.38759648363364,2.64735604586955,0.0199402554191295,0.998689039453429,-4.40464951327862
"13","GB44367",126,162,44,60,58,172,6,54,49,14,36,89,1.42116707419446,2.76067077885611,2.91538065965866,0.0119145047495809,0.998689039453429,-4.23553537284814
"14","GB44824",281,208,288,140,164,319,276,856,182,378,744,307,-0.966599836267877,5.25325218565482,-2.84894428510169,0.0135428216978447,0.998689039453429,-3.9815089514687
"15","GB45341",101,138,87,51,100,123,54,75,37,68,97,97,0.375020513519511,3.37833775333125,3.00434018615051,0.010033413826015,0.998689039453429,-4.10955036981204
"16","GB45970",34,21,11,14,25,46,36,31,24,29,46,51,-0.735216718278677,1.87448141331637,-2.71415281520843,0.0175474273365454,0.998689039453429,-4.35384628426984
"17","GB46012",54,65,40,33,58,73,28,25,16,38,42,47,0.613806361390383,2.37908917288655,3.50062750772673,0.00384207888531972,0.998689039453429,-4.17596887483885
"18","GB46183",146,210,113,55,154,212,77,124,54,99,110,151,0.388356011518611,3.89032795379085,2.98029210489072,0.0105107770769691,0.998689039453429,-4.03584497908682
"19","GB46330",337,630,273,173,389,357,459,546,219,275,586,751,-0.493496397081963,5.6139924145234,-3.17374261089302,0.00722928114470197,0.998689039453429,-3.8733201681335
"20","GB46526",446,703,262,217,567,534,367,569,260,421,658,974,-0.35454323262758,5.87162280763473,-2.69565766024308,0.0181803852860079,0.998689039453429,-4.05049155218799
"21","GB46570",5,27,4,4,5,8,12,14,8,8,13,45,-1.10665290726339,0.378560394550263,-2.83701861658221,0.0138574874940668,0.998689039453429,-4.44996514393773
"22","GB46576",25,22,12,7,15,14,16,28,16,16,31,29,-0.647959088571732,1.23574515035038,-2.771216790988,0.0157272964507336,0.998689039453429,-4.39920095649484
"23","GB48153",5,11,4,3,5,11,6,26,5,9,11,21,-0.994995689742982,0.125379751528052,-3.04517837987795,0.00927154645192336,0.998689039453429,-4.44717313585551
