"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",114,187,288,68,73,124,487,519,213,356,501,753,-1.46293945968603,4.91579056980917,-4.62182346006522,0.000471181697432882,0.311922283700568,0.132749147931658
"2","GB41608",20,20,22,9,17,28,82,42,15,69,73,47,-1.02881572531664,1.95926500555701,-4.96344254166404,0.00025471272364728,0.311922283700568,0.0703311491632563
"3","GB42784",10,9,15,14,5,16,54,40,9,47,58,51,-1.49479375594257,1.40955621715325,-4.84285864934784,0.000315939002750207,0.311922283700568,-0.341261236216743
"4","GB43145",79,89,100,33,56,107,233,192,58,188,349,301,-1.06267493646051,3.92732475012611,-5.02566940367949,0.000228085566083891,0.311922283700568,0.695647513089778
"5","GB43876",82,65,101,64,82,113,263,173,89,209,260,139,-0.733246974896005,3.96410475909325,-4.63902627269158,0.000456649992812249,0.311922283700568,0.128117585662407
"6","GB44090",87,75,79,74,64,107,249,221,66,191,424,258,-1.04715548927405,4.04925120725057,-5.39954028047398,0.000118784526524011,0.311922283700568,1.25452657712769
"7","GB46117",6,3,6,5,6,11,29,17,8,15,24,19,-1.14627393365496,0.443425738500039,-4.84804951861365,0.000313010634974803,0.311922283700568,-0.806258985442958
"8","GB47086",45,39,35,22,35,54,123,66,30,73,146,80,-0.7127957984925,2.79221533836813,-4.65799462929321,0.000441164459314274,0.311922283700568,-0.0336671417727885
"9","GB49484",131,99,91,54,78,154,273,222,85,272,328,172,-0.731869864719703,4.18270675623176,-4.62311843947661,0.000470071283847483,0.311922283700568,0.120011883188308
"10","GB49730",29,6,22,23,11,27,99,84,20,65,113,69,-1.59831687922722,2.14867991149929,-5.05004064673844,0.000218463001479835,0.311922283700568,0.212538826999999
"11","GB50047",81,75,71,43,94,105,208,116,68,166,205,155,-0.553796403931916,3.74652489924653,-4.76519998070433,0.000363316928219258,0.311922283700568,0.301068649077505
"12","GB51545",63,70,124,34,34,88,368,237,64,144,308,223,-1.30517341848387,3.82711262627935,-4.73336838509313,0.000384817814047077,0.311922283700568,0.239691928403717
"13","GB54150",92,75,70,44,27,108,243,296,60,236,370,256,-1.41309670222546,3.90700803951956,-5.03187128442969,0.000225595683562885,0.311922283700568,0.685459826755705
"14","GB54723",24,27,35,23,21,71,214,111,31,96,199,82,-1.42709102145949,2.85702694990521,-4.81982964499729,0.000329278272618246,0.311922283700568,0.177988878974713
"15","GB55591",2182,1789,1929,1315,1705,3009,6087,4907,1603,3657,7808,4071,-0.730027030496931,8.51481471654377,-4.6467281791637,0.000450295353869173,0.311922283700568,0.00873390761613724
"16","GB43137",51,53,27,12,20,60,169,128,24,123,164,103,-1.29758016689635,2.88621803399541,-4.4070401522619,0.000698790826777698,0.312855645939502,-0.388199704815195
"17","GB43611",7,6,6,13,5,13,89,38,8,39,65,22,-1.8425981023469,1.11832021583437,-4.36942418814926,0.000749138879402659,0.312855645939502,-1.01446649232874
"18","GB44117",58,40,85,33,73,117,316,184,49,159,346,160,-1.11481410958235,3.73246155064247,-4.57207173813754,0.000515968348498319,0.312855645939502,-0.00799858432527234
"19","GB45140",97,105,68,49,47,102,204,181,55,241,306,259,-0.984048618762075,3.91252582095076,-4.45097264174095,0.000644386850190007,0.312855645939502,-0.173369896294265
"20","GB47437",8,6,9,3,5,8,27,14,5,16,26,23,-1.01100720721215,0.440958261464406,-4.37364607641,0.000743306021079448,0.312855645939502,-1.25069611180904
"21","GB47452",53,38,123,28,31,73,294,162,49,127,406,160,-1.37114316485103,3.5504898157473,-4.29006172794527,0.000868029164394202,0.312855645939502,-0.465941761541164
"22","GB47869",45,22,36,28,25,49,88,71,36,72,88,86,-0.714414221565439,2.64161104291701,-4.33307777832401,0.000801351283882282,0.312855645939502,-0.526934064601186
"23","GB49732",95,66,78,38,36,113,261,239,41,213,380,205,-1.18297709756142,3.83238861911116,-4.28137718773474,0.000882171005670298,0.312855645939502,-0.450086024608273
"24","GB52098",285,246,221,139,187,289,568,412,193,429,605,388,-0.505727326221836,5.27064250740096,-4.51688271638425,0.000570845880846484,0.312855645939502,-0.0192322538977372
"25","GB52114",165,110,126,65,134,209,358,232,125,239,316,219,-0.49053812866847,4.47829164182818,-4.33453756077812,0.000799183519940922,0.312855645939502,-0.324991184395583
"26","GB52304",15,16,25,13,14,24,85,56,10,55,72,57,-1.15684443406334,1.90204182920134,-4.30202312815429,0.000848933004818345,0.312855645939502,-0.774950933456385
"27","GB52340",57,59,64,41,48,89,181,137,43,111,223,120,-0.731739491566142,3.43783536249731,-4.3284514543929,0.000808261506220431,0.312855645939502,-0.403760386310924
"28","GB55481",69,69,67,41,35,99,190,185,45,157,254,148,-0.939085776189879,3.58946825278112,-4.41653052461526,0.000686649330899769,0.312855645939502,-0.256181261587599
"29","GB53315",34,32,98,22,50,51,246,99,43,93,245,166,-1.23931818952258,3.24634309328961,-4.25991178653805,0.000918153315774162,0.314388359504739,-0.542963279510429
"30","GB47295",26,19,54,16,25,43,110,68,22,80,107,70,-0.937425307857526,2.50112189200578,-4.23552127902174,0.000960880474205001,0.318051436961855,-0.700472825837159
"31","GB40531",42,32,49,18,44,75,159,84,30,108,206,86,-0.913973694551052,2.99963813784838,-4.14305314655277,0.0011423598868611,0.320024355702978,-0.74550356975346
