"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40114",101,145,88,77,143,113,39,33,76,8,24,178,0.929966849309195,3.07252927417027,2.50838634918752,0.0259222836977287,0.999735859268694,-4.28823293309535
"2","GB40303",27,74,33,12,26,40,42,21,40,21,57,75,-0.717790253477194,2.16163777002224,-2.87670936216038,0.012798671612093,0.999735859268694,-4.30635123016796
"3","GB40431",60,90,50,77,130,109,12,27,121,7,17,64,1.16762606588831,2.58574260611172,2.58357798625287,0.0224684624829337,0.999735859268694,-4.32531975681746
"4","GB41266",209,252,153,125,293,182,176,140,312,104,239,310,-0.45016363473606,4.65705426637665,-2.54546799610966,0.0241593711214538,0.999735859268694,-4.10230708620664
"5","GB41339",167,66,60,44,80,76,304,156,44,103,100,423,-1.33844088658933,3.74906271196785,-2.63875947115408,0.0202217509434886,0.999735859268694,-4.17587900239089
"6","GB41348",9,20,15,9,18,17,3,5,6,3,8,16,0.763599022589758,0.294043482989353,2.87611021770607,0.0128134843498537,0.999735859268694,-4.45671401552042
"7","GB41499",181,288,197,177,196,195,96,85,152,64,177,220,0.30748387760382,4.33410865279538,2.47638341980133,0.0275428403200707,0.999735859268694,-4.15512388037648
"8","GB41902",251,332,191,179,317,232,188,153,274,158,252,447,-0.325235762348505,4.92362581092292,-2.56700478722741,0.0231892402898112,0.999735859268694,-4.08270289169266
"9","GB42296",31,44,25,19,35,37,10,9,12,12,17,44,0.600042414356708,1.4831770349073,2.73317784966083,0.0168742923399079,0.999735859268694,-4.39247575481545
"10","GB42343",50,57,22,64,33,43,5,13,22,4,13,19,1.49594155649387,1.49232878677149,3.98191026187218,0.00151834754263085,0.999735859268694,-4.27467106501622
"11","GB42369",35,38,13,11,27,24,24,14,36,13,38,57,-0.678905168465228,1.67470634149077,-2.79001497337903,0.0151271234693304,0.999735859268694,-4.36601332758271
"12","GB42501",207,304,195,190,269,253,212,133,182,144,282,423,-0.282860835107074,4.8345569811847,-2.76875611616703,0.0157588236977548,0.999735859268694,-4.01357056116225
"13","GB42931",4521,4722,1507,3711,3650,4658,1006,868,3407,279,1229,2997,1.17850954388466,8.0559198175366,2.75423245583707,0.0162051768547785,0.999735859268694,-4.19329598168807
"14","GB43320",194,279,211,201,258,241,124,91,172,85,199,213,0.301156289868024,4.51812237593985,2.55668288184675,0.0236493983039639,0.999735859268694,-4.11376939519576
"15","GB43693",32,46,46,41,25,33,7,8,20,10,27,20,0.944796340619967,1.54775982594358,3.20877255106983,0.00672857406164362,0.999735859268694,-4.33508990617571
"16","GB43727",10573,19408,3762,13418,13405,13688,2078,2035,11624,498,2676,12913,1.49434213881762,9.55420714960929,2.5162045887236,0.0255405685875322,0.999735859268694,-4.32640709898303
"17","GB44070",1548,2307,1044,1502,1472,2377,278,661,1766,151,502,1169,1.14695410789946,6.93759841172034,2.54514932845637,0.0241740159956389,0.999735859268694,-4.18015790527958
"18","GB44116",561,636,405,762,604,1629,465,253,372,112,347,350,0.810157895654482,5.84736362887488,2.46207179180746,0.0282986744800817,0.999735859268694,-4.14706206036886
"19","GB44140",1061,926,443,989,712,1057,278,331,678,172,446,598,0.711903523680633,6.16738283597779,2.59442675778333,0.0220084443575926,0.999735859268694,-4.11522245907287
"20","GB44932",13,12,10,7,15,7,15,9,17,9,20,15,-0.759301933240638,0.660488767954053,-2.66647331072494,0.0191772996648425,0.999735859268694,-4.45155419818534
"21","GB44936",12,24,15,8,14,19,12,11,16,11,18,39,-0.549269249233039,1.0139967220395,-2.55435805604742,0.0237542524606143,0.999735859268694,-4.44180983352429
