"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40072",455,480,620,281,279,555,326,302,322,417,666,479,0.439794694161165,5.73253635020083,3.71436736852811,0.00250131108816029,0.545808223152888,-3.65028066450599
"2","GB40336",919,711,1571,551,465,2456,3051,2148,1830,1616,3423,2025,-0.967683193826964,7.54264621738322,-4.20295593632381,0.000983433023538136,0.545808223152888,-3.7645276216551
"3","GB40459",270,229,251,152,116,277,152,147,168,207,204,232,0.5169980310128,4.64108683402872,3.29032308124812,0.00569180131010508,0.545808223152888,-3.80579109332706
"4","GB40767",1200,1014,1249,611,527,1193,637,626,738,795,995,1004,0.570509845830061,6.76685288281658,4.29427251424564,0.000827971228859285,0.545808223152888,-3.62735333235436
"5","GB40773",372,210,781,166,127,443,625,749,582,575,860,469,-0.805110896143247,5.77738257991934,-3.80163837022527,0.00211424572146573,0.545808223152888,-3.65437609470418
"6","GB41470",28,19,39,14,13,29,18,13,14,23,30,21,0.527087353483826,1.42727010538528,3.29960772792576,0.00558992937092531,0.545808223152888,-4.31732073109395
"7","GB41543",19,6,19,3,9,16,20,20,19,26,36,40,-0.940214175209092,1.09206382375461,-3.62705631816097,0.00296085290674084,0.545808223152888,-4.32884404873329
"8","GB41677",1210,1022,1243,960,642,1313,835,657,843,870,1131,870,0.64377436661269,6.92105094599389,3.82571517695816,0.00201860762963008,0.545808223152888,-3.76603870974132
"9","GB41809",175,177,183,143,102,223,128,82,141,138,141,148,0.672817336044719,4.21335210006346,3.39158901382496,0.00467450779048947,0.545808223152888,-3.83541654589583
"10","GB41981",554,2569,188,1005,738,708,433,129,180,224,269,296,2.08936739624703,5.73470071999689,3.53822657447704,0.0035165616080631,0.545808223152888,-3.74299903576702
"11","GB42252",846,1221,488,756,512,659,552,316,346,396,503,374,1.2200018945112,6.11050393515917,3.83781300138149,0.00197222891551431,0.545808223152888,-3.65764589233423
"12","GB42690",165,124,248,107,114,265,95,122,99,149,241,173,0.516809195911212,4.2610720243355,3.60809193693519,0.00307150294610574,0.545808223152888,-3.75871015958702
"13","GB42855",90,65,121,46,42,125,48,60,55,74,91,99,0.467953761610591,3.21155029570237,3.30839844049673,0.00549516326366806,0.545808223152888,-4.04824237421256
