"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40090",22,18,8,10,28,14,25,25,8,16,41,36,-0.860020000111046,1.28243944166355,-3.18686231569018,0.00700701113192765,0.840923097151318,-4.34750702484373
"2","GB40263",278,461,180,117,452,335,596,510,261,195,556,486,-0.887751634522696,5.41134587339691,-3.51435836737202,0.00371408801938878,0.840923097151318,-3.72457116234269
"3","GB40559",251,452,356,309,296,345,158,242,116,84,380,295,0.483457419403103,4.99516075617531,3.25078761260007,0.00618959140726773,0.840923097151318,-3.82868628516611
"4","GB40888",255,361,238,206,223,267,127,176,89,86,242,289,0.415604106529831,4.65847725564867,3.26809867924886,0.00598515211966737,0.840923097151318,-3.84098454458917
"5","GB41296",55,3,13,16,14,9,49,41,26,33,74,111,-2.32267140876634,1.73343158043621,-4.39470286381104,0.000695482298705649,0.840923097151318,-4.19444109842107
"6","GB41414",89,57,53,47,73,78,65,101,42,50,142,143,-0.683496421832135,3.22472931832604,-3.68689258219989,0.00266236259931182,0.840923097151318,-3.9768437760004
"7","GB41846",899,1498,1009,935,1073,1263,551,763,448,397,1240,915,0.404642592154551,6.77508008135114,3.8307179136497,0.00201986844338483,0.840923097151318,-3.76700601103619
"8","GB41983",241,301,150,157,273,275,220,290,189,232,380,321,-0.540453712102858,4.9713640367592,-3.42595605285656,0.00440714279629903,0.840923097151318,-3.75651298346479
"9","GB42220",854,737,451,473,604,727,730,664,390,456,1550,1239,-0.555150344655757,6.44999671813464,-3.62420572726148,0.00300415006241092,0.840923097151318,-3.77454218071877
"10","GB42889",55,159,35,39,86,71,87,103,48,45,199,104,-0.697830006632396,3.2696341218447,-3.13542736510216,0.00774240264481669,0.840923097151318,-4.09025840934968
"11","GB42985",667,1094,1058,843,688,671,276,609,266,112,711,485,0.939633870897705,6.09778907235784,3.66746807052012,0.00276382519164629,0.840923097151318,-3.74496197319384
"12","GB43140",20,20,11,11,55,28,32,42,23,10,75,76,-1.13157059372661,1.81164461145076,-3.37407696246295,0.00487319854601407,0.840923097151318,-4.26918396053239
"13","GB43141",87,86,47,51,203,81,92,133,66,46,290,280,-0.944608929297596,3.67802687468423,-3.18897352322005,0.00697836417566118,0.840923097151318,-4.00896545722981
"14","GB43171",312,728,515,355,540,436,215,290,157,119,589,363,0.558608209459483,5.4539114404692,3.40233350309988,0.00461351387506128,0.840923097151318,-3.77778091487133
"15","GB43375",227,344,219,188,309,335,244,338,167,134,519,377,-0.341429061260442,5.09264869462152,-3.25773511538113,0.00610671553667695,0.840923097151318,-3.80851606542863
"16","GB43817",11,10,6,2,5,8,9,15,8,7,15,15,-1.0223264837383,0.172146288593228,-3.37256347866143,0.00488751592611738,0.840923097151318,-4.42104937680975
"17","GB44039",2169,4580,2694,2428,2141,2966,1450,1861,903,899,3230,2485,0.450065794457982,8.07454922809525,3.0729353309251,0.00874016490249463,0.840923097151318,-4.08753050718631
"18","GB44397",137,241,151,128,172,190,100,114,72,63,183,152,0.33455161005295,4.09824669419448,3.24107118373508,0.006307390905451,0.840923097151318,-3.91699172549541
"19","GB44402",13,12,21,7,9,19,2,6,1,0,19,4,1.61198971834257,-0.266364146790616,3.1451603102972,0.0075975690718462,0.840923097151318,-4.45677874012754
"20","GB44510",16,19,11,8,12,13,6,7,1,2,9,10,0.996194223067534,0.0808145502458767,3.49902984847431,0.00382584356759154,0.840923097151318,-4.41927077707967
"21","GB45292",14,30,12,11,18,15,18,22,16,19,53,34,-0.916215289570274,1.37305202731671,-4.47843129821682,0.000595315569884102,0.840923097151318,-4.21677241711936
"22","GB45396",24,42,23,28,40,32,18,20,10,8,23,22,0.649836288853579,1.52856408118297,3.44742953748895,0.00422762999917031,0.840923097151318,-4.29461824355681
