"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48936",77,100,69,38,131,91,724,675,529,1047,547,435,-2.37028418958133,4.8490321476584,-10.4881344054022,7.302240578038e-08,0.000725112489399174,7.91717701222801
"2","GB55751",284,259,145,135,350,340,718,704,625,1006,802,663,-1.00987946989946,5.75125279317392,-7.11830479977873,6.37168966897126e-06,0.0316354392064423,4.18145595099699
"3","GB40226",280,200,116,122,228,204,156,154,139,229,214,183,0.708211963832884,4.53002620075391,4.89559315938709,0.000262610108489563,0.0498646328849877,0.665939740423844
"4","GB40318",113,110,69,59,97,118,100,84,74,122,102,99,0.578446975810335,3.59365580685337,4.96961314288537,0.000229522919625084,0.0498646328849877,0.82188100705341
"5","GB40827",73,110,51,39,73,119,57,40,30,78,77,51,1.08836572498433,2.9939551945875,5.51250049896324,8.74011200594381e-05,0.0498646328849877,1.68420300777704
"6","GB40906",194,155,73,75,135,150,114,101,51,165,109,130,0.85281743766147,3.8732006285616,5.2334877226188,0.000142845340011051,0.0498646328849877,1.26379269925296
"7","GB41176",412,345,197,216,266,352,329,245,221,335,369,296,0.613483326987431,5.22719199416932,4.90526887024779,0.000258017408502506,0.0498646328849877,0.672341189083973
"8","GB42439",53,46,16,21,24,36,17,19,6,12,20,17,1.71673726783256,1.43978159747957,5.92194509189418,4.33384388771278e-05,0.0498646328849877,1.89922779053749
"9","GB42868",58,44,20,20,27,37,17,26,4,26,16,25,1.55395771210052,1.58491607354616,4.8785463403497,0.000270909263782473,0.0498646328849877,0.500269216088125
"10","GB43189",54,32,22,18,71,45,201,110,197,430,182,124,-1.68117348884517,3.41042832923842,-5.39783048453194,0.000106817255097319,0.0498646328849877,1.50956153394044
"11","GB43200",499,361,236,234,353,412,440,297,256,453,395,418,0.518142079580505,5.50125244622659,5.39628167990891,0.000107108399743888,0.0498646328849877,1.5212455143059
"12","GB43716",1172,679,717,425,1646,1842,5106,3450,4147,8999,3629,2677,-1.55238191791821,8.02237684083519,-5.85745665599144,4.83263525287306e-05,0.0498646328849877,2.24273156357658
"13","GB43988",38,33,15,22,13,24,5,6,6,6,5,18,2.30025488144619,0.73782518094821,5.92629921743103,4.30217428209053e-05,0.0498646328849877,1.56074551192594
"14","GB44537",164,169,74,119,216,204,580,395,547,1024,490,387,-1.20508169318001,5.18660934450881,-5.93780281321589,4.21966574611832e-05,0.0498646328849877,2.41354780469827
"15","GB45741",28,21,16,7,28,19,4,8,2,8,9,17,2.03507216729617,0.570705412998625,5.33140470111828,0.000120079346218766,0.0498646328849877,0.792513600595155
"16","GB45811",23,17,4,12,19,12,3,4,1,6,4,14,2.16488476987043,0.0161036281093717,4.89180123705897,0.000264433072581966,0.0498646328849877,0.0258311903510746
"17","GB45841",6,11,11,4,13,29,97,44,30,115,45,43,-1.76502763586685,1.65392094773908,-4.87486772259314,0.000272735629307027,0.0498646328849877,0.458394416821577
"18","GB45905",477,492,300,208,423,806,1366,942,756,1475,914,1013,-0.699459383768446,6.40372726394649,-4.8290634669835,0.000296577333244708,0.0498646328849877,0.56576462057673
"19","GB46031",623,414,241,285,767,751,2445,1009,1498,3423,1311,1191,-1.1739046698836,6.81396337152766,-5.32203017792251,0.000122085033206545,0.0498646328849877,1.41164649564909
"20","GB46318",1101,499,407,500,1005,722,626,586,383,517,621,478,0.958415925611474,6.24345114515195,5.17757243186949,0.00015782425470793,0.0498646328849877,1.1608472761712
"21","GB46700",308,312,185,119,246,593,1474,950,616,2083,696,637,-1.22177685207929,6.00823647469893,-5.07885457974457,0.000188397714893134,0.0498646328849877,0.994819048498518
"22","GB47183",97,46,33,55,79,47,16,23,7,14,22,50,2.19627144623216,2.07328298466986,5.82111097383537,5.13995279126006e-05,0.0498646328849877,1.94935629289157
"23","GB47439",164,101,63,62,141,151,341,212,224,514,229,257,-0.734908891748357,4.4717302904165,-5.00988541062647,0.000213370804085376,0.0498646328849877,0.876461982816031
"24","GB47656",36,18,10,8,33,20,87,74,131,171,132,129,-1.94017791347611,2.58137196153454,-6.32872078155933,2.20919977293645e-05,0.0498646328849877,2.7144825489065
"25","GB47717",497,356,263,219,254,355,201,232,127,250,319,343,1.0636768443646,5.11830003024908,5.05186746382333,0.000197786362370848,0.0498646328849877,0.929765367852079
"26","GB47815",804,572,419,307,538,565,515,449,246,482,589,518,0.836134101870506,5.94878023716841,5.14649094713264,0.000166849806191635,0.0498646328849877,1.10187595435084
"27","GB48409",63,56,37,33,66,94,287,130,161,280,113,146,-1.00275679583728,3.65674309326538,-4.8291979279889,0.000296504264895731,0.0498646328849877,0.58471279227561
"28","GB48840",1385,1324,717,616,1007,1426,1056,1110,545,1094,936,897,0.807012625809681,6.96027108188814,5.31747463553645,0.000123072287135575,0.0498646328849877,1.40416362039219
"29","GB48870",55,47,29,21,35,69,47,29,19,38,27,40,0.961556849676784,2.21195904454468,5.53919391821779,8.34350431521663e-05,0.0498646328849877,1.61459751329896
"30","GB48994",98,66,62,64,137,135,237,200,245,421,245,242,-0.891356833741427,4.28126307425265,-4.99661409512555,0.000218558819862652,0.0498646328849877,0.859333751506306
"31","GB49012",174,132,76,77,139,176,183,109,93,184,132,156,0.470025406211969,4.06687465111724,4.97903553143449,0.000225633295307156,0.0498646328849877,0.826802868762451
"32","GB50691",520,380,238,193,332,347,367,272,202,416,353,354,0.649948796398992,5.35785314178588,5.12083676234265,0.000174703857564496,0.0498646328849877,1.04916306430628
"33","GB50761",16270,14313,11063,7820,26097,24318,48069,77899,52459,64846,94568,50693,-1.41169042223611,11.9585969292568,-5.37818557753988,0.000110572171915009,0.0498646328849877,1.25081549471947
"34","GB50904",307,215,167,129,324,395,726,540,540,1030,482,517,-0.716103345458221,5.62218452432555,-4.86028702517673,0.00028010134184294,0.0498646328849877,0.605805455186061
"35","GB51158",5894,5467,2246,2790,2782,4368,2357,2875,1399,2944,3214,3633,1.13480808626841,8.63975729296283,4.92417637054635,0.000249281890060978,0.0498646328849877,0.740373807633365
"36","GB51516",55,66,35,36,73,99,176,182,132,220,154,189,-0.939794768497918,3.67904903030349,-5.88710307200772,4.59624581085277e-05,0.0498646328849877,2.30654994310615
