"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",5.50938833662798,5.51745289646471,4.51085950651685,3.85014760171006,4.74493212836325,5.84354441703136,4.30406509320417,4.67282883446191,4.52178857704904,3.13549421592915,3.93182563272433,3.46573590279973,0.309154384849935,6.57956856647393,2.98120736574749,0.00918903151667023,0.999941057685776,-2.52777003828177
"2","GB40697",8.75258146914688,9.22641055215368,9.97599424332288,8.365672383775,9.89278043539244,9.52200748967842,7.92226105835325,9.84410902901663,9.20049203592137,7.66011431917393,8.46779284112111,7.48493028328966,0.164344125932493,7.49669229839457,2.95969082650986,0.0096027244137428,0.999941057685776,-2.51444382847255
"3","GB40754",3.2188758248682,2.77258872223978,2.77258872223978,2.83321334405622,3.09104245335832,2.99573227355399,2.77258872223978,2.56494935746154,2.19722457733622,2.19722457733622,2.07944154167984,1.79175946922805,0.332021256952737,5.89753898339257,3.06922510731927,0.00767134099214021,0.999941057685776,-3.50285634594919
"4","GB41184",0,0,0.693147180559945,0,1.6094379124341,1.09861228866811,1.09861228866811,1.38629436111989,1.94591014905531,1.94591014905531,1.6094379124341,0.693147180559945,-1.02392195100722,4.65235528503146,-2.76053894829225,0.0144034243064949,0.999941057685776,-4.45265680778403
"5","GB41511",0,0.693147180559945,0,0,0,0.693147180559945,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0.693147180559945,1.6094379124341,-1.22407524494769,4.32195994480594,-3.81106060025807,0.00165920623844834,0.999941057685776,-4.41576976656634
"6","GB41741",4.88280192258637,5.7037824746562,4.96284463025991,4.39444915467244,5.14166355650266,5.94803498918065,4.8283137373023,5.00394630594546,4.80402104473326,5.08140436498446,4.38202663467388,4.29045944114839,0.144865529638318,6.7176544293613,2.84297189661639,0.0121846193778511,0.999941057685776,-2.70113263073924
"7","GB41886",5.34710753071747,6.27852142416584,5.89989735358249,5.33753807970132,5.91079664404053,5.78689738136671,6.15060276844628,6.63068338564237,7.12849594568004,6.17586727010576,5.57215403217776,6.16120732169508,-0.0932412179259039,6.97965751498584,-3.27748882905827,0.00499538553784009,0.999941057685776,-1.96593085614377
"8","GB42394",0,1.09861228866811,0,0,0,0,0.693147180559945,1.09861228866811,1.38629436111989,1.09861228866811,0,1.38629436111989,-1.1423560375569,4.11928385440509,-2.7423487230497,0.0149433911412168,0.999941057685776,-4.49202263836561
"9","GB42689",3.97029191355212,4.72738781871234,4.57471097850338,3.71357206670431,4.67282883446191,4.45434729625351,3.8286413964891,4.27666611901606,4.60517018598809,4.38202663467388,3.66356164612965,3.63758615972639,0.110314846366757,6.50629221375935,3.14250971316157,0.00659815338208044,0.999941057685776,-2.3211697191169
"10","GB43171",4.78749174278205,6.07993319509559,5.89715386763674,5.08759633523238,5.75257263882563,5.65599181081985,5.87493073085203,6.29341927884648,6.38012253689976,6.20050917404269,5.21493575760899,5.85793315448346,-0.0728715692696662,6.91736397141881,-3.04376968574626,0.00808295511474635,0.999941057685776,-2.37196315166719
