"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40566",4.17438726989564,5.50125821054473,5.25227342804663,4.95582705760126,4.75359019110636,4.33073334028633,5.52942908751142,5.63121178182137,5.31320597904179,5.50938833662798,5.12989871492307,5.40717177146012,-0.135292814519277,6.76274208332628,-3.36734526961905,0.00411917453863417,0.849186409761624,-1.80370237960327
"2","GB40838",3.17805383034795,5.47227067367148,4.34380542185368,3.89182029811063,4.33073334028633,4.43081679884331,3.89182029811063,3.8286413964891,3.89182029811063,3.29583686600433,3.55534806148941,3.43398720448515,0.252408696009943,6.42175863401706,3.6983538466554,0.00207436073830943,0.849186409761624,-1.55364314565085
"3","GB41117",5.27811465923052,6.36475075685191,5.76205138278018,5.32300997913841,6.05208916892442,5.84932477994686,5.0998664278242,5.77455154554441,5.82600010738045,5.64190707093811,4.9416424226093,5.54517744447956,0.0911639750941307,6.88721174803125,3.40927562349024,0.00377637173106214,0.849186409761624,-1.73198606925321
"4","GB42004",2.70805020110221,4.24849524204936,3.43398720448515,3.25809653802148,3.55534806148941,3.43398720448515,2.70805020110221,2.83321334405622,3.29583686600433,2.70805020110221,2.83321334405622,1.94591014905531,0.340007322700369,6.09817116702354,3.72439682729767,0.00196548215014591,0.849186409761624,-2.36744894040183
"5","GB42146",5.64190707093811,6.62671774924902,7.25488481007734,6.14203740558736,6.74875954749168,5.98141421125448,7.49554194388426,7.40853056689463,7.49164547360513,7.1929342212158,6.38687931936265,7.25981961036319,-0.139954415155934,7.13935569303942,-3.96661553527947,0.00119179842618198,0.849186409761624,-0.742144177243463
"6","GB42621",8.24852912480022,9.8004022244528,7.49052940206071,7.74673290775362,7.8087293067444,8.52773740529191,7.12044437239249,6.83625927727707,7.36201055125973,6.60665018619822,7.43661726523423,6.65929391968364,0.241802406801376,7.29309741178957,3.46375730803743,0.00337310182005801,0.849186409761624,-1.63785694491486
"7","GB42626",6.3818160174061,5.97380961186926,5.01063529409626,7.12367278520461,7.15695636461564,6.73221070646721,5.88610403145016,5.35185813347607,4.39444915467244,4.45434729625351,3.66356164612965,4.21950770517611,0.462924495981923,6.84137567465933,4.06534237531126,0.000972758813456156,0.849186409761624,-0.601258036133656
"8","GB42753",5.48479693349065,6.69950034016168,6.12468339089421,5.56452040732269,6.23244801655052,6.13122648948314,5.62040086571715,5.75257263882563,5.97888576490112,5.78382518232974,5.20948615284142,5.80513496891649,0.100440342039953,6.94402236458211,4.06058134222651,0.000982319164517004,0.849186409761624,-0.562012159394976
"9","GB42907",2.99573227355399,4.91265488573605,4.40671924726425,3.95124371858143,3.68887945411394,3.2188758248682,4.56434819146784,4.89783979995091,4.69134788222914,4.49980967033027,4.30406509320417,4.78749174278205,-0.196587562399128,6.50874782469105,-3.40919140291571,0.00377703095625555,0.849186409761624,-1.85536669425213
"10","GB43130",3.17805383034795,4.85203026391962,3.29583686600433,3.40119738166216,3.49650756146648,4.21950770517611,2.70805020110221,2.99573227355399,2.89037175789616,2.63905732961526,3.13549421592915,2.70805020110221,0.375122202681021,6.18189323828679,3.65267240073872,0.00228020415188295,0.849186409761624,-2.23062686243124
