"","ID","N.1","N.2","N.3","P.1","P.2","P.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","10144",4.87519732320115,4.99043258677874,4.89783979995091,5.13579843705026,5.37989735354046,5.32300997913841,-0.136502929606248,5.19724191758719,-4.41984419934017,0.00232321978033976,0.969950980144812,-1.23956939209615
"2","10750",4.59511985013459,4.969813299576,4.77068462446567,5.37063802812766,5.35658627467201,5.55682806169954,-0.211980184839414,5.196065586343,-5.16682976805726,0.000904570020752613,0.969950980144812,-0.567136902567269
"3","12997",5.76519110278484,5.87773578177964,5.68357976733868,5.9427993751267,6.30991827822652,5.93224518744801,-0.10705768099344,5.39419140183641,-4.15889769097186,0.00329284304737555,0.969950980144812,-1.443550064867
"4","14398",4.79579054559674,4.99721227376411,4.78749174278205,5.23110861685459,5.31811999384422,5.04342511691925,-0.131939230476227,5.17865507128342,-4.40001412592067,0.00238477795342609,0.969950980144812,-1.27366809736324
"5","14479",5.12396397940326,5.62762111369064,5.13579843705026,5.77144112313002,5.71373280550937,5.94017125272043,-0.165176275558555,5.30809107524247,-4.1611680065518,0.00328272285581638,0.969950980144812,-1.46051330711523
"6","15001",4.8283137373023,4.89783979995091,4.97673374242057,5.25227342804663,5.3890717298165,5.3890717298165,-0.159162329323248,5.20254090208378,-4.54498446385567,0.00197241770399618,0.969950980144812,-1.11498229909309
"7","16620",1.38629436111989,1.94591014905531,1.09861228866811,0,0,0,1.92973583393742,2.69306700855276,4.24853094472109,0.00291772642810072,0.969950980144812,-4.51685225162359
"8","16835",4.87519732320115,4.89783979995091,4.88280192258637,5.0998664278242,5.31320597904179,5.15329159449778,-0.123810302311554,5.18108841684756,-4.17065656533666,0.00324078879565804,0.969950980144812,-1.50357091769347
"9","16900",6.58892647753352,6.60800062529609,6.32793678372919,6.56244409369372,7.12849594568004,6.79234442747081,-0.106542214093945,5.55334421527789,-4.10593328588227,0.00353876297761891,0.969950980144812,-1.48517936339361
"10","18107",4.60517018598809,4.63472898822964,4.24849524204936,3.8286413964891,3.71357206670431,3.78418963391826,0.186165824961111,4.92055895892796,4.35212209136909,0.00254086947517776,0.969950980144812,-1.84250383024658
"11","185",1.38629436111989,1.09861228866811,1.38629436111989,0,0,0,1.78850982427592,2.63059757900259,4.23474590848788,0.00297227645372237,0.969950980144812,-4.51971666144678
"12","19330",5.4380793089232,5.4380793089232,5.37989735354046,4.77068462446567,4.69134788222914,4.64439089914137,0.144013727706835,5.18475653885544,4.53951608093533,0.00198648121984333,0.969950980144812,-1.15125611142637
"13","19552",5.35185813347607,5.35185813347607,5.32787616878958,5.63835466933375,6.08221891037645,5.56452040732269,-0.142933934486508,5.30887251925603,-4.52226577623203,0.00203156449078247,0.969950980144812,-1.07707662484646
"14","20803",6.68835471394676,5.89989735358249,6.44888939414686,5.25749537202778,5.37989735354046,5.12989871492307,0.205175958467559,5.3617482998006,3.99427815546684,0.00412460389576259,0.969950980144812,-1.6390946858986
"15","21045",0,0,0,1.38629436111989,1.38629436111989,1.09861228866811,-1.88000926866861,2.63059757900259,-4.52492003662485,0.00202455582797242,0.969950980144812,-4.51615880389191
"16","21092",1.6094379124341,1.79175946922805,1.38629436111989,0,0,0,2.02580736030994,2.74408746985857,5.01998839601707,0.00108196316809077,0.969950980144812,-4.50558837084645
"17","21600",3.61091791264422,2.70805020110221,3.04452243772342,0,0,0,2.80424008874244,3.13706737910815,4.97611875820379,0.001142100548416,0.969950980144812,-4.49654803680695
"18","21654",2.30258509299405,2.19722457733622,1.38629436111989,0,0,0,2.25233560533474,2.85157406428212,4.67608699489906,0.00166569470532068,0.969950980144812,-4.50536760189971
"19","23204",1.94591014905531,1.79175946922805,1.6094379124341,0,0,0,2.14887504057221,2.80655689940873,5.44738046113852,0.000647864345671234,0.969950980144812,-4.49893385289475
"20","2403",1.6094379124341,2.07944154167984,1.38629436111989,0,0,0,2.08610689441681,2.77252132257627,4.84129956817826,0.00135097928787034,0.969950980144812,-4.50625455869562
"21","27316",3.63758615972639,3.85014760171006,4.02535169073515,4.17438726989564,4.63472898822964,4.51085950651685,-0.239461432704289,4.92227714003574,-4.09157813633265,0.00360878079652171,0.969950980144812,-2.01089788731072
"22","28328",4.27666611901606,3.73766961828337,3.49650756146648,4.43081679884331,4.70953020131233,4.75359019110636,-0.282766197547092,4.94832571592468,-4.86688001570727,0.0013083409732462,0.969950980144812,-1.41757116283206
"23","29085",3.13549421592915,3.71357206670431,2.89037175789616,3.93182563272433,4.38202663467388,3.95124371858143,-0.335520429447546,4.76064738113468,-4.45060245664642,0.00223112318032785,0.969950980144812,-2.3609049948901
"24","29605",5.03043792139244,4.94875989037817,4.75359019110636,4.02535169073515,4.20469261939097,4.26267987704132,0.172765085699105,5.0410308337608,4.91848693171141,0.00122672539263268,0.969950980144812,-1.08678564401338
"25","3101",1.6094379124341,1.09861228866811,1.09861228866811,0,0,0,1.77065006938446,2.61769242062978,4.06977532156595,0.00371799983856548,0.969950980144812,-4.52248473255494
"26","32518",3.89182029811063,3.61091791264422,3.36729582998647,4.77912349311153,4.4188406077966,4.65396035015752,-0.348284247898901,4.91092643430524,-5.46144217134001,0.000637296651229024,0.969950980144812,-1.28724254051097
"27","33616",3.71357206670431,3.73766961828337,3.73766961828337,4.23410650459726,4.23410650459726,4.34380542185368,-0.217720852850664,4.87992783321939,-4.60382419260137,0.00182776016746626,0.969950980144812,-1.76947415528868
"28","33867",2.56494935746154,2.39789527279837,2.19722457733622,0.693147180559945,0.693147180559945,0,1.64310321737558,3.39459068467923,4.04820340095319,0.00382957876961677,0.969950980144812,-4.49110497644815
"29","35883",0,0,0.693147180559945,2.07944154167984,2.19722457733622,1.79175946922805,-1.95853666560577,3.08756963023354,-4.24092703515781,0.00294768129230055,0.969950980144812,-4.51047538456727
"30","35890",5.84354441703136,6.23244801655052,5.4510384535657,4.91998092582813,4.43081679884331,4.46590811865458,0.274055979597289,5.21956491868101,5.49299943347951,0.000614263582736008,0.969950980144812,-0.335083051054257
"31","35956",1.38629436111989,1.38629436111989,1.94591014905531,0,0,0,1.98351148345996,2.73285613278095,4.43097067804215,0.00228943696341365,0.969950980144812,-4.51277227293711
"32","36193",4.23410650459726,3.49650756146648,4.11087386417331,4.62497281328427,5.24702407216049,5.28320372873799,-0.373228349058559,5.02245938014026,-4.63248897301956,0.00176150541221037,0.969950980144812,-1.42898009340036
"33","36330",6.9177056098353,6.33327962813969,6.0591231955818,5.35185813347607,5.57972982598622,5.33271879326537,0.184580194957497,5.3916300681314,5.04121829189841,0.00105411200718567,0.969950980144812,-0.541645149567088
"34","40563",5.46383180502561,5.19295685089021,4.70048036579242,5.93753620508243,5.8664680569333,6.31716468674728,-0.259673061680894,5.31098200981768,-5.54111201220966,0.000580888613318319,0.969950980144812,-0.147210820230184
"35","42624",4.31748811353631,4.46590811865458,4.48863636973214,4.77068462446567,4.9416424226093,5.18178355029209,-0.195702825716109,5.08716938640912,-4.2121358999302,0.00306415230121063,0.969950980144812,-1.56793937204892
"36","42999",4.43081679884331,4.33073334028633,4.39444915467244,4.90527477843843,4.80402104473326,4.94875989037817,-0.185124736726171,5.07137557932682,-4.6747579278989,0.00166853009593681,0.969950980144812,-1.17572587871635
"37","43062",6.5366915975913,6.69703424766648,6.38350663488401,6.9177056098353,7.08840877867539,7.22983877815125,-0.148895796668559,5.58105132814773,-5.35279667479181,0.000724151710395531,0.969950980144812,-0.186067671416946
"38","43267",2.39789527279837,1.79175946922805,1.94591014905531,0,0,0,2.2979994801184,2.88291470494009,5.30003647878004,0.000770953495554496,0.969950980144812,-4.4977577608553
"39","43269",2.484906649788,1.79175946922805,1.79175946922805,0,0,0,2.28489972153135,2.87437546866819,5.0664544763144,0.00102202123256298,0.969950980144812,-4.5003197288525
"40","43273",2.484906649788,1.79175946922805,1.6094379124341,0,0,0,2.24935449828835,2.85444263375117,4.84186446972534,0.00135002147261175,0.969950980144812,-4.50333543362534
"41","45216",6.9985096422506,7.3004728142678,6.87005341179813,7.32514895795557,7.48155570190952,7.20117088328168,-0.0951537172648793,5.65622704299452,-4.02213342386263,0.00396926372130707,0.969950980144812,-1.57607710125858
"42","46928",2.63905732961526,2.77258872223978,2.30258509299405,1.09861228866811,1.09861228866811,1.38629436111989,0.825112985105488,3.89872876478057,4.02224832907855,0.00396863613657865,0.969950980144812,-4.28644554661635
"43","49428",0,0,0,1.09861228866811,1.6094379124341,1.09861228866811,-1.85841171518577,2.61769242062978,-4.29396524607834,0.0027454700309087,0.969950980144812,-4.51952099255644
"44","51151",3.43398720448515,3.46573590279973,3.09104245335832,3.8286413964891,3.95124371858143,3.95124371858143,-0.242713899691778,4.75099509737149,-4.45391620916783,0.00222144014054379,0.969950980144812,-2.33071802133867
"45","51774",4.07753744390572,3.89182029811063,3.87120101090789,4.26267987704132,4.85203026391962,5.04342511691925,-0.272476628681931,4.97928561147857,-4.00978058245978,0.00403735967240728,0.969950980144812,-1.96683200833577
"46","52167",6.75925527066369,7.11476944836646,6.43615036836943,7.1074254741107,7.50714107972761,6.90173720665657,-0.12028312346874,5.61249537447524,-4.14817654804834,0.00334109131523219,0.969950980144812,-1.43173979929301
"47","55710",5.52545293913178,5.68697535633982,5.4553211153577,5.76519110278484,5.92958914338989,5.78996017089725,-0.106367872192326,5.34254582687972,-4.24457810993533,0.00293325691427574,0.969950980144812,-1.35912799094463
"48","6193",2.39789527279837,1.6094379124341,1.38629436111989,0,0,0,2.1443296485433,2.8005124404729,4.43194156538891,0.00228651449689801,0.969950980144812,-4.51011980523608
"49","7888",0,0,0,1.6094379124341,1.09861228866811,1.09861228866811,-1.84911732004214,2.61769242062978,-4.19071040052579,0.00315405443808827,0.969950980144812,-4.5208593832286
"50","876",0,0,0,1.09861228866811,1.79175946922805,1.09861228866811,-1.90077156401508,2.6376252555468,-4.20607530370404,0.00308929835243788,0.969950980144812,-4.51981516943837
