"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40138",18,4,16,3,1,49,12,25,43,82,34,27,-1.61577053264808,1.3375898640753,-2.90933017639236,0.0115330568325825,0.999958227289705,-4.4248415393382
"2","GB40886",326,338,412,210,210,391,200,247,412,317,312,233,0.333855140062507,5.48610171971868,2.89454245028905,0.0118736602998233,0.999958227289705,-3.98012515223784
"3","GB41331",61,80,76,39,35,109,23,31,49,57,65,36,0.777145428652188,2.9649414656267,3.43455335662302,0.00408211294457204,0.999958227289705,-4.18874003439923
"4","GB41390",2203,2531,3151,682,1234,4706,982,816,3657,1063,1405,493,1.03101035378392,7.86807164284436,2.82027960911971,0.0137392029321894,0.999958227289705,-4.165797195191
"5","GB41741",182,281,218,80,79,382,88,98,179,160,170,72,0.746809178274151,4.47758444527692,2.78741860641998,0.0146536447495142,0.999958227289705,-4.09714660247837
"6","GB42526",5808,6621,8140,2580,2920,8692,2754,4063,7425,4679,4736,2275,0.584733507881202,9.46142092008567,2.7661869267022,0.0152758253515607,0.999958227289705,-4.26674949946983
"7","GB42571",1341,1225,1411,468,684,1682,827,567,935,1285,844,436,0.623764658035776,7.10331616548682,2.73496181176644,0.0162379369221651,0.999958227289705,-4.13463318854803
"8","GB43181",11,14,46,8,8,24,11,7,10,10,14,7,0.918401515174004,0.9400413920283,2.91244321273327,0.0114625885457389,0.999958227289705,-4.43979355906363
"9","GB43308",206,248,246,119,122,426,97,109,305,149,150,94,0.785159136238196,4.7011383894568,3.34356449279191,0.00488778737584894,0.999958227289705,-3.90194793496799
"10","GB43433",20,20,21,16,11,41,15,9,22,9,9,5,1.10307090409996,1.19365235532143,3.25152199795362,0.0058650530090742,0.999958227289705,-4.39678383026268
"11","GB43482",6731,6708,6905,3643,3582,11079,3790,3118,7373,3896,5016,2484,0.776070173231485,9.55731617094719,3.42170230825402,0.00418726420419261,0.999958227289705,-4.15163648970121
"12","GB43733",177,225,256,78,71,238,109,32,200,81,137,58,1.0541352634579,4.16675048364275,3.07710174201396,0.00828276409172983,0.999958227289705,-4.07023886190653
"13","GB44462",7662,9751,8990,3652,4941,12415,5158,4272,9038,5453,6111,3172,0.676356881832055,9.89515007352449,2.98370470008694,0.00996057346984834,0.999958227289705,-4.24925093252518
"14","GB44560",1327,1802,1851,640,965,2060,637,1310,1573,1352,1339,671,0.516792146901505,7.5295004063661,2.76614359303014,0.0152771212189364,0.999958227289705,-4.1574670816757
"15","GB45434",415,629,528,213,210,759,248,253,561,311,378,143,0.701489677329255,5.72880276009872,2.8062709712003,0.0141219929797315,0.999958227289705,-4.01709935982995
"16","GB45748",11,47,14,3,5,50,143,61,98,33,76,74,-2.05689617108831,2.31155965129317,-3.54303449137135,0.00329393060381138,0.999958227289705,-4.28723881971977
"17","GB45832",14,9,18,10,8,22,8,11,12,8,9,5,0.746740147830459,0.743908218537011,2.88849311167126,0.0120158262198591,0.999958227289705,-4.45198228058228
"18","GB46123",163,236,252,109,131,247,100,157,211,142,188,150,0.434573413392687,4.68298383579797,2.80102843295131,0.0142679135486055,0.999958227289705,-4.06252653619907
"19","GB46203",43,69,82,52,26,37,31,25,57,21,36,19,0.88181718053357,2.54883989348961,2.90389411212866,0.0116571333842187,0.999958227289705,-4.31990946155248
"20","GB46254",685,661,627,268,323,867,402,314,647,444,450,335,0.528160778631078,6.17762431909252,2.74223035785736,0.0160088355334043,0.999958227289705,-4.05981774435716
"21","GB46882",2973,3725,3878,1530,2140,4944,1998,1721,4286,2216,2566,1274,0.658773118259614,8.61357359975529,2.9836270850497,0.00996209881850023,0.999958227289705,-4.1731306426125
"22","GB47954",2,13,24,5,6,2,7,32,22,33,36,10,-1.51202876671929,0.819405664782245,-2.81528958390933,0.0138743779690082,0.999958227289705,-4.45811108682995
"23","GB48068",244,351,366,155,158,460,219,110,303,115,316,77,0.901167538695236,5.01504800227442,2.90201310268587,0.0117003717967587,0.999958227289705,-4.00602120688032
"24","GB48527",1971,2350,2180,696,856,2976,640,1185,2189,1132,1413,716,0.743475485889245,7.68967155498931,3.02971069911321,0.00909585736959828,0.999958227289705,-4.10105524797523
"25","GB48784",7879,10195,8869,4019,4553,12106,4180,4858,9352,4510,5584,3270,0.762462101579768,9.86515803610028,3.47121646554072,0.00379648424099656,0.999958227289705,-4.16475963202715
