"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40136",6133,6852,5690,9869,6711,3657,1014,1593,2758,410,617,771,2.17772642096379,8.56704445416083,6.63009645649332,1.12078896184681e-05,0.0564989715666977,3.23600084126255
"2","GB48663",596,383,659,1047,631,617,120,203,168,48,141,86,1.90623709674723,5.37684479709181,7.02389544497548,5.9492474239094e-06,0.0564989715666977,4.03360691156662
"3","GB54851",157,203,270,257,242,162,61,42,157,54,51,44,1.22792095944547,4.12448961865033,6.13719897313845,2.55123830981306e-05,0.0857386154651175,2.69404354519941
"4","GB41751",188,226,320,301,256,175,39,74,155,67,61,104,1.10664023293812,4.37672788570484,5.08164419119213,0.000166205227192804,0.119691507182704,1.08238067997707
"5","GB42482",2233,2741,3319,3146,1864,2018,821,1072,1622,505,811,628,1.02980517721711,7.80421909195961,5.20246061285657,0.000133099101195214,0.119691507182704,1.25203525030437
"6","GB43248",17788,18311,8983,15461,14522,6737,3330,2051,6522,877,1404,2782,1.99041057297351,9.70943604149511,5.57752870338572,6.76182190353371e-05,0.119691507182704,1.63772539794932
"7","GB45000",329,549,671,347,428,201,106,80,183,58,120,70,1.48986629895743,4.89952325770865,5.58501310826562,6.6723531828364e-05,0.119691507182704,1.91396402633519
"8","GB45387",137,154,279,297,221,173,56,65,119,59,53,100,0.958945085343858,4.21501346239846,5.2709122368032,0.000117459269531234,0.119691507182704,1.38531807266681
"9","GB46177",887,1131,1141,1438,677,683,382,381,630,190,242,363,0.965201668928173,6.45435594525498,5.11577064173935,0.000156067216412144,0.119691507182704,1.15666721453926
"10","GB48664",42,56,48,88,40,34,9,3,11,0,10,7,2.72431499510175,1.26780963232527,5.27667032482959,0.000116233938492815,0.119691507182704,0.522139310871882
"11","GB48790",1360,2917,3345,2158,1988,1361,561,870,985,403,458,329,1.35592022532788,7.36398303604158,5.23022233664,0.000126510134903153,0.119691507182704,1.31792784379314
"12","GB50469",39,34,71,55,34,25,4,4,19,1,12,4,2.280480243061,1.2301448789992,5.4919399007851,7.87864736918301e-05,0.119691507182704,0.78560563496319
"13","GB55629",644,726,935,856,506,446,239,212,475,95,188,145,1.1852945084012,5.80626011321234,5.25356561256266,0.000121232515836673,0.119691507182704,1.39246459838582
"14","GB55864",55,44,109,148,95,111,15,35,23,5,21,8,1.99095471637047,2.48828967744212,5.15691928578486,0.00014469109058744,0.119691507182704,0.868376749285193
"15","GB44982",396,675,1226,1340,1165,967,76,156,595,100,105,282,1.83510330105058,5.88787916082337,4.96105382748664,0.00020784985963414,0.133346866067686,0.892987915281713
"16","GB51368",515,725,1401,613,592,429,226,137,432,140,232,214,1.08380061338737,5.84977337593538,4.95140251480515,0.000211619704134395,0.133346866067686,0.881639256962058
"17","GB41590",19,35,45,33,61,37,48,45,73,49,47,55,-1.02048065997016,2.75596455952611,-4.72336009406015,0.000324683497204648,0.135459774944768,0.344840920741076
"18","GB41646",515,711,553,972,487,416,158,221,425,163,158,176,1.00701874669497,5.7251417917761,4.77281874052773,0.000295738308926494,0.135459774944768,0.572943165240384
"19","GB44893",468,359,548,833,532,471,165,178,411,93,164,228,0.921890237922962,5.58101636505727,4.74664793608903,0.000310706288293187,0.135459774944768,0.527152367545707
"20","GB46701",119,161,232,234,179,138,28,62,110,34,67,58,1.12472518598435,3.90040437001336,4.8633455828683,0.000249467307602662,0.135459774944768,0.693143540282531
"21","GB50262",140,197,260,167,152,160,58,99,116,42,61,60,0.818326318763963,4.0820442934572,4.69051621231463,0.000345509057611822,0.135459774944768,0.417975258462906
"22","GB51337",130,210,300,257,295,212,73,102,149,66,72,93,0.813299336216329,4.44991717541969,4.8779949061538,0.000242715115206805,0.135459774944768,0.748030492291987
"23","GB51733",5710,4852,4451,6825,3428,4614,1481,2076,2743,428,810,916,1.5509796612402,8.52555194446589,4.7859080233269,0.000288533709652676,0.135459774944768,0.537115305275197
"24","GB52724",2132,1223,1758,2558,1488,1502,298,461,1446,243,500,527,1.32725013998018,7.13395748588183,4.68471137417983,0.000349330901464388,0.135459774944768,0.414437519562545
"25","GB53354",781,1119,912,1906,829,810,297,433,491,120,155,99,1.64333405180091,6.18050548240337,4.72556126193756,0.000323335005548254,0.135459774944768,0.490159331291528
"26","GB55705",2416,3799,4515,5101,1811,2229,912,893,1758,275,880,640,1.47106391588444,7.89596864300085,4.69167285967657,0.000344752705969989,0.135459774944768,0.409115051375935
"27","GB50891",2925,5371,6522,3738,2788,2191,1150,1501,2184,801,720,654,1.25007846256005,8.24043258545064,4.65301242990552,0.000370984958798921,0.138528531652249,0.332536815685997
"28","GB41127",3378,4526,5742,2608,1895,1841,1166,903,1895,500,741,935,1.18008938477835,8.02457344101892,4.61317358443052,0.000400178823837812,0.144092960783315,0.273706221909727
"29","GB40227",47,22,157,66,84,43,4,6,16,5,27,3,2.41899023704221,1.73442730094278,4.46635196708019,0.000529861979505704,0.147227116409887,-0.333260301176427
"30","GB40548",8,10,19,18,26,39,3,2,3,2,2,7,1.9097282619904,0.256993516926531,4.52664999134972,0.000472031886091682,0.147227116409887,-0.593862487620915
"31","GB42931",2656,4602,7418,4149,3333,3257,1410,1361,3635,771,1000,839,1.11586590729121,8.44617025847139,4.57527561419982,0.000430152041667963,0.147227116409887,0.195654341004189
"32","GB43690",6627,5918,3937,13673,4529,5413,1118,2755,2915,660,612,476,1.9757546239684,8.63603293949337,4.44262253523705,0.000554576427807963,0.147227116409887,-0.0350200095452875
"33","GB44970",69,67,75,53,69,74,98,63,118,49,62,90,-0.732298557386777,3.47486708025916,-4.53650788485552,0.000463214456134861,0.147227116409887,0.129613899317547
"34","GB45439",147,227,261,470,235,199,57,117,153,30,53,64,1.22856812495881,4.31004783032372,4.45131712816733,0.000545386093023844,0.147227116409887,0.00988972540242194
"35","GB49418",161,167,229,200,197,189,199,147,315,130,136,216,-0.47627262613324,4.83503152885716,-4.55134836076907,0.000450259086036531,0.147227116409887,0.18233831676204
"36","GB51938",22,17,28,53,26,38,4,8,9,5,10,7,1.49584417342145,1.17036296081095,4.44230716513433,0.00055491275774407,0.147227116409887,-0.469716262297927
"37","GB53316",94,107,118,81,121,110,132,111,146,106,93,131,-0.704436647035772,4.10140421171733,-4.46974098849395,0.00052642590619666,0.147227116409887,0.0429040344883065
"38","GB54496",375,609,579,1033,581,450,77,200,354,188,116,161,1.28490875096058,5.56138166657589,4.44727765770809,0.000549636239078832,0.147227116409887,0.000587893632834735
"39","GB40234",157,274,388,273,332,412,91,75,214,75,129,106,0.909166014255954,4.77013004149438,4.263444626545,0.000783916245755694,0.153553226714885,-0.323931312841779
"40","GB40313",223,276,502,466,364,360,111,173,265,107,120,168,0.696600107389507,5.14147978330665,4.30181546546324,0.000727720080181538,0.153553226714885,-0.262542088748178
"41","GB40617",51,49,63,46,57,36,7,3,45,6,13,14,1.61257278520598,1.83371367131136,4.3075110637757,0.000719737921509009,0.153553226714885,-0.501677404349897
"42","GB41695",88,75,65,131,107,67,18,24,57,18,25,19,1.22725707338554,2.83587461179178,4.39682374026221,0.000605684390012505,0.153553226714885,-0.175599769722913
"43","GB48407",1399,889,1417,2707,977,1209,326,381,1045,133,366,399,1.33844046221266,6.75497053087765,4.36802058732258,0.000640283507154614,0.153553226714885,-0.135201040422827
"44","GB48765",203,174,233,529,199,163,52,50,174,31,46,69,1.33323188011003,4.17252050394411,4.34132315446424,0.000674166467282645,0.153553226714885,-0.183180240591694
"45","GB48768",306,504,603,435,412,296,208,148,371,111,130,164,0.699305400161052,5.3648935323593,4.3014481126409,0.000728238018586846,0.153553226714885,-0.265001438552165
"46","GB48936",361,246,116,545,211,98,15,40,82,9,9,33,2.6143898905585,3.46316633743479,4.28904745566695,0.000745945656241428,0.153553226714885,-0.32345656362393
"47","GB49286",131,107,297,175,258,210,304,272,308,165,153,222,-0.835660179801105,4.98508862774884,-4.34230470007182,0.000672888704410113,0.153553226714885,-0.193990480296974
"48","GB54315",511,669,713,575,256,330,157,117,290,90,179,165,1.07768152861778,5.39258224694455,4.31352254499942,0.000711410471142478,0.153553226714885,-0.239588790191099
"49","GB54549",28542,33802,28847,40692,45524,26552,8459,13139,23946,3550,4744,2986,1.72014922047005,11.213417492571,4.35513894456827,0.000656408259912586,0.153553226714885,-0.322770684835321
"50","GB55423",139,138,151,170,172,144,65,90,113,28,41,49,0.812679798385547,3.85727895779304,4.26685465696254,0.000778746651691319,0.153553226714885,-0.314858864794101
