"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40159",242,250,314,270,165,225,131,224,215,122,194,120,0.675654216034597,4.9249140401543,4.72919177856834,0.000335997674055266,0.355216695744537,0.177506718049434
"2","GB40336",1873,1031,1780,1932,537,1356,535,1019,1079,449,1458,566,0.847851707000389,7.27210649722033,4.03340706216384,0.00126793963612981,0.355216695744537,-0.970045960373866
"3","GB40637",41,25,48,38,27,38,51,66,111,39,84,60,-0.779760061648771,2.89322642685255,-4.42561899106649,0.000596024406428456,0.355216695744537,-0.820676992299319
"4","GB41117",216,105,238,281,139,255,210,381,454,204,424,346,-0.609265651240351,5.26577513870712,-3.79885093720696,0.00200393317047131,0.355216695744537,-1.21614070475897
"5","GB42420",48,28,41,59,46,43,67,79,101,59,113,74,-0.780385588729803,3.18921100216807,-3.93146767749342,0.0015462424411168,0.355216695744537,-1.33165387966227
"6","GB42481",37,17,32,45,16,48,48,64,90,37,68,60,-0.823678263485002,2.70662262875918,-4.54054543538867,0.000479170090031747,0.355216695744537,-0.771922743926336
"7","GB43015",199,197,225,309,112,263,105,206,247,119,206,133,0.480335902806742,4.81802636318867,3.77184125252443,0.00211289671619803,0.355216695744537,-1.2707769796282
"8","GB43135",53,31,74,45,34,50,79,84,121,47,101,79,-0.725958109802156,3.24910798446139,-3.94247609642677,0.00151340234661757,0.355216695744537,-1.29951719598836
"9","GB43456",66,32,52,69,37,69,19,38,48,28,54,22,0.779587721883617,2.67448550555219,3.78276221708169,0.00206813203505328,0.355216695744537,-1.6636835212038
"10","GB43911",53,82,79,118,48,78,30,55,59,49,42,37,0.854719291214011,3.14014055310953,3.97118634888496,0.00143106024255045,0.355216695744537,-1.29104781184046
"11","GB44299",152,78,154,124,95,142,164,200,352,117,267,195,-0.661020067397078,4.59358474820928,-4.02134589224329,0.00129800513028547,0.355216695744537,-0.91255722089984
"12","GB44802",427,605,397,637,309,437,196,395,387,264,349,254,0.73174571323446,5.8251464887708,3.81812690995248,0.00192967567812594,0.355216695744537,-1.18731634769289
"13","GB45086",156,135,161,188,88,148,78,130,153,92,136,93,0.484380442945723,4.27447989223002,3.71489121554231,0.00236278298185971,0.355216695744537,-1.40676026222082
"14","GB46277",139,118,124,145,98,176,240,266,265,142,286,141,-0.616256977890591,4.69298658282313,-4.08175351009931,0.0011543939215361,0.355216695744537,-0.80914490505256
"15","GB46720",30,22,59,56,40,34,9,14,22,24,27,18,1.21125971315737,2.03162054791001,3.73766589664911,0.00225943920388537,0.355216695744537,-1.92950198799101
"16","GB47026",751,254,824,576,424,639,780,1455,2143,664,1391,1044,-0.976144237993005,6.92273161238171,-4.41424077905354,0.000609089470303358,0.355216695744537,-0.382348259628451
"17","GB47062",101,170,128,189,76,137,35,99,104,87,101,44,0.925307513167552,3.89062748702201,3.71467266602906,0.00236379756672619,0.355216695744537,-1.46984781287077
"18","GB47153",75,34,59,46,43,63,77,103,132,53,119,97,-0.754306578371462,3.42265486674731,-4.00800494027071,0.00133211020546205,0.355216695744537,-1.16586962042007
"19","GB47310",50,19,56,41,30,74,80,90,131,39,105,87,-0.899115439718103,3.18539259867332,-3.99634202502387,0.00136267476679924,0.355216695744537,-1.25155158026798
"20","GB47459",86,53,73,90,58,86,107,127,171,74,149,111,-0.603525522441243,3.8482906639876,-4.43060639360215,0.000590388887338467,0.355216695744537,-0.474347579955647
"21","GB47952",4,4,3,4,1,7,8,32,36,7,8,11,-1.78515403689912,0.184729504688404,-4.29613586006708,0.000763443333635657,0.355216695744537,-2.20160080022409
"22","GB47976",58,49,113,84,54,95,103,144,167,96,143,114,-0.670982031774304,3.87633004340888,-4.1994586324716,0.00091944882957782,0.355216695744537,-0.785289133273213
"23","GB48340",30,15,39,43,19,38,40,65,73,31,54,59,-0.703190560460256,2.58227286998733,-3.76723196472086,0.00213208414205448,0.355216695744537,-1.71326485412435
"24","GB48673",120,107,97,150,60,100,41,62,63,53,61,62,0.997143206899111,3.55345180928649,5.18467608094746,0.00014520153117861,0.355216695744537,0.355319211944418
"25","GB48937",6653,5180,11015,12660,2097,6789,1379,3382,3734,2807,5053,1449,1.33639509220854,9.31064942640967,4.04909003852059,0.0012299069293942,0.355216695744537,-1.2258945912782
"26","GB49073",1072,909,712,1870,396,1157,356,683,676,415,920,436,0.825022802607506,6.7709282096357,3.75481831063963,0.00218464388186632,0.355216695744537,-1.33659097737769
"27","GB49957",458,269,413,674,199,372,154,228,460,177,344,150,0.787780832868412,5.48867544253506,4.06829745958195,0.0011849108960457,0.355216695744537,-0.792188499917458
"28","GB50260",104,120,141,207,91,124,65,92,107,75,90,75,0.740256901058317,3.98478575938147,4.38960247721154,0.000638400462457985,0.355216695744537,-0.486596911797434
"29","GB50417",76,129,73,95,66,108,18,47,47,58,41,37,1.29160533688532,3.19014323519883,4.39924210453247,0.000626763538763402,0.355216695744537,-0.747470382653371
"30","GB50686",278,179,279,471,120,183,66,145,147,119,240,108,0.972841505250198,4.72141317067337,3.83178656923757,0.0018787528695202,0.355216695744537,-1.19146386391028
"31","GB50687",96,78,77,120,30,74,43,44,38,43,50,30,1.02261373081605,3.08612946640286,4.2243155261174,0.000876451998086547,0.355216695744537,-0.990394411470447
"32","GB50931",323,374,335,438,213,355,134,354,441,156,257,185,0.626590289378325,5.41801174073972,3.7580606545321,0.00217079010124627,0.355216695744537,-1.27720023421933
"33","GB51555",40,14,53,28,20,31,49,59,131,29,97,68,-1.09201441200427,2.73735993107666,-3.92143376944687,0.00157680807417566,0.355216695744537,-1.48788864246612
"34","GB51991",60,44,58,69,45,72,65,125,124,51,101,100,-0.5581504769751,3.46913860344476,-3.71930993728649,0.00234236413877932,0.355216695744537,-1.54349185754347
"35","GB52421",70,36,80,70,48,75,82,115,155,68,134,105,-0.682676776250521,3.63481648423277,-4.34584742943996,0.000694082555617381,0.355216695744537,-0.654610615556262
"36","GB52767",141,179,120,226,73,136,33,114,100,75,117,62,0.944544150595306,3.99070295053709,3.76400825307543,0.00214560877368135,0.355216695744537,-1.38156563702019
"37","GB52801",59,21,79,73,60,78,110,127,162,60,157,107,-0.903476735538635,3.64417818676553,-3.9748384900291,0.00142091859867467,0.355216695744537,-1.15875264645218
"38","GB53071",213,323,266,339,153,270,89,261,238,122,169,126,0.792629990650267,4.93415458763632,4.22533860619169,0.000874727141527649,0.355216695744537,-0.56928298141012
"39","GB53263",2,3,7,7,4,4,6,12,22,8,14,13,-1.26962193340159,0.200799581775455,-3.85330626033552,0.00180128488138841,0.355216695744537,-2.51125549390189
"40","GB53323",635,754,833,1134,378,1016,359,802,684,391,664,301,0.685426293741952,6.55398912147225,3.93427461961118,0.00153780043477304,0.355216695744537,-1.04575087277963
"41","GB53340",2709,2145,2722,4088,1412,2403,1129,1973,2170,1568,2015,1324,0.663334883166529,8.27494026004685,3.7451724648375,0.00222639122648412,0.355216695744537,-1.48800152662605
"42","GB53341",992,1001,1031,1417,484,837,527,924,1056,457,726,477,0.58598734769617,6.90045562294497,3.86905421184232,0.00174666023860546,0.355216695744537,-1.17357829447276
"43","GB53563",65,80,87,126,47,92,42,81,79,30,65,37,0.695473393774749,3.31283026147894,4.39178992955784,0.000635740422157343,0.355216695744537,-0.696998927771266
"44","GB54091",12,6,8,18,7,11,23,19,42,13,30,19,-1.07908504163679,1.24018951326657,-4.17781088663734,0.000958654769084453,0.355216695744537,-1.82079712794757
"45","GB54721",2,1,2,4,6,4,8,9,16,6,18,24,-1.80480795632973,-0.0196919799224015,-4.00358385026269,0.00134361314968086,0.355216695744537,-2.44502645888123
