"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB49753",19,223,52,99,20,25,130,485,778,240,458,249,-2.67784129200537,4.27749457300728,-5.46908107464123,8.65105836158399e-05,0.685701787119112,-3.63663859750044
"2","GB51034",10,11,26,30,8,15,28,41,53,26,64,37,-1.25099603272591,1.92697996520551,-5.21680915126205,0.000136024952810774,0.685701787119112,-4.11853699569281
"3","GB40472",0,2,6,12,0,1,7,13,15,5,12,24,-2.44194910800207,-0.402053417359801,-4.23848962580322,0.000848923226143215,0.999126304583265,-4.38807220628511
"4","GB40493",24,24,50,71,9,13,63,46,171,18,91,115,-1.31231854654647,2.68061070501847,-3.2798398762777,0.00555890595605735,0.999126304583265,-4.21304284252163
"5","GB41070",14,13,27,18,6,20,25,24,67,11,51,41,-0.98352410049051,1.76674386870004,-3.3970377432368,0.00440860787909347,0.999126304583265,-4.3024935529397
"6","GB41455",214,171,227,241,102,217,88,188,225,106,190,151,0.421985964593717,4.6951327927589,2.94964980604077,0.0106725744582459,0.999126304583265,-3.95009647977116
"7","GB41517",45,58,54,51,27,46,99,67,110,49,83,89,-0.702093336638368,3.22848188588756,-3.54189779815355,0.00331118373248771,0.999126304583265,-4.07092458639194
"8","GB41598",119,101,148,149,65,94,54,99,146,50,90,90,0.473538846267927,3.87065486917136,3.74035456448604,0.00223972467452135,0.999126304583265,-3.88405723721174
"9","GB42717",193,172,266,253,144,182,114,168,241,110,198,220,0.319602764146042,4.80871460679325,2.99427620919195,0.00977409472532371,0.999126304583265,-3.91908697217924
"10","GB43167",41,27,37,50,26,19,41,53,85,33,64,51,-0.621149585584055,2.66209402705957,-3.28783207454875,0.0054716977285211,0.999126304583265,-4.20545341709275
"11","GB43298",17,19,26,40,15,37,11,6,16,7,34,6,1.20706167366221,1.35332680714117,3.12640643733896,0.00752974417010476,0.999126304583265,-4.37089774227498
"12","GB43876",63,29,107,91,49,30,53,161,159,70,113,101,-0.782352135543117,3.52593504340473,-3.03347741805729,0.00904675430637145,0.999126304583265,-4.12795826526505
"13","GB44073",141,50,109,304,56,40,180,140,433,87,495,297,-1.20395446758557,4.46575436195058,-3.0810768244974,0.00823527848540176,0.999126304583265,-3.97589357522294
"14","GB44074",370,147,351,668,191,110,418,688,785,203,817,687,-0.980767502631626,5.83853408370332,-3.08535242935041,0.00816602031635405,0.999126304583265,-3.87653484992583
"15","GB44308",15,12,26,29,9,14,24,34,41,15,29,31,-0.644075716270252,1.73475982963489,-3.23045398326741,0.00612945378083106,0.999126304583265,-4.32228236180538
"16","GB45073",555,387,1196,1054,540,637,644,1659,2920,566,1369,1636,-0.772415887178348,7.14580076210731,-3.15094545418722,0.00717320413717475,0.999126304583265,-3.975925181419
"17","GB45193",325,173,385,274,144,176,330,572,735,145,461,377,-0.645219855167781,5.52940169570177,-3.07066236982009,0.00840642331414537,0.999126304583265,-3.86243315457333
"18","GB45413",96,56,133,143,86,137,135,168,247,93,258,197,-0.672772759317273,4.36525146936141,-3.51432952523334,0.0034964198398691,0.999126304583265,-3.8372666535343
"19","GB45641",28,35,24,43,15,19,13,13,24,13,19,18,0.757926330194358,1.68702644712094,3.15180300383938,0.00716105268457184,0.999126304583265,-4.3352102226972
"20","GB45861",126,436,254,373,54,170,256,601,1516,504,888,843,-1.64290386093606,5.7797732322743,-4.45900935836873,0.000556441820191485,0.999126304583265,-3.50208788905258
"21","GB45862",180,199,251,277,92,133,199,241,445,139,334,269,-0.410981332182695,5.02905562046929,-3.00080863646408,0.00964899936071622,0.999126304583265,-3.90054965337894
"22","GB45865",196,207,311,183,110,211,96,163,228,94,181,190,0.454097474434895,4.72017200348982,3.07505291313282,0.00833384603140246,0.999126304583265,-3.90377656387085
"23","GB46030",76,40,75,62,15,51,18,36,41,31,23,30,0.872847626546436,2.5224373002669,3.22872840359401,0.00615041298212109,0.999126304583265,-4.23328389056203
"24","GB47133",14,17,36,14,13,11,51,62,33,36,34,27,-1.07519190730811,1.97515018193821,-2.97066979892318,0.0102396519986208,0.999126304583265,-4.33636631435404
"25","GB47301",445,274,640,542,436,317,472,1065,1873,468,915,649,-0.791038918597949,6.48697014909052,-3.4566419286339,0.00391852659375423,0.999126304583265,-3.80365436892219
"26","GB47565",1413,1850,3242,2728,1589,1160,4353,5400,4589,2183,2321,3758,-0.850268243673243,8.6333996276243,-3.23774771240783,0.00604164729376994,0.999126304583265,-4.09991870491172
"27","GB47722",30,50,56,38,9,41,35,72,126,29,102,83,-0.915901067606395,2.84562991010354,-3.24662100230603,0.0059365161449694,0.999126304583265,-4.18956591016414
"28","GB48110",25,55,45,59,6,22,39,201,116,94,99,54,-1.42470310012444,2.953466762056,-3.30204595260677,0.00531996731867563,0.999126304583265,-4.17391511152033
"29","GB48130",33,292,87,113,24,85,171,457,531,229,418,184,-1.86281900821122,4.54595284445206,-4.36472564406495,0.000666173919769074,0.999126304583265,-3.67500044140267
