"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40365",193,159,209,273,90,226,178,336,328,165,216,184,-0.325911455308667,4.96029996062989,-2.63032475086597,0.0199234437127147,0.999484279191431,-4.09148313294232
"2","GB40619",10633,12097,11848,11636,3943,9886,2285,13088,6480,2839,6953,1586,1.13818973413836,9.92891786725846,3.19428506556367,0.0065754406663683,0.999484279191431,-4.2378474791814
"3","GB40831",27,15,19,38,18,31,29,39,47,23,52,30,-0.616251947930338,2.16837746773717,-3.06377129760782,0.00851157683036037,0.999484279191431,-4.33082035656119
"4","GB41110",22,203,63,378,28,150,32,10,36,24,38,14,2.04008225795885,2.80952246253126,2.99353353597204,0.00977756692947568,0.999484279191431,-4.29022039975413
"5","GB41123",8,7,9,9,8,9,12,16,18,6,16,12,-0.663815985984277,0.725182745662359,-2.65997122871487,0.0188075258540169,0.999484279191431,-4.46931953978985
"6","GB42271",21,29,13,42,12,28,29,50,33,28,40,37,-0.676779218145719,2.1290529419911,-2.75166252830442,0.0157269594481263,0.999484279191431,-4.37504027883023
"7","GB42899",303,187,302,352,226,275,258,414,363,267,459,451,-0.467520492558838,5.57991708941376,-2.66436625044652,0.0186473384417203,0.999484279191431,-4.0633644169473
"8","GB43195",504,360,631,1227,319,996,692,952,1078,524,1243,685,-0.526430054441353,6.75411410830382,-2.84602155886546,0.0130718485492674,0.999484279191431,-4.07711792275381
"9","GB43818",333,811,407,662,199,560,139,529,396,180,379,146,0.763229440631195,5.70931602116159,2.79169107790768,0.0145417737862529,0.999484279191431,-4.02852431739326
"10","GB44026",2,4,9,8,11,8,12,16,21,9,11,14,-1.11303609840364,0.564371183688863,-2.92535647147569,0.0111837250010094,0.999484279191431,-4.4577160715292
"11","GB44116",341,770,423,435,189,280,194,372,345,162,222,74,0.851534278692228,5.39372018532862,2.56903668766235,0.0224370430532944,0.999484279191431,-4.10661634131583
"12","GB44411",51,35,48,51,31,38,41,69,96,53,74,55,-0.630581884702151,2.98320140185641,-3.36062269071732,0.00473082582324867,0.999484279191431,-4.19388619825936
"13","GB44430",1299,1066,1206,1733,527,1315,423,1357,1145,617,1044,631,0.452357126478643,7.19078034559325,2.62078631728835,0.0202959202093259,0.999484279191431,-4.1792887224463
