"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40147",1.6094379124341,1.38629436111989,1.09861228866811,1.38629436111989,1.38629436111989,1.6094379124341,0.693147180559945,0,0,1.09861228866811,0.693147180559945,1.6094379124341,0.910793219204982,4.75969769913313,2.99724598071639,0.00922952311456176,0.907068613918152,-4.39023410405501
"2","GB40231",3.95124371858143,3.66356164612965,2.63905732961526,3.25809653802148,3.49650756146648,3.46573590279973,2.56494935746154,3.09104245335832,1.6094379124341,3.2188758248682,2.56494935746154,3.13549421592915,0.347098322057608,6.07872019264079,3.00884514199941,0.00901613492498004,0.907068613918152,-3.20571353096202
"3","GB40541",4.29045944114839,4.02535169073515,3.43398720448515,3.66356164612965,4.47733681447821,5.08140436498446,3.43398720448515,4.06044301054642,3.04452243772342,3.66356164612965,3.3322045101752,4.34380542185368,0.228722278328806,6.40057046337704,3.13534574452438,0.00698252874089031,0.907068613918152,-2.46189921620524
"4","GB40827",4.30406509320417,4.70953020131233,3.95124371858143,4.30406509320417,4.78749174278205,4.36944785246702,4.06044301054642,3.71357206670431,3.43398720448515,3.68887945411394,4.35670882668959,3.95124371858143,0.177087025520329,6.48059371576354,3.10837183473298,0.00737415528354777,0.907068613918152,-2.40005711652627
"5","GB40906",5.27299955856375,5.04985600724954,4.30406509320417,4.91265488573605,5.01727983681492,5.11198778835654,4.74493212836325,4.62497281328427,3.95124371858143,4.33073334028633,4.70048036579242,4.87519732320115,0.1358964543684,6.6592218483236,3.32166154315708,0.00478666145107682,0.907068613918152,-1.94480869606107
"6","GB42232",2.39789527279837,1.09861228866811,0.693147180559945,1.6094379124341,1.38629436111989,1.94591014905531,0,1.09861228866811,1.09861228866811,1.38629436111989,0,0,1.20613323429524,4.69121043683848,3.08348487128705,0.00775470685577824,0.907068613918152,-4.40382384751063
"7","GB44167",6.04973345523196,5.55682806169954,4.20469261939097,5.11198778835654,5.68697535633982,5.27299955856375,2.77258872223978,5.07517381523383,3.04452243772342,4.85981240436167,4.59511985013459,5.17048399503815,0.394611417240379,6.64641041962182,3.05112274112605,0.0082786976111677,0.907068613918152,-2.40053898471218
"8","GB44295",5.75890177387728,5.63835466933375,4.23410650459726,4.86753445045558,5.30826769740121,5.26785815906333,3.29583686600433,4.58496747867057,3.2188758248682,4.99043258677874,4.23410650459726,5.45958551414416,0.324678065575001,6.64282931672567,3.0547205655906,0.0082187593402136,0.907068613918152,-2.38968943819225
"9","GB45081",2.07944154167984,2.07944154167984,1.6094379124341,2.07944154167984,2.30258509299405,2.19722457733622,1.6094379124341,0.693147180559945,1.38629436111989,1.79175946922805,1.09861228866811,1.79175946922805,0.500431221378372,5.39076111252878,3.04525932906315,0.00837730472360597,0.907068613918152,-4.11149110998314
"10","GB45525",2.89037175789616,3.13549421592915,2.07944154167984,2.484906649788,2.89037175789616,2.484906649788,1.09861228866811,2.39789527279837,1.94591014905531,1.38629436111989,1.09861228866811,2.56494935746154,0.562010245858673,5.65782097908772,3.1610286064844,0.00662880686896119,0.907068613918152,-3.85390312309614
"11","GB45708",6.02586597382531,5.43372200355424,5.25749537202778,5.8406416573734,5.90536184805457,5.76205138278018,4.39444915467244,5.42934562895444,4.67282883446191,4.18965474202643,5.97126183979046,5.35185813347607,0.202769593096128,6.81411971161991,3.21909868058491,0.00589318094171951,0.907068613918152,-2.09625684820977
"12","GB45734",4.34380542185368,4.53259949315326,3.93182563272433,3.73766961828337,4.35670882668959,4.40671924726425,4.11087386417331,3.52636052461616,2.77258872223978,3.89182029811063,3.52636052461616,3.85014760171006,0.21916063287064,6.4066342565046,3.18173796747547,0.00635656287567445,0.907068613918152,-2.40005407506523
"13","GB45847",1.38629436111989,1.38629436111989,0.693147180559945,1.09861228866811,1.6094379124341,1.38629436111989,0,0.693147180559945,0,0,0,1.38629436111989,1.29799800045893,4.43344915707875,3.899308476056,0.00148654023684602,0.907068613918152,-4.3876648163381
"14","GB45851",6.4393503711001,5.66296048013595,5.62762111369064,6.3818160174061,6.4723462945009,7.0475172213573,6.00881318544259,5.4249500174814,5.54907608489522,5.41610040220442,6.69332366826995,5.87773578177964,0.119415860575145,6.98003303691535,3.07346352431214,0.00791336735675327,0.907068613918152,-2.34615727290046
"15","GB46101",0.693147180559945,0,0,1.38629436111989,0.693147180559945,1.09861228866811,1.6094379124341,1.38629436111989,1.94591014905531,1.09861228866811,1.38629436111989,1.6094379124341,-0.90964736513702,4.77749043098052,-3.17065756669112,0.00650081661732658,0.907068613918152,-4.3721970115022
"16","GB46289",3.76120011569356,3.29583686600433,4.49980967033027,4.30406509320417,3.52636052461616,4.17438726989564,4.8283137373023,4.88280192258637,5.74939298590825,4.04305126783455,5.31811999384422,4.59511985013459,-0.295180837329195,6.55592427264385,-3.48651623359934,0.00342592524212938,0.907068613918152,-1.79454072182638
"17","GB46338",3.29583686600433,2.83321334405622,1.79175946922805,2.39789527279837,2.56494935746154,3.40119738166216,0.693147180559945,1.6094379124341,1.6094379124341,1.94591014905531,2.19722457733622,2.56494935746154,0.623234585152094,5.66622669624681,3.13806017279891,0.00694427740988527,0.907068613918152,-3.85385012121557
"18","GB46585",2.19722457733622,1.6094379124341,0.693147180559945,1.6094379124341,1.94591014905531,1.6094379124341,0.693147180559945,0,1.38629436111989,0,1.38629436111989,0.693147180559945,0.988656000339954,4.81864970534998,3.04174836855908,0.00843690323078015,0.907068613918152,-4.37584856840916
"19","GB47482",4.78749174278205,4.59511985013459,4.04305126783455,4.91998092582813,5.18738580584075,5.2257466737132,5.90536184805457,5.18178355029209,5.33271879326537,4.39444915467244,5.48063892334199,5.33753807970132,-0.105053541845325,6.73511874385094,-3.62873842333486,0.00256781177314663,0.907068613918152,-1.41508433410355
"20","GB48523",3.93182563272433,3.58351893845611,2.94443897916644,4.12713438504509,3.52636052461616,4.24849524204936,4.70953020131233,4.24849524204936,4.68213122712422,3.13549421592915,4.65396035015752,4.59511985013459,-0.182289786534741,6.44034290831219,-3.2075174975418,0.00603311584766599,0.907068613918152,-2.31286954206799
"21","GB48898",1.09861228866811,0,0.693147180559945,0,1.6094379124341,0.693147180559945,2.07944154167984,1.6094379124341,1.94591014905531,1.38629436111989,1.94591014905531,2.19722457733622,-1.1551290633396,4.90923843619125,-3.99972477257013,0.00121478966880674,0.907068613918152,-4.26375488037667
"22","GB49224",4.90527477843843,4.63472898822964,3.85014760171006,4.02535169073515,4.72738781871234,4.65396035015752,3.58351893845611,3.52636052461616,3.04452243772342,4.27666611901606,4.02535169073515,4.74493212836325,0.231041128715454,6.48427570135345,2.98522593911706,0.00945589603442895,0.907068613918152,-2.57534178320858
"23","GB49239",5.30826769740121,4.89034912822175,4.21950770517611,4.71849887129509,5.06890420222023,5.12989871492307,4.71849887129509,4.7361984483945,4.12713438504509,4.23410650459726,4.58496747867057,4.91998092582813,0.118306285220165,6.65392502526231,3.16703443343705,0.00654868608128521,0.907068613918152,-2.19632219904935
"24","GB49954",1.09861228866811,0,0.693147180559945,0,0,2.484906649788,2.83321334405622,2.19722457733622,2.30258509299405,0.693147180559945,2.30258509299405,1.94591014905531,-1.36430876685897,4.87268956875153,-3.30071672494769,0.00499440095280942,0.907068613918152,-4.35574946187641
"25","GB50065",5.67675380226828,6.03068526026126,4.67282883446191,5.06890420222023,4.91998092582813,4.90527477843843,3.43398720448515,4.33073334028633,3.13549421592915,5.26785815906333,4.15888308335967,5.18738580584075,0.339230280053103,6.64143376347108,2.99054367551524,0.00935508161266851,0.907068613918152,-2.49303600438244
"26","GB50159",3.04452243772342,2.63905732961526,1.38629436111989,2.39789527279837,2.94443897916644,2.30258509299405,1.09861228866811,1.38629436111989,0.693147180559945,1.79175946922805,1.79175946922805,2.07944154167984,0.645113652616415,5.5067145748371,3.19506555423865,0.00618725400390069,0.907068613918152,-3.99938846852892
"27","GB50558",1.6094379124341,1.38629436111989,1.38629436111989,0.693147180559945,0.693147180559945,1.38629436111989,0,0,0,0.693147180559945,1.38629436111989,0,1.20025007949507,4.39827848482992,3.13951539610871,0.00692385611001427,0.907068613918152,-4.44118437969421
"28","GB51299",5.78689738136671,5.77144112313002,5.48063892334199,5.53338948872752,6.33505425149806,6.13988455222626,4.85203026391962,4.63472898822964,3.78418963391826,4.82028156560504,5.8111409929767,5.49306144334055,0.267032176585538,6.81554714050796,4.18479457036378,0.000838907903408911,0.907068613918152,-0.4832982810235
"29","GB51769",1.09861228866811,1.09861228866811,0.693147180559945,0,1.6094379124341,2.19722457733622,0,0.693147180559945,0,0,0,0,1.37112233795969,4.13728885822805,3.01889435905375,0.00883519255283217,0.907068613918152,-4.45848440739323
"30","GB51995",5.44241771052179,4.77912349311153,3.93182563272433,4.66343909411207,5.52942908751142,5.5834963087817,4.30406509320417,4.87519732320115,3.49650756146648,4.44265125649032,4.61512051684126,5.02388052084628,0.192048380832402,6.64795837288654,3.10286509555875,0.00745673690407574,0.907068613918152,-2.30353741334413
"31","GB52201",1.38629436111989,0.693147180559945,0.693147180559945,1.38629436111989,1.38629436111989,1.09861228866811,0.693147180559945,0.693147180559945,0,0,0,1.09861228866811,0.968121989049436,4.44961171246766,2.98126899866597,0.00953160475249722,0.907068613918152,-4.44670499180373
"32","GB52317",4.57471097850338,4.86753445045558,4.85203026391962,4.48863636973214,6.10255859461357,6.13772705408623,7.02108396428914,5.55682806169954,5.99645208861902,5.30330490805908,6.26530121273771,7.2152399787301,-0.227717095539144,6.89065619525332,-3.67585287725712,0.00233416942920449,0.907068613918152,-1.31974725788341
"33","GB52361",0,0.693147180559945,0.693147180559945,0,1.09861228866811,0.693147180559945,1.09861228866811,1.6094379124341,1.38629436111989,0.693147180559945,1.94591014905531,1.38629436111989,-0.944474845814888,4.65391797932699,-2.98815958931787,0.00940014807357152,0.907068613918152,-4.41465858917426
"34","GB52380",1.79175946922805,1.38629436111989,0.693147180559945,1.6094379124341,1.09861228866811,0.693147180559945,0,0,0,1.09861228866811,0,0.693147180559945,1.24589844293694,4.38189776098793,3.21934882136578,0.00589019434017288,0.907068613918152,-4.43540615883397
